Price,Close,High,Low,Open,Volume
Ticker,OXY,OXY,OXY,OXY,OXY
Date,,,,,
2025-08-15,44.116512298583984,44.57142274444411,43.84949866144921,44.195625354495384,8764800
2025-08-18,43.72093963623047,44.126403987073765,43.18691231390075,43.49348439283041,8605500
2025-08-19,43.47370147705078,44.16595863891425,43.226467045849404,43.562706023183196,7332500
2025-08-20,43.7802734375,43.92861183240913,43.13746240873299,43.463813668029545,8073900
2025-08-21,44.06707000732422,44.413196730533784,43.32536665259086,43.641826448810555,6643800
2025-08-22,45.323020935058594,45.51091775792384,44.26485402419089,44.32419164996332,11276800
2025-08-25,45.886714935302734,45.975719487245065,45.03622783285342,45.224124654732435,8649200
2025-08-26,45.530696868896484,45.866935869222765,45.036227972681274,45.54058458692154,8983800
2025-08-27,46.35151290893555,46.608638845536305,45.36257512431351,45.44169195788243,8590700
2025-08-28,46.984432220458984,47.07343677146905,46.074611274576824,46.46029640478766,7998600
2025-08-29,47.08332824707031,47.49868030332131,46.915206862993784,47.0239906222495,5796600
2025-09-02,47.518455505371094,47.577793125189224,46.539409299608394,46.925094397181454,7540100
2025-09-03,45.78781509399414,47.54812677830613,45.540580667166424,47.11299177269064,9513100
2025-09-04,46.094390869140625,46.28228769062616,44.502200428005594,45.787818796981654,7596300
2025-09-05,45.40213394165039,45.72848522425401,44.72965594037472,45.72848522425401,9840600
2025-09-08,44.877994537353516,45.71859008562395,44.27474192794857,45.63947703016812,7573700
2025-09-09,44.64065170288086,45.777931682249104,44.6109847760707,45.23401664657233,6085800
2025-09-10,46.04250717163086,46.04250717163086,44.720187650389484,44.8693227427287,7474700
2025-09-11,45.754180908203125,45.992792502450534,45.3266643597917,45.43602958743131,5064700
2025-09-12,45.40620040893555,46.281118439610836,45.396259839426214,45.992792619222186,5328100
2025-09-15,45.207359313964844,45.67464194074129,44.919033489516565,45.59510600555799,5727400
2025-09-16,47.484127044677734,47.603436631458905,45.43602844288424,45.51556437474221,13816500
2025-09-17,46.91741943359375,47.71280150224744,46.67880784712787,47.066554519632014,8920100
2025-09-18,47.08644104003906,47.31511206506392,46.47996389891697,46.79811522005267,8438100
2025-09-19,45.833717346191406,47.08644150408924,45.714411547755454,47.08644150408924,14274600
2025-09-22,45.49568176269531,45.992793688301376,45.17753043372047,45.48574119295492,9758200
2025-09-23,46.1518669128418,46.96713391698435,45.73429473788706,45.84365996256458,8996700
2025-09-24,46.61915588378906,47.185863176871024,46.38054428284035,46.62910024621535,7333500
2025-09-25,46.71857833862305,46.93730499705363,46.19163714214007,46.390482661982915,7482300
2025-09-26,47.19580841064453,48.239742717560446,46.80806170744688,46.93730808007071,10208700
