Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,802.5,703.58,931.93,14.059524147929157,62.00743494423793,🟡,CERCA,250,2025-10-27 07:44:22
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2949.8,1861.2,2969.6,58.48914678701913,44.16773094934014,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAF,Dow Jones U.S. Delivery Services Index,1035.5,916.9,1383.0,12.934889300905228,55.69461827284105,🟡,CERCA,250,2025-10-27 07:44:22
DJUSAG,Dow Jones U.S. Asset Managers Index,387.18,273.77,426.58,41.425283997516175,59.67741935483873,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1793.71,913.78,1819.18,96.29560725776446,38.89770779097083,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAL,Dow Jones U.S. Aluminum Index,134.67,73.62,163.19,82.92583537082312,36.64259927797836,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAM,Dow Jones U.S. Medical Equipment Index,2995.2,2589.3,3151.1,15.676051442474783,39.223021582733864,🟡,CERCA,250,2025-10-27 07:44:22
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1625.29,845.49,1748.7,92.23054086979148,55.45832421789544,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAR,Dow Jones U.S. Airlines Index,229.95,137.83,259.72,66.8359573387506,49.90237099023711,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAS,Dow Jones U.S. Aerospace Index,3186.7,1883.9,3214.3,69.15441371622695,40.06386175807665,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAT,Dow Jones U.S. Auto Parts Index,421.97,288.25,447.84,46.39028620988726,65.05613187437828,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAU,Dow Jones U.S. Automobiles Index,1484.26,758.25,1613.6,95.74810418727333,55.0993530499076,🔴,FUERTE,250,2025-10-27 07:44:22
DJUSAV,Dow Jones U.S. Media Agencies Index,435.56,346.44,702.93,25.724512181041455,46.34881490615154,🔴,FUERTE,250,2025-10-27 07:44:22
