ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑10.5% (5.04→5.57),2026-06-19
ADP,WATCH,9,"Opciones TIER2 (q=45): VALUE weak (34pts), FCF 5.4% | Piotroski fuerte (8.0/9)",2026-06-19
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 10/11) | Piotroski fuerte (7.0/9),2026-06-19
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 16/16),2026-06-19
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-06-19
ASAZY,CAUTION,2,Thesis drift MEDIUM: Score cayó 16pts en 42d (65→49) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.8% vs media sector 5.1%),2026-06-19
AUTO.L,EXIT,-16,Thesis drift MEDIUM: Score cayó 21pts en 42d (61→40) | Señal salida HIGH: Score cayó 25pts (65 → 40) | Mejor FCF en Communication Services (6.5% vs media sector 5.6%),2026-06-19
AWK,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓17.3% (11.91→9.85); Analistas: +10 (0→10),2026-06-19
AXP,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 25),2026-06-19
BR,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-19
BRO,BEST,5,Mejor FCF en Financial Services (7.6% vs media sector 5.4%),2026-06-19
CB,BEST,5,Mejor FCF en Financial Services (9.9% vs media sector 5.4%),2026-06-19
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-06-19
CHD,REVISION_UP,11,Piotroski fuerte (7.0/9) | EPS revision STRONG_UP: EPS consensus ↑11.2% (3.93→4.37),2026-06-19
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-19
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-06-19
COST,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 8/9) | Piotroski fuerte (7.0/9),2026-06-19
CTAS,CAUTION,-3,Thesis drift MEDIUM: Score cayó 11pts en 42d (44→32) | Piotroski fuerte (8.0/9),2026-06-19
DHR,WATCH,4,EPS revision UP: EPS consensus ↑2.0% (10.37→10.58); Revenue estimate ↑4.6%,2026-06-19
EXPN.L,CAUTION,2,Thesis drift MEDIUM: Score cayó 23pts en 42d (77→54) | Señal salida MEDIUM: Score cayó 19pts (72 → 54) | Smart money: 0 HF + 3 insiders (conv 46) | Piotroski fuerte (9.0/9) | Mejor FCF en Industrials (4.0% vs media sector 5.1%),2026-06-19
FAST,WATCH,0,Caro vs peers en Industrials (FCF rank 18/20) | Piotroski fuerte (8.0/9),2026-06-19
FDS,BEST,11,Short squeeze MEDIUM: 18.1% short · Short elevado (18.1% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Financial Services (7.1% vs media sector 5.4%),2026-06-19
G24.DE,EXIT,-15,Señal salida HIGH: Score cayó 25pts (73 → 48),2026-06-19
GVDNY,WATCH,3,Piotroski fuerte (7.0/9),2026-06-19
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 19/20) | Piotroski fuerte (8.0/9),2026-06-19
HESAY,WATCH,3,Piotroski fuerte (8.0/9),2026-06-19
IDXX,WATCH,3,Piotroski fuerte (8.0/9),2026-06-19
INTU,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-19
ITRK.L,BEST,1,EPS revision DOWN: EPS consensus ↓2.4% (3.41→3.32) | Mejor FCF en Industrials (4.1% vs media sector 5.1%),2026-06-19
JKHY,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-19
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 9/9) | Smart money: 1 HF + 0 insiders (conv 26) | Piotroski fuerte (7.0/9),2026-06-19
LSEG.L,WATCH,3,Piotroski fuerte (7.0/9),2026-06-19
MA,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-19
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 14/16) | Smart money: 1 HF + 0 insiders (conv 26) | Piotroski fuerte (8.0/9),2026-06-19
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 15/16) | Piotroski fuerte (8.0/9),2026-06-19
NDAQ,WATCH,0,Caro vs peers en Financial Services (FCF rank 13/16) | Piotroski fuerte (9.0/9),2026-06-19
PGR,BEST,5,Mejor FCF en Financial Services (13.0% vs media sector 5.4%),2026-06-19
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 10/10) | Piotroski fuerte (9.0/9),2026-06-19
RELX,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-19
SAP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-19
SBGSY,WATCH,-3,Caro vs peers en Industrials (FCF rank 16/20),2026-06-19
SPGI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 12pts en 42d (44→32) | Piotroski fuerte (7.0/9),2026-06-19
SXYAY,WATCH,3,Piotroski fuerte (7.0/9),2026-06-19
V,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 28),2026-06-19
VRSN,CAUTION,-3,"Thesis drift MEDIUM: Score cayó 32pts en 42d (63→30) | Señal salida MEDIUM: Score cayó 39pts (69 → 30) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Smart money: 1 HF + 0 insiders (conv 24) | Piotroski fuerte (8.0/9)",2026-06-19
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 10/11) | Piotroski fuerte (7.0/9),2026-06-19
WTKWY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-19
