ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-21
ABT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-21
ADP,CAUTION,-6,Thesis drift MEDIUM: Score cayó 19pts en 47d (62→43),2026-09-21
ADSK,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Technology (6.2% vs media sector 4.9%),2026-09-21
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-21
AMZN,EXIT,-10,Señal salida HIGH: Score cayó 43pts (91 → 48) | Caro vs peers en Consumer Cyclical (FCF rank 10/10) | Smart money: 1 HF + 0 insiders (conv 29),2026-09-21
AON,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-21
APH,WATCH,-3,Caro vs peers en Technology (FCF rank 17/20),2026-09-21
ASAZY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
ASML,WATCH,-3,Caro vs peers en Technology (FCF rank 20/20),2026-09-21
ATLKY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
AVGO,WATCH,0,Caro vs peers en Technology (FCF rank 18/20) | Piotroski fuerte (8.0/9),2026-09-21
AXP,EXIT,-2,Señal salida HIGH: Score cayó 40pts (90 → 51) | Smart money: 1 HF + 0 insiders (conv 30) | Mejor FCF en Financial Services (7.6% vs media sector 6.0%),2026-09-21
BLK,WATCH,-3,Caro vs peers en Financial Services (FCF rank 18/18),2026-09-21
BR,BEST,14,"Opciones TIER2 (q=60): VALUE strong (73pts), FCF 6.6% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.6% vs media sector 4.9%)",2026-09-21
BRK-B,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
BRO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
BSX,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Healthcare (5.4% vs media sector 3.3%),2026-09-21
CB,BEST,5,Mejor FCF en Financial Services (8.0% vs media sector 6.0%),2026-09-21
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-09-21
CLPBY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
CNI,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
COST,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 12/12) | Piotroski fuerte (7.0/9),2026-09-21
CPRT,CAUTION,-12,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota | EPS revision DOWN: EPS consensus ↓4.4% (1.96→1.88),2026-09-21
CRH,BEST,5,Mejor FCF en Basic Materials (4.7% vs media sector 3.9%),2026-09-21
CSU.TO,BEST,5,Mejor FCF en Technology (6.5% vs media sector 4.9%),2026-09-21
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 22/22) | Piotroski fuerte (8.0/9),2026-09-21
DBOEY,CAUTION,-14,Thesis drift MEDIUM: Score cayó 14pts en 47d (49→35) | Señal salida MEDIUM: Score cayó 18pts (53 → 35),2026-09-21
DOL.TO,WATCH,-3,Caro vs peers en Consumer Defensive (FCF rank 10/12),2026-09-21
EFX,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (6.1% vs media sector 5.2%),2026-09-21
ETN,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
FDS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
FICO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
FTNT,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
GOOG,EXIT,-10,Señal salida HIGH: Score cayó 40pts (100 → 60) | Caro vs peers en Communication Services (FCF rank 5/5) | Smart money: 2 HF + 0 insiders (conv 48),2026-09-21
HD,BEST,5,Mejor FCF en Consumer Cyclical (5.0% vs media sector 4.2%),2026-09-21
HEI,CAUTION,-12,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision STRONG_DOWN: EPS consensus ↓17.5% (8.58→7.08),2026-09-21
ICE,CAUTION,1,"Señal salida MEDIUM: Score cayó 43pts (92 → 49) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Opciones TIER2 (q=45): VALUE weak (49pts), FCF 5.4% | Piotroski fuerte (8.0/9)",2026-09-21
INTU,CAUTION,-6,"Thesis drift MEDIUM: Margen op. cayó 29.4pp (47.0%→17.6%) | Señal salida MEDIUM: Score cayó 30pts (77 → 47) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (10.6% vs media sector 4.9%)",2026-09-21
ISRG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-21
JKHY,WATCH,3,Piotroski fuerte (7.0/9),2026-09-21
JNJ,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓18.1% (13.68→11.20); Analistas: +6 (0→6),2026-09-21
KO,CAUTION,5,Thesis drift MEDIUM: Score cayó 31pts en 47d (74→43) | Smart money: 1 HF + 0 insiders (conv 28) | Piotroski fuerte (7.0/9),2026-09-21
LMT,BEST,5,Mejor FCF en Industrials (7.1% vs media sector 5.2%),2026-09-21
MA,CAUTION,-12,"Thesis drift MEDIUM: Score cayó 16pts en 47d (55→39) | Señal salida MEDIUM: Score cayó 44pts (83 → 39) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Caro vs peers en Financial Services (FCF rank 15/18) | Piotroski fuerte (9.0/9)",2026-09-21
MANH,WATCH,-3,Caro vs peers en Technology (FCF rank 16/20),2026-09-21
MCO,CAUTION,5,Thesis drift MEDIUM: Score cayó 11pts en 47d (62→51) | Smart money: 1 HF + 0 insiders (conv 30) | Piotroski fuerte (8.0/9),2026-09-21
META,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 32),2026-09-21
MKC,BEST,5,Mejor FCF en Consumer Defensive (7.7% vs media sector 5.3%),2026-09-21
MRSH,CAUTION,-6,Thesis drift MEDIUM: Score cayó 16pts en 47d (48→32),2026-09-21
