Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-03-07 23:06:47,TTD,"Trade Desk, Inc.","Pres, CEO, 10%",P - Purchase,24.68,6000000,7608547,148%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/TTD_d.png,reports/graphs/TTD_w.png
2026-03-07 23:06:47,PAR,Par Technology Corp,10%,P - Purchase,27.88,526202,5130100,14%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/PAR_d.png,reports/graphs/PAR_w.png
2026-03-07 23:06:47,WGS,Genedx Holdings Corp.,"Dir, 10%",P - Purchase,79.4,169521,3581423,13%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/WGS_d.png,reports/graphs/WGS_w.png
2026-03-07 23:06:47,RPGL,Republic Power Group Ltd,10%,P - Purchase,7.2,1298172,832802,9%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/RPGL_d.png,reports/graphs/RPGL_w.png
2026-03-07 23:06:47,CAQ,Cambridge Acquisition Corp.,"Dir, 10%",P - Purchase,10.0,495500,495500,4%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/CAQ_d.png,reports/graphs/CAQ_w.png
2026-03-07 23:06:47,HYMC,Hycroft Mining Holding Corp,10%,P - Purchase,47.58,100000,37003704,4%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/HYMC_d.png,reports/graphs/HYMC_w.png
2026-03-07 23:06:47,KKR,Kkr & Co. Inc.,Dir,P - Purchase,94.47,50000,287771,4%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/KKR_d.png,reports/graphs/KKR_w.png
2026-03-07 23:06:47,HYMC,Hycroft Mining Holding Corp,10%,P - Purchase,40.85,100000,37103704,4%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/HYMC_d.png,reports/graphs/HYMC_w.png
2026-03-07 23:06:47,ABTC,American Bitcoin Corp.,Dir,P - Purchase,1.03,1800000,2524975,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/ABTC_d.png,reports/graphs/ABTC_w.png
2026-03-07 23:06:47,TPC,Tutor Perini Corp,Dir,P - Purchase,72.96,25000,216717,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/TPC_d.png,reports/graphs/TPC_w.png
2026-03-07 23:06:47,CLRO,Clearone Inc,10%,P - Purchase,4.0,437500,1641162,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/CLRO_d.png,reports/graphs/CLRO_w.png
2026-03-07 23:06:47,SSP,E.W. Scripps Co,10%,P - Purchase,3.96,329976,1027177,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/SSP_d.png,reports/graphs/SSP_w.png
2026-03-07 23:06:47,SSP,E.W. Scripps Co,10%,P - Purchase,4.29,260485,905440,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/SSP_d.png,reports/graphs/SSP_w.png
2026-03-07 23:06:47,CSX,Csx Corp,"Pres, CEO",P - Purchase,40.27,25000,148655,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/CSX_d.png,reports/graphs/CSX_w.png
2026-03-07 23:06:47,BWIN,"Baldwin Insurance Group, Inc.",Dir,P - Purchase,22.66,44200,1111535,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/BWIN_d.png,reports/graphs/BWIN_w.png
2026-03-07 23:06:47,TCBI,Texas Capital Bancshares Inc/Tx,Dir,P - Purchase,22.24,45000,953830,1%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/TCBI_d.png,reports/graphs/TCBI_w.png
2026-03-07 23:06:47,HEI,Heico Corp,Dir,P - Purchase,244.95,4082,4422,999%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/HEI_d.png,reports/graphs/HEI_w.png
2026-03-07 23:06:47,ELV,"Elevance Health, Inc.",Dir,P - Purchase,289.84,3000,3639,869%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/ELV_d.png,reports/graphs/ELV_w.png
2026-03-07 23:06:47,BH,Biglari Holdings Inc.,"COB, CEO, 10%",P - Purchase,307.2,2441,1565631,749%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/BH_d.png,reports/graphs/BH_w.png
2026-03-07 23:06:47,TPC,Tutor Perini Corp,"CEO, Pres",P - Purchase,73.24,10000,91479,732%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/TPC_d.png,reports/graphs/TPC_w.png
2026-03-07 23:06:47,SSP,E.W. Scripps Co,10%,P - Purchase,4.29,130242,755256,558%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/SSP_d.png,reports/graphs/SSP_w.png
2026-03-07 23:06:47,BA,Boeing Co,Dir,P - Purchase,224.2,2230,4430,499%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/BA_d.png,reports/graphs/BA_w.png
2026-03-07 23:06:47,ACOG,Alpha Cognition Inc.,10%,P - Purchase,5.8,66818,2506867,387%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/ACOG_d.png,reports/graphs/ACOG_w.png
2026-03-07 23:06:47,LEE,"Lee Enterprises, Inc","Dir, 10%",P - Purchase,9.21,38000,11727349,349%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/LEE_d.png,reports/graphs/LEE_w.png
2026-03-07 23:06:47,ABTC,American Bitcoin Corp.,Dir,P - Purchase,1.01,330000,1330975,333%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/ABTC_d.png,reports/graphs/ABTC_w.png
2026-03-07 23:06:47,MIAX,"Miami International Holdings, Inc.",Dir,P - Purchase,43.38,7200,4626642,312%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/MIAX_d.png,reports/graphs/MIAX_w.png
2026-03-07 23:06:47,MIAX,"Miami International Holdings, Inc.",Dir,P - Purchase,43.08,7200,4633842,310%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/MIAX_d.png,reports/graphs/MIAX_w.png
2026-03-07 23:06:47,SSP,E.W. Scripps Co,10%,P - Purchase,4.43,60266,1087443,266%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/SSP_d.png,reports/graphs/SSP_w.png
2026-03-07 23:06:47,LTC,Ltc Properties Inc,Dir,P - Purchase,38.0,7000,36931,266%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/LTC_d.png,reports/graphs/LTC_w.png
2026-03-07 23:06:47,SSP,E.W. Scripps Co,10%,P - Purchase,4.31,58983,1962485,253%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/SSP_d.png,reports/graphs/SSP_w.png
2026-03-07 23:06:47,FMC,Fmc Corp,Dir,P - Purchase,13.83,18072,19634,249%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/FMC_d.png,reports/graphs/FMC_w.png
2026-03-07 23:06:47,WD,"Walker & Dunlop, Inc.",Dir,P - Purchase,49.21,5000,6097,246%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/WD_d.png,reports/graphs/WD_w.png
2026-03-07 23:06:47,GENB,"Generate Biomedicines, Inc.",CEO,P - Purchase,12.0,20000,2889154,240%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/GENB_d.png,reports/graphs/GENB_w.png
2026-03-07 23:06:47,FCPT,"Four Corners Property Trust, Inc.","Pres, CEO",P - Purchase,25.49,7865,765845,200%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/FCPT_d.png,reports/graphs/FCPT_w.png
2026-03-07 23:06:47,GPK,Graphic Packaging Holding Co,Dir,P - Purchase,11.36,17531,235089,199%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/GPK_d.png,reports/graphs/GPK_w.png
2026-03-07 23:06:47,AIRS,"Airsculpt Technologies, Inc.",10%,P - Purchase,1.75,110000,6352611,192%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/AIRS_d.png,reports/graphs/AIRS_w.png
2026-03-07 23:06:47,PCB,Pcb Bancorp,"Dir, 10%",P - Purchase,22.19,8590,1601551,190%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/PCB_d.png,reports/graphs/PCB_w.png
2026-03-07 23:06:47,HR,Healthcare Realty Trust Inc,Dir,P - Purchase,18.09,10000,85520,180%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/HR_d.png,reports/graphs/HR_w.png
2026-03-07 23:06:47,DGICA,Donegal Group Inc,10%,P - Purchase,17.63,9000,18689678,158%,OpenInsider.com,2026-03-07 23:06:47,reports/graphs/DGICA_d.png,reports/graphs/DGICA_w.png
