ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,CAUTION,-8,Señal salida MEDIUM: Score cayó 21pts (52 → 31),2026-07-28
ABT,CAUTION,-14,Thesis drift MEDIUM: Score cayó 18pts en 46d (50→32) | Señal salida MEDIUM: Score cayó 23pts (55 → 32),2026-07-28
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-07-28
AJG,CAUTION,-9,Thesis drift MEDIUM: Score cayó 15pts en 46d (42→26) | Caro vs peers en Financial Services (FCF rank 19/19),2026-07-28
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-28
ASAZY,CAUTION,-4,Value trap MEDIUM: Sin cobertura de analistas — tesis sin verificar externamente | EPS revision DOWN: EPS consensus ↓2.5% (1.07→1.04) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (46.5% vs media sector 6.4%),2026-07-28
ATLKY,BEST,5,Mejor FCF en Industrials (25.4% vs media sector 6.4%),2026-07-28
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.2% vs media sector 5.1%),2026-07-28
AXP,CONFIRM,12,Smart money: 1 HF + 0 insiders (conv 26) | EPS revision UP: EPS consensus ↑3.3% (18.07→18.66); Revenue estimate ↑2.2%,2026-07-28
BRK-B,BEST,5,Mejor FCF en Financial Services (5.7% vs media sector 4.3%),2026-07-28
BRO,BEST,5,Mejor FCF en Financial Services (6.6% vs media sector 4.3%),2026-07-28
CBOE,CAUTION,-5,"Señal salida MEDIUM: Earnings en 4d — alta incertidumbre, considera reducir | Piotroski fuerte (8.0/9)",2026-07-28
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 10/12) | Piotroski fuerte (7.0/9),2026-07-28
CME,WATCH,7,"Caro vs peers en Financial Services (FCF rank 16/19) | Opciones TIER2 (q=55): VALUE weak (48pts), INSIDER CONF | EPS revision UP: EPS consensus ↑2.8% (12.09→12.43); Revenue estimate ↑1.9%",2026-07-28
CNI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 15pts en 46d (43→28) | Piotroski fuerte (7.0/9),2026-07-28
COST,CAUTION,-8,Señal salida MEDIUM: Score cayó 19pts (52 → 33) | Caro vs peers en Consumer Defensive (FCF rank 10/11) | Piotroski fuerte (7.0/9),2026-07-28
CTAS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-07-28
DBOEY,WATCH,4,EPS revision UP: EPS consensus ↑2.1% (1.64→1.67),2026-07-28
ETN,WATCH,0,Caro vs peers en Industrials (FCF rank 20/21) | Piotroski fuerte (7.0/9),2026-07-28
EXPN.L,WATCH,3,Piotroski fuerte (9.0/9),2026-07-28
FAST,WATCH,0,Caro vs peers en Industrials (FCF rank 19/21) | Piotroski fuerte (8.0/9),2026-07-28
FDS,BEST,11,Short squeeze MEDIUM: 16.2% short · Short elevado (16.2% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Financial Services (6.9% vs media sector 4.3%),2026-07-28
FICO,WATCH,9,Short squeeze MEDIUM: 11.4% short · Short moderado (11.4% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9),2026-07-28
GVDNY,WATCH,4,EPS revision UP: EPS consensus ↑2.5% (2.84→2.91); Revenue estimate ↑1.6%,2026-07-28
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 21/21) | Piotroski fuerte (8.0/9),2026-07-28
HESAY,WATCH,3,Piotroski fuerte (8.0/9),2026-07-28
ICE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-28
IT,BEST,11,Short squeeze MEDIUM: 23.7% short · Short elevado (23.7% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Technology (11.3% vs media sector 4.2%),2026-07-28
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-07-28
JNJ,CAUTION,-6,Thesis drift MEDIUM: Score cayó 22pts en 46d (46→24),2026-07-28
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 11/11) | Smart money: 1 HF + 0 insiders (conv 28) | Piotroski fuerte (7.0/9),2026-07-28
LSEG.L,CAUTION,2,Thesis drift MEDIUM: Score cayó 10pts en 46d (43→33) | Piotroski fuerte (7.0/9) | Mejor FCF en Financial Services (4.8% vs media sector 4.3%),2026-07-28
MA,CAUTION,-11,Thesis drift MEDIUM: Score cayó 24pts en 46d (69→45) | Señal salida MEDIUM: Score cayó 18pts (64 → 45) | Piotroski fuerte (9.0/9),2026-07-28
MCO,CONFIRM,7,EPS revision DOWN: EPS consensus ↓3.0% (22.37→21.71); Revenue estimate ↑2.2% | Smart money: 1 HF + 0 insiders (conv 39) | Piotroski fuerte (7.0/9),2026-07-28
MKC,BEST,5,Mejor FCF en Consumer Defensive (5.3% vs media sector 4.0%),2026-07-28
MSCI,CAUTION,-8,Señal salida MEDIUM: Score cayó 22pts (52 → 30) | Caro vs peers en Financial Services (FCF rank 18/19) | Piotroski fuerte (8.0/9),2026-07-28
NDAQ,REVISION_UP,11,Piotroski fuerte (9.0/9) | EPS revision STRONG_UP: EPS consensus ↑6.1% (4.13→4.38); Revenue estimate ↑3.4%,2026-07-28
ORLY,CAUTION,-6,Thesis drift MEDIUM: Score cayó 14pts en 46d (41→27) | Caro vs peers en Consumer Cyclical (FCF rank 10/12) | Piotroski fuerte (7.0/9),2026-07-28
OTIS,WATCH,-4,EPS revision DOWN: EPS consensus ↓4.1% (4.93→4.73); Analistas: -13 (13→0),2026-07-28
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 12/12) | Piotroski fuerte (9.0/9),2026-07-28
RELX,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑7.0% (2.19→2.34); Revenue estimate ↑3.1%,2026-07-28
ROL,WATCH,-4,EPS revision DOWN: EPS consensus ↓3.9% (1.78→1.71); Analistas: -18 (18→0),2026-07-28
ROP,BEST,9,Mejor FCF en Technology (6.2% vs media sector 4.2%) | EPS revision UP: EPS consensus ↑4.5% (26.74→27.93); Revenue estimate ↑1.7%,2026-07-28
SAP,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑7.0% (10.49→11.23); Revenue estimate ↑2.9%,2026-07-28
SPGI,CAUTION,-5,Señal salida MEDIUM: Score cayó 18pts (61 → 42) | Piotroski fuerte (7.0/9),2026-07-28
SYK,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-07-28
TMO,WATCH,4,EPS revision UP: EPS consensus ↑4.9% (26.91→28.23); Analistas: -26 (26→0),2026-07-28
TNE.AX,WATCH,-3,Caro vs peers en Technology (FCF rank 11/12),2026-07-28
V,CAUTION,-9,Thesis drift MEDIUM: Score cayó 32pts en 46d (65→33) | Caro vs peers en Financial Services (FCF rank 17/19),2026-07-28
VLTO,CAUTION,-14,Thesis drift MEDIUM: Score cayó 15pts en 46d (53→37) | Señal salida MEDIUM: Score cayó 15pts (53 → 37),2026-07-28
VRSK,WATCH,3,Piotroski fuerte (7.0/9),2026-07-28
VRSN,CONFIRM,19,Smart money: 1 HF + 0 insiders (conv 35) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑7.3% (9.72→10.43); Revenue estimate ↑3.1%,2026-07-28
WCN,WATCH,4,EPS revision UP: EPS consensus ↑2.1% (10.82→11.04); Revenue estimate ↑1.8%,2026-07-28
WMT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-07-28
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-07-28
