ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",191.0,HKD,88.0,A,88.0,ROE 22.1% | Potencial +30% analistas | FCF yield 5.6% | Margen 30% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.25,30.5,20,5.6,3.81,2.4,,22.1,11.6,15.6,29.8,6.1,-23.0,Regulatory Risk | Geopolitical Risk | Cyclical Risk,NTES,SUSPECT,"Forward P/E is lower than CAPE, potentially indicating undervaluation or expected earnings decline",2026-07-27,0,
2020.HK,ANTA Sports Products Limited,76.1,HKD,82.0,A,82.0,ROE 22.5% | Potencial +34% analistas | FCF yield 6.6% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,102.25,34.4,30,6.6,4.3,2.85,,22.5,11.8,13.7,16.9,12.4,-28.4,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-27,0,
0700.HK,Tencent Holdings Limited,442.6,HKD,82.0,A,82.0,ROE 20.5% | Potencial +56% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,690.81,56.1,42,3.3,7.01,1.22,,20.5,11.7,15.8,30.6,9.1,-35.2,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual for a growth company like Tencent",2026-07-27,0,
005930.KS,"Samsung Electronics Co., Ltd.",254000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 3.9x (vs 11x mercado) | Potencial +94% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,492536.72,93.9,36,4.1,11.74,,,18.9,3.9,,21.5,69.2,-32.2,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 3.9x seems anomalously low for a technology company like Samsung Electronics,2026-07-27,0,
TOTS3.SA,TOTVS S.A.,27.47,BRL,75.0,A,75.0,ROE 16.9% | Potencial +75% analistas | Crecimiento ingresos +22% | Dividendo 3.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.08,75.0,13,2.4,9.38,3.07,,16.9,13.0,18.7,15.2,22.4,-43.2,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 75.0% seems unusually optimistic given the fundamentals,2026-07-27,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.44,BRL,74.0,A,74.0,ROE 26.7% | Potencial +29% | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.7% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.96,29.3,14,,3.66,5.65,,26.7,11.8,16.8,47.0,20.3,-24.1,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-27,0,
RENT3.SA,Localiza Rent a Car S.A.,36.89,BRL,71.0,A,71.0,P/E 7.9x | Potencial +57% analistas | FCF yield 25.4% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.8,56.7,15,25.4,7.09,5.76,,8.5,7.9,17.8,5.1,21.2,-30.9,cyclical | geopolitical,,SUSPECT,Anomalous FCF yield of 25.4% for a rent-a-car company seems unusually high,2026-07-27,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,58.6,HKD,71.0,A,71.0,ROE 17.5% | Potencial +46% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,85.4,45.7,22,-1.1,5.72,2.07,,17.5,11.6,11.9,10.7,21.3,-35.9,Negative FCF Yield | Cyclical Risk,,RISKY,Negative FCF Yield indicates potential cash flow issues,2026-07-27,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,400.8,HKD,70.0,A,70.0,ROE 35.0% | Potencial +29% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,515.29,28.6,17,,3.57,3.27,,35.0,25.4,26.9,62.6,19.0,-14.0,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure | Governance Concerns,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-07-27,0,
1299.HK,AIA Group Limited,78.2,HKD,69.0,A,69.0,Potencial +33% analistas | Margen 24% | Dividendo 2.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.23,33.3,17,,4.16,2.47,,14.8,11.6,16.9,23.8,6.0,-15.1,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk in Hong Kong market | Exposure to Chinese real estate sector,,SUSPECT,Anomalous lack of FCF yield data for a financial services company,2026-07-27,0,
4063.T,"Shin-Etsu Chemical Co., Ltd.",6146.0,JPY,67.0,A,67.0,Potencial +31% analistas | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Basic Materials,Japan,🇯🇵,29.4,8074.71,31.4,17,2.1,3.92,1.73,,11.2,18.6,24.3,18.4,5.4,-22.5,cyclical risk | valuation risk,,SUSPECT,"Forward P/E seems relatively high compared to the trailing P/E and the sector average, potentially indicating overvaluation",2026-07-27,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",56.6,HKD,64.0,B,64.0,P/E 5.2x (vs 11x mercado) | Potencial +47% analistas | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,82.94,46.5,15,,5.82,5.36,,11.3,5.2,6.7,13.9,-3.3,-24.2,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Chinese insurance sector | Geopolitical risks in Hong Kong market | Real estate market exposure,PNGAY,RISKY,Negative revenue growth and potential exposure to Chinese real estate sector pose significant risks,2026-07-27,0,
4568.T,"Daiichi Sankyo Company, Limited",2822.5,JPY,64.0,B,64.0,ROE 15.8% | Potencial +49% analistas | FCF negativo | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4205.29,49.0,17,-5.1,6.12,3.57,,15.8,19.7,20.1,12.2,13.7,-32.4,Negative FCF Yield | Regulatory Risk in Healthcare Sector,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-07-27,0,
7974.T,"Nintendo Co., Ltd.",7431.0,JPY,61.0,B,61.0,Potencial +36% analistas | Crecimiento ingresos +95% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10137.88,36.4,25,3.2,4.55,3.14,,14.9,21.8,20.4,18.3,95.1,-49.8,Cyclical Risk | Geopolitical Risk,NTDOY,SUSPECT,Revenue Growth YoY of 95.1% seems unusually high and warrants further investigation,2026-07-27,0,
