ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
V,Visa Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,362.53,1518224.0,0.21,11,5,2026-07-28,2026-07-31,2,16,1254019.0,264205.0,🟢,"[{'type': 'CALL', 'strike': 365.0, 'volume': 716.0, 'oi': 0, 'vol_oi_ratio': 716.0, 'last_price': 5.5, 'premium': 393800.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 360.0, 'volume': 218.0, 'oi': 0, 'vol_oi_ratio': 218.0, 'last_price': 7.85, 'premium': 171130.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 370.0, 'volume': 418.0, 'oi': 0, 'vol_oi_ratio': 418.0, 'last_price': 3.49, 'premium': 145882.00000000003, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 350.0, 'volume': 366, 'oi': 0, 'vol_oi_ratio': 366, 'last_price': 2.3, 'premium': 84180.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 357.5, 'volume': 182, 'oi': 0, 'vol_oi_ratio': 182, 'last_price': 4.2, 'premium': 76440.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 362.5, 'volume': 108, 'oi': 0, 'vol_oi_ratio': 108, 'last_price': 6.75, 'premium': 72900.0, 'itm': False, 'implied_volatility': 0.0004982763671875}]"
COST,Costco Wholesale Corporation,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,951.58,19651486.0,0.01,17,5,2026-07-28,2026-07-31,2,22,19423326.0,228160.0,🟢,"[{'type': 'CALL', 'strike': 670.0, 'volume': 295.0, 'oi': 0, 'vol_oi_ratio': 295.0, 'last_price': 253.5, 'premium': 7478250.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 680.0, 'volume': 190.0, 'oi': 0, 'vol_oi_ratio': 190.0, 'last_price': 243.95, 'premium': 4635050.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 780.0, 'volume': 210.0, 'oi': 0, 'vol_oi_ratio': 210.0, 'last_price': 143.95, 'premium': 3022949.9999999995, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 940.0, 'volume': 166.0, 'oi': 0, 'vol_oi_ratio': 166.0, 'last_price': 4.77, 'premium': 79182.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 930.0, 'volume': 237.0, 'oi': 0, 'vol_oi_ratio': 237.0, 'last_price': 2.5, 'premium': 59250.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 935.0, 'volume': 111.0, 'oi': 0, 'vol_oi_ratio': 111.0, 'last_price': 3.3, 'premium': 36629.99999999999, 'itm': False, 'implied_volatility': 0.0312596875}]"
MSFT,Microsoft Corporation,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,389.1,49177759.0,0.48,43,30,2026-07-28,2026-07-31,2,73,33118983.0,16058776.0,🟢,"[{'type': 'CALL', 'strike': 400.0, 'volume': 4439, 'oi': 0, 'vol_oi_ratio': 4439, 'last_price': 9.6, 'premium': 4261440.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 410.0, 'volume': 4668, 'oi': 0, 'vol_oi_ratio': 4668, 'last_price': 6.47, 'premium': 3020196.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 390.0, 'volume': 2101, 'oi': 0, 'vol_oi_ratio': 2101, 'last_price': 13.79, 'premium': 2897278.9999999995, 'itm': False, 'implied_volatility': 0.007822421875}]","[{'type': 'PUT', 'strike': 390.0, 'volume': 1792.0, 'oi': 0, 'vol_oi_ratio': 1792.0, 'last_price': 14.45, 'premium': 2589440.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 380.0, 'volume': 1526.0, 'oi': 0, 'vol_oi_ratio': 1526.0, 'last_price': 9.73, 'premium': 1484798.0000000002, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 385.0, 'volume': 926.0, 'oi': 0, 'vol_oi_ratio': 926.0, 'last_price': 12.0, 'premium': 1111200.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
KO,Coca-Cola Company (The),NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,84.07,2939831.0,0.51,11,7,2026-07-28,2026-07-31,2,18,1948870.0,990961.0,🟡,"[{'type': 'CALL', 'strike': 84.0, 'volume': 4041, 'oi': 0, 'vol_oi_ratio': 4041, 'last_price': 1.43, 'premium': 577863.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 85.0, 'volume': 4525, 'oi': 0, 'vol_oi_ratio': 4525, 'last_price': 0.96, 'premium': 434400.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 83.0, 'volume': 1316, 'oi': 0, 'vol_oi_ratio': 1316, 'last_price': 1.96, 'premium': 257936.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 84.0, 'volume': 4342.0, 'oi': 0, 'vol_oi_ratio': 4342.0, 'last_price': 1.28, 'premium': 555776.0, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 83.0, 'volume': 2921.0, 'oi': 0, 'vol_oi_ratio': 2921.0, 'last_price': 0.85, 'premium': 248285.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 82.0, 'volume': 1651.0, 'oi': 0, 'vol_oi_ratio': 1651.0, 'last_price': 0.55, 'premium': 90805.0, 'itm': False, 'implied_volatility': 0.062509375}]"
INTU,Intuit Inc.,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,303.91,1267350.0,1.13,9,2,2026-07-28,2026-07-31,2,11,594120.0,673230.0,🟡,"[{'type': 'CALL', 'strike': 305.0, 'volume': 177.0, 'oi': 0, 'vol_oi_ratio': 177.0, 'last_price': 7.74, 'premium': 136998.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'CALL', 'strike': 310.0, 'volume': 227.0, 'oi': 0, 'vol_oi_ratio': 227.0, 'last_price': 5.5, 'premium': 124850.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 300.0, 'volume': 101.0, 'oi': 0, 'vol_oi_ratio': 101.0, 'last_price': 10.37, 'premium': 104736.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 360.0, 'volume': 100.0, 'oi': 0, 'vol_oi_ratio': 100.0, 'last_price': 64.39, 'premium': 643900.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 275.0, 'volume': 419.0, 'oi': 0, 'vol_oi_ratio': 419.0, 'last_price': 0.7, 'premium': 29329.999999999996, 'itm': False, 'implied_volatility': 0.2500075}]"
WMT,Walmart Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,111.74,4203516.0,0.31,11,7,2026-07-28,2026-07-31,2,18,3213181.0,990335.0,🟢,"[{'type': 'CALL', 'strike': 111.0, 'volume': 4674, 'oi': 0, 'vol_oi_ratio': 4674, 'last_price': 1.76, 'premium': 822624.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 109.0, 'volume': 2311, 'oi': 0, 'vol_oi_ratio': 2311, 'last_price': 3.15, 'premium': 727965.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 112.0, 'volume': 4838, 'oi': 0, 'vol_oi_ratio': 4838, 'last_price': 1.2, 'premium': 580560.0, 'itm': False, 'implied_volatility': 0.007822421875}]","[{'type': 'PUT', 'strike': 128.0, 'volume': 240, 'oi': 0, 'vol_oi_ratio': 240, 'last_price': 21.55, 'premium': 517200.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 111.0, 'volume': 1994, 'oi': 0, 'vol_oi_ratio': 1994, 'last_price': 0.92, 'premium': 183448.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'PUT', 'strike': 112.0, 'volume': 813, 'oi': 0, 'vol_oi_ratio': 813, 'last_price': 1.39, 'premium': 113007.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ADP,"Automatic Data Processing, Inc.",BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,254.98,2004510.0,14.47,2,3,2026-07-28,2026-07-31,2,5,129580.0,1874930.0,🔴,"[{'type': 'CALL', 'strike': 257.5, 'volume': 123.0, 'oi': 0, 'vol_oi_ratio': 123.0, 'last_price': 6.6, 'premium': 81180.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 260.0, 'volume': 110.0, 'oi': 0, 'vol_oi_ratio': 110.0, 'last_price': 4.4, 'premium': 48400.00000000001, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 260.0, 'volume': 1750.0, 'oi': 0, 'vol_oi_ratio': 1750.0, 'last_price': 9.05, 'premium': 1583750.0000000002, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 240.0, 'volume': 1761.0, 'oi': 0, 'vol_oi_ratio': 1761.0, 'last_price': 1.2, 'premium': 211319.99999999997, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'PUT', 'strike': 257.5, 'volume': 121.0, 'oi': 0, 'vol_oi_ratio': 121.0, 'last_price': 6.6, 'premium': 79859.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
MA,Mastercard Incorporated,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,551.71,2556918.0,0.06,6,2,2026-07-28,2026-07-31,2,8,2401812.0,155106.0,🟢,"[{'type': 'CALL', 'strike': 525.0, 'volume': 306.0, 'oi': 0, 'vol_oi_ratio': 306.0, 'last_price': 28.92, 'premium': 884952.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 540.0, 'volume': 390.0, 'oi': 0, 'vol_oi_ratio': 390.0, 'last_price': 17.5, 'premium': 682500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 530.0, 'volume': 105.0, 'oi': 0, 'vol_oi_ratio': 105.0, 'last_price': 25.74, 'premium': 270270.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 535.0, 'volume': 244.0, 'oi': 0, 'vol_oi_ratio': 244.0, 'last_price': 3.99, 'premium': 97356.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 525.0, 'volume': 330.0, 'oi': 0, 'vol_oi_ratio': 330.0, 'last_price': 1.75, 'premium': 57750.0, 'itm': False, 'implied_volatility': 0.12500875}]"
PAYX,"Paychex, Inc.",BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,115.48,12730505.0,0.01,6,1,2026-07-28,2026-08-21,23,7,12597809.0,132696.0,🟢,"[{'type': 'CALL', 'strike': 100.0, 'volume': 5150.0, 'oi': 0, 'vol_oi_ratio': 5150.0, 'last_price': 15.25, 'premium': 7853750.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 85.0, 'volume': 1000.0, 'oi': 0, 'vol_oi_ratio': 1000.0, 'last_price': 31.41, 'premium': 3141000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 105.0, 'volume': 1079.0, 'oi': 0, 'vol_oi_ratio': 1079.0, 'last_price': 10.55, 'premium': 1138345.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 120.0, 'volume': 152.0, 'oi': 0, 'vol_oi_ratio': 152.0, 'last_price': 8.73, 'premium': 132696.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PG,Procter & Gamble Company (The),BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,148.63,1105688.0,0.07,7,2,2026-07-28,2026-07-31,2,9,1032530.0,73158.0,🟢,"[{'type': 'CALL', 'strike': 132.0, 'volume': 172.0, 'oi': 0, 'vol_oi_ratio': 172.0, 'last_price': 17.09, 'premium': 293948.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 150.0, 'volume': 1220.0, 'oi': 0, 'vol_oi_ratio': 1220.0, 'last_price': 2.06, 'premium': 251320.00000000003, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 148.0, 'volume': 537.0, 'oi': 0, 'vol_oi_ratio': 537.0, 'last_price': 3.2, 'premium': 171840.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 143.0, 'volume': 881.0, 'oi': 0, 'vol_oi_ratio': 881.0, 'last_price': 0.68, 'premium': 59908.00000000001, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'PUT', 'strike': 142.0, 'volume': 250.0, 'oi': 0, 'vol_oi_ratio': 250.0, 'last_price': 0.53, 'premium': 13250.0, 'itm': False, 'implied_volatility': 0.12500875}]"
