ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
EXEL,0.0,50.0,19.53,,,"Exelixis, Inc.",60.3,Healthcare,Biotechnology,60.0,50.0,47.6,95.0,60.0,42.37,11359911936.0,35.0,39.6,False,down,,,0.0,7.8,False,0.0,15.5,11.2,True,49.62,-14.6,5.0,False,"{'roe_pct': 35.5, 'debt_to_equity': 0.09, 'current_ratio': 3.56, 'operating_margin_pct': 39.4}",{'profit_margin_pct': 33.7},46.83,60.0,35.0,18.0,buy,10.5,103.06,143.2,83.4,96.8,5.56,2.43,,,,True,-8.34,88.9,58.9,63.0,2026-05-12,False,False,6.0,NEUTRAL,8.8,60.4,0.13,,,,,,70.0,0.0,0.0,,14.0,0.0,15.0,18.1,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,False,66,150 MA below 200 MA - not in Stage 2,DISTRIBUTION,25,"Moderate distribution (0.7x ratio, 40% up volume)",MEGA_FLOAT,210.9,38.0,33.1,35.0,False,down,39.6,0.0,,0.0,False,0.0,0.0,15,42.0,66.7,Medio,45.0,0.0,3.0,3.0,3.0,0.0,0.0,5.0,0.0,False,1/3,80.12,5.0,0.0,6.0,0.0,3.0,5.0,1.31,0.0,2.0,5,0,,⭐⭐⭐ EXCELLENT,🟢 Elite,,,,,,,
INDV,0.0,50.0,26.33,,,"Indivior Pharmaceuticals, Inc.",68.3,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,90.0,74.0,50.0,70.0,32.6,4077126656.0,80.0,84.7,False,down,,,0.0,34.6,True,1.0,8.9,7.0,True,38.0,-14.2,7.0,True,"{'current_ratio': 0.71, 'operating_margin_pct': 37.2}",{'profit_margin_pct': 16.9},46.86,54.0,39.0,7.0,strong_buy,43.7,75.19,130.6,49.2,50.9,5.44,1.77,,,,True,-0.27,6.3,376.2,51.0,2026-04-30,False,False,4.0,NEUTRAL,6.71,167.1,0.03,,,,,,100.0,0.0,0.0,,58.5,0.0,15.0,20.5,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.8x ratio, 45% up volume)",HIGH_FLOAT,107.0,5.0,35.5,80.0,False,down,84.7,3.0,,0.0,True,1.0,2.0,3,42.0,95.2,Top 10%,65.7,5.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,2/3,76.32,5.0,0.0,6.0,0.0,3.0,5.0,5.46,3.0,0.0,8,0,,⭐⭐ STRONG,🟢 Elite,,,,,,,
LIFE,0.0,50.0,0.0,,,Ethos Technologies Inc.,61.0,Financial Services,Insurance - Life,55.0,50.0,54.0,95.0,70.0,13.24,831620352.0,60.0,50.0,False,down,,,0.0,,,0.0,1.6,0.4,False,19.0,-30.3,,,"{'roe_pct': 21.0, 'debt_to_equity': 0.01, 'current_ratio': 2.17, 'operating_margin_pct': 22.2}",{'profit_margin_pct': 18.4},20.25,31.0,14.0,8.0,strong_buy,52.9,70.39,431.6,34.2,158.3,6.13,1.66,,,,False,,100.3,162.5,,,False,False,5.0,NEUTRAL,10.9,46.5,0.05,,,,,,100.0,0.0,0.0,,13.299999999999997,0.0,15.0,18.3,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,False,0,Insufficient data,UNKNOWN,50,Insufficient data,MICRO_FLOAT,6.8,20.0,33.3,60.0,False,down,50.0,0.0,,0.0,,0.0,0.0,,42.0,,Sin datos suficientes,50.0,0.0,0.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,73.4,0.0,0.0,6.0,0.0,0.0,5.0,6.61,3.0,0.0,5,0,,⭐⭐ STRONG,🟢 Excellent,,,,,,,
SGU,0.0,50.0,21.58,,,Star Group L.P.,50.8,Energy,Oil & Gas Refining & Marketing,50.0,50.0,53.9,50.0,50.0,12.96,426112576.0,35.0,31.9,False,up,,,0.0,-27.4,True,2.0,0.2,1.7,False,13.75,-5.7,6.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 1.11, 'current_ratio': 0.73, 'operating_margin_pct': 9.9}",{'profit_margin_pct': 4.1},,,,,none,,27.83,114.7,25.92,100.0,9.46,1.23,5.71,37.9,5.6,True,-4.68,8.1,6.8,57.0,2026-05-06,False,False,8.0,STRONG,15.51,52.8,1.09,,,,,,90.0,0.0,0.0,,47.2,0.0,15.0,15.2,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.6x ratio, 59% up volume)",MEDIUM_FLOAT,26.6,0.0,30.2,35.0,False,up,31.9,2.0,,0.0,True,2.0,2.0,,42.0,,Sin datos suficientes,31.9,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,72.52199999999999,8.0,0.0,8.0,5.0,3.0,3.0,,0.0,10.0,3,0,,⭐⭐ STRONG,🟢 Excellent,,,,,,,
LPG,0.0,50.0,31.09,,,Dorian LPG Ltd.,70.9,Energy,Oil & Gas Midstream,60.0,80.0,74.6,80.0,60.0,34.34,1467832576.0,80.0,81.8,False,up,,,0.0,58.1,False,0.0,4.6,2.6,False,38.4,-10.6,8.0,True,"{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}",{'profit_margin_pct': 30.4},37.25,41.0,31.0,4.0,buy,8.5,100.74,193.4,84.9,147.2,6.92,2.38,7.13,86.6,,True,-0.46,5.4,121.6,72.0,2026-05-21,False,False,4.0,NEUTRAL,6.68,7.6,0.08,,,,,,90.0,0.0,0.0,,62.3,0.0,15.0,21.3,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,90,"Strong institutional buying (1.9x ratio, 66% up volume)",MEDIUM_FLOAT,36.8,0.0,36.3,80.0,False,up,81.8,5.0,,0.0,False,0.0,0.0,10,42.0,78.6,Top 25%,58.1,3.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,72.36,8.0,0.0,6.0,0.0,3.0,5.0,1.06,0.0,0.0,44,0,,⭐⭐ STRONG,🟢 Excellent,HOLD,55.0,Close to ATH (-10.6% from high) - wait for pullback,-10.6,NEUTRAL,BUY,False
MSFT,0.0,50.0,0.0,,,Microsoft Corporation,60.8,Technology,Software - Infrastructure,60.0,70.0,24.0,90.0,70.0,409.41,3042889957376.0,15.0,14.1,False,down,,,0.0,16.0,True,1.0,0.8,1.3,False,555.45,-26.3,0.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 0.32, 'current_ratio': 1.39, 'operating_margin_pct': 47.1}",{'profit_margin_pct': 39.0},594.62,730.0,392.0,53.0,strong_buy,45.2,306.34,-25.2,479.1,17.0,1.76,7.22,0.89,21.3,0.79,True,-0.74,56.4,59.8,50.0,2026-04-29,False,False,6.0,NEUTRAL,4.1,45.1,0.36,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,18.2,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 42% up volume)",MEGA_FLOAT,7414.9,38.0,33.2,15.0,False,down,14.1,0.0,,0.0,True,1.0,2.0,37,42.0,14.3,Bottom 25%,10.6,-3.0,0.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,1/3,72.32,0.0,0.0,0.0,0.0,3.0,5.0,5.65,3.0,2.0,36,0,,⭐⭐ STRONG,🟢 Excellent,,,,,,,
PACS,0.0,50.0,16.31,,,"PACS Group, Inc.",58.1,Healthcare,Medical Care Facilities,50.0,50.0,80.3,50.0,70.0,34.09,5357755904.0,80.0,78.6,False,down,,,0.0,6.3,False,0.0,8.7,4.0,True,43.08,-20.9,7.0,True,"{'roe_pct': 23.0, 'debt_to_equity': 3.78, 'current_ratio': 1.07, 'operating_margin_pct': 7.0}",{'profit_margin_pct': 3.6},46.4,52.0,42.0,5.0,strong_buy,36.1,65.27,91.5,36.6,7.4,4.52,1.54,,,,False,,11.0,57.2,58.0,2026-05-07,False,False,8.0,STRONG,3.57,7.4,0.25,,,,,,70.0,0.0,0.0,,48.4,0.0,15.0,17.4,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEDIUM_FLOAT,45.9,5.0,32.4,80.0,False,down,78.6,3.0,,0.0,False,0.0,0.0,8,42.0,83.3,Top 25%,60.7,3.0,3.0,0.0,7.0,0.0,0.0,5.0,0.0,False,2/3,72.24,5.0,0.0,3.0,0.0,0.0,5.0,4.51,3.0,10.0,68,0,,⭐⭐ STRONG,🟢 Excellent,,,,,,,
MWA,0.0,50.0,21.61,,,MUELLER WATER PRODUCTS,51.1,Industrials,Specialty Industrial Machinery,55.0,30.0,50.3,80.0,50.0,27.99,4377224704.0,35.0,45.1,False,up,,,0.0,-12.7,False,0.0,3.9,3.2,False,31.0,-9.7,6.0,False,"{'roe_pct': 21.6, 'debt_to_equity': 0.44, 'current_ratio': 4.02, 'operating_margin_pct': 18.9}",{'profit_margin_pct': 13.8},30.33,35.0,25.0,6.0,none,8.4,31.27,11.7,28.83,3.0,3.44,0.96,0.98,21.3,1.5,True,-0.47,14.9,11.3,55.0,2026-05-04,False,False,8.0,STRONG,6.25,25.4,0.79,,,,,,90.0,0.0,0.0,,45.3,0.0,15.0,15.3,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",HIGH_FLOAT,154.1,0.0,30.3,35.0,False,up,45.1,2.0,,0.0,False,0.0,0.0,13,42.0,71.4,Medio,47.2,0.0,0.0,3.0,5.0,0.0,0.0,5.0,0.0,False,3/3,71.44,0.0,0.0,3.0,0.0,3.0,3.0,1.05,0.0,10.0,22,0,,⭐⭐ STRONG,🟢 Excellent,,,,,,,
BUKS,0.0,50.0,30.78,,,Butler National Corp.,67.8,Industrials,Aerospace & Defense,55.0,60.0,89.0,90.0,50.0,3.3,212685840.0,95.0,92.6,False,up,,,0.0,9.8,True,1.0,,,False,3.49,-5.4,8.0,True,"{'roe_pct': 25.4, 'debt_to_equity': 0.52, 'current_ratio': 1.96, 'operating_margin_pct': 30.4}",{'profit_margin_pct': 19.0},,,,,none,,10.45,216.7,7.5,127.3,7.45,0.25,,,,True,-2.68,11.4,40.0,,,False,False,7.0,NEUTRAL,8.63,21.8,0.16,,,,,,100.0,0.0,0.0,,55.3,0.0,15.0,20.3,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,29.2,5.0,35.3,95.0,False,up,92.6,5.0,,0.0,True,1.0,2.0,25,42.0,42.9,Bajo 50%,31.9,0.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,2/3,68.952,0.0,0.0,6.0,0.0,3.0,5.0,,0.0,5.0,16,0,,⭐ GOOD,🟢 Excellent,,,,,,,
TPC,0.0,50.0,17.05,,,Tutor Perini Corporation,65.5,Industrials,Engineering & Construction,50.0,80.0,65.1,70.0,70.0,72.04,3803096320.0,60.0,74.3,False,up,,,0.0,20.9,True,1.0,5.8,3.5,False,89.51,-19.5,7.0,True,"{'roe_pct': 11.8, 'debt_to_equity': 0.37, 'current_ratio': 1.27, 'operating_margin_pct': 3.4}",{'profit_margin_pct': 1.5},109.5,120.0,98.0,4.0,strong_buy,52.0,398.69,453.4,15.1,-79.0,13.05,9.4,0.33,4.0,3.45,False,,5.1,,57.0,2026-05-06,False,False,8.0,STRONG,7.11,17.9,0.64,,,,,,100.0,0.0,0.0,,51.6,0.0,15.0,19.6,2026-03-10 07:52:13,2026-03-10,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEDIUM_FLOAT,45.1,5.0,34.6,60.0,False,up,74.3,2.0,,0.0,True,1.0,2.0,5,42.0,90.5,Top 10%,65.1,5.0,1.0,0.0,7.0,0.0,0.0,5.0,0.0,False,2/3,67.2,0.0,0.0,8.0,0.0,0.0,0.0,6.5,3.0,10.0,25,0,,⭐ GOOD,🟢 Excellent,,,,,,,
