ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",187.7,HKD,88.0,A,88.0,ROE 22.1% | Potencial +33% analistas | FCF yield 5.7% | Margen 30% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.57,33.0,22,5.7,4.12,2.4,,22.1,11.3,15.3,29.8,6.1,-24.3,Geopolitical Risk | Regulatory Risk,NTES,SUSPECT,"Forward P/E is lower than CAPE, potentially indicating undervaluation or expected earnings decline",2026-06-08,0,
0700.HK,Tencent Holdings Limited,446.4,HKD,82.0,A,82.0,ROE 20.5% | Potencial +58% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,705.86,58.1,42,3.2,7.27,1.17,,20.5,11.6,16.0,30.6,9.1,-34.6,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the sector average and historical values, potentially indicating undervaluation or overlooked risks",2026-06-08,0,
2020.HK,ANTA Sports Products Limited,73.75,HKD,82.0,A,82.0,ROE 22.5% | Potencial +42% analistas | FCF yield 6.8% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.53,41.7,30,6.8,5.22,2.91,,22.5,11.5,13.3,16.9,12.4,-30.6,Geopolitical risk due to Hong Kong market | Cyclical risk in consumer industry,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-06-08,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.41,BRL,81.0,A,81.0,ROE 26.7% | Potencial +30% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.9% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,30.0,14,,3.75,3.93,,26.7,11.9,16.8,47.0,20.3,-24.2,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-06-08,0,
005930.KS,"Samsung Electronics Co., Ltd.",295500.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 5.2x (vs 11x mercado) | Potencial +39% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,409424.84,38.6,37,3.5,4.82,,,18.9,5.2,,21.5,69.2,-20.1,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 5.2x seems unusually low for a technology company like Samsung Electronics,2026-06-08,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,386.8,HKD,77.0,A,77.0,ROE 35.0% | Potencial +34% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,34.0,17,,4.26,3.29,,35.0,24.8,26.0,62.6,19.0,-17.0,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-06-08,0,
1299.HK,AIA Group Limited,72.65,HKD,74.0,A,74.0,P/E 10.8x | Potencial +44% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.32,43.6,18,,5.45,2.61,,14.8,10.8,15.7,23.8,6.0,-21.2,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Geopolitical risks,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-06-08,0,
RENT3.SA,Localiza Rent a Car S.A.,40.58,BRL,71.0,A,71.0,P/E 8.2x | Potencial +46% analistas | FCF yield 23.3% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,59.06,45.5,15,23.3,5.69,5.15,,8.5,8.2,19.6,5.1,21.2,-23.9,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and low forward P/E raise concerns about data quality or potential overvaluation,2026-06-08,0,
TOTS3.SA,TOTVS S.A.,33.1,BRL,67.0,A,67.0,ROE 16.9% | Potencial +55% analistas | Crecimiento ingresos +22% | Dividendo 2.0% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,51.46,55.5,13,2.0,6.93,1.96,,16.9,14.5,22.5,15.2,22.4,-31.6,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 55.5% seems inconsistent with the fundamentals,2026-06-08,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",56.85,HKD,64.0,B,64.0,P/E 5.2x (vs 11x mercado) | Potencial +46% analistas | Dividendo 5.4% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,82.88,45.8,16,,5.72,5.39,,11.3,5.2,6.8,13.9,-3.3,-23.9,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Chinese insurance sector | Geopolitical risks in Hong Kong market | Real estate market exposure,PNGAY,RISKY,Negative revenue growth and potential exposure to Chinese real estate sector pose significant risks,2026-06-08,0,
4568.T,"Daiichi Sankyo Company, Limited",2528.5,JPY,64.0,B,64.0,ROE 15.8% | Potencial +69% analistas | FCF negativo | Dividendo 4.0% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4281.76,69.3,17,-4.9,8.67,4.02,,15.8,17.6,18.0,12.2,13.7,-39.5,Negative FCF Yield | Regulatory Risk in Healthcare Sector,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-06-08,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,38.83,BRL,62.0,B,62.0,ROE 21.8% | P/E 7.5x | Potencial +25% | Margen 33% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.38,24.6,13,,3.08,2.3,,21.8,7.5,9.4,33.3,-2.1,-21.8,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Geopolitical Risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-06-08,0,
7974.T,"Nintendo Co., Ltd.",7640.0,JPY,61.0,B,61.0,Potencial +38% analistas | Crecimiento ingresos +95% | Dividendo 2.9% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10568.0,38.3,26,3.1,4.79,2.91,,14.9,22.4,21.0,18.3,95.1,-48.4,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,Revenue Growth YoY of 95.1% seems unusually high and warrants further investigation,2026-06-08,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,32.76,BRL,60.0,B,60.0,ROE 19.2% | Potencial +49% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,48.75,48.8,13,3.7,6.1,1.94,,19.2,11.8,15.7,8.1,10.6,-32.3,Deuda elevada (D/E >2x) | Deuda elevada | Potential Regulatory Risks in Healthcare Sector,RDORY,SUSPECT,High debt-to-equity ratio and low forward P/E raise concerns,2026-06-08,0,
105560.KS,KB Financial Group Inc.,151500.0,KRW,58.0,B,58.0,P/E 8.0x | Potencial +29% | Crecimiento ingresos +15% | Margen 37% | Dividendo 2.7%,1,0,Financial Services,Korea,🇰🇷,21.2,195750.0,29.2,20,,3.65,2.68,,10.0,8.0,,36.6,15.2,-12.2,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Governance Risk,,SUSPECT,Low Forward P/E ratio of 8.0x may indicate undervaluation or overlooked risks,2026-06-08,0,
7203.T,Toyota Motor Corporation,2822.5,JPY,57.0,B,57.0,P/E 8.7x (vs 16x mercado) | Potencial +32% analistas | FCF negativo | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3735.78,32.4,18,-2.5,4.04,3.51,,10.2,8.7,9.6,7.6,1.9,-29.4,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established company like Toyota Motor Corporation,2026-06-08,0,
9432.T,"NTT, Inc.",147.3,JPY,57.0,B,57.0,P/E 10.1x (vs 16x mercado) | Potencial +17% | FCF yield 86.7% | Dividendo 3.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,172.77,17.3,13,86.7,2.16,3.7,,10.0,10.1,11.7,7.2,9.1,-11.9,Anomalous FCF Yield | Potential Data Error,,SUSPECT,FCF yield of 86.7% appears anomalous and likely incorrect for a communication services company,2026-06-08,0,
WEGE3.SA,WEG S.A.,42.46,BRL,56.0,B,56.0,ROE 32.5% | Potencial +24% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,52.46,23.6,15,3.0,2.94,5.09,,32.5,23.1,28.3,15.6,-6.1,-22.1,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,SUSPECT,Negative revenue growth and high P/E ratios raise concerns about the stock's valuation,2026-06-08,0,
9988.HK,Alibaba Group Holding Limited,118.8,HKD,53.0,B,53.0,Potencial +54% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,183.48,54.4,26,-1.9,6.81,6.1,,9.2,12.2,18.7,10.1,2.9,-36.2,Regulatory Risk | Geopolitical Risk | Cyclical Risk,BABA,SUSPECT,Negative FCF yield and low revenue growth raise concerns about the company's financial health,2026-06-08,0,
8766.T,"Tokio Marine Holdings, Inc.",7232.0,JPY,50.0,B,50.0,ROE 18.7% | P/E 14.7x | Potencial +13% | Dividendo 3.5% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Financial Services,Japan,🇯🇵,29.4,8137.67,12.5,12,,1.57,3.5,,18.7,14.7,14.0,11.7,-4.5,-10.0,FCF no comparable (sector financiero) | cyclical risk | regulatory risk,TKOMY,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-06-08,0,
8035.T,Tokyo Electron Limited,55020.0,JPY,47.0,C,47.0,ROE 29.3% | Margen 24% | Dividendo 1.2% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,56081.82,1.9,22,0.9,0.24,1.21,,29.3,43.0,44.1,23.5,8.6,-10.4,Overvaluation Risk | Cyclical Industry Risk,,SUSPECT,High P/E ratios and low FCF yield raise concerns about overvaluation,2026-06-08,0,
6758.T,Sony Group Corporation,3508.0,JPY,47.0,C,47.0,Potencial +33% analistas | FCF negativo | Crecimiento ingresos +15% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Technology,Japan,🇯🇵,29.4,4676.3,33.3,23,-1.4,4.16,0.71,,12.4,19.1,20.5,-2.6,15.4,-26.5,Negative Profit Margin | Negative FCF Yield | Cyclical Risk,SONY,RISKY,Negative profit margin and FCF yield indicate potential financial distress,2026-06-08,0,
6098.T,"Recruit Holdings Co., Ltd.",10755.0,JPY,46.0,C,46.0,ROE 30.8% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,11068.75,2.9,16,2.7,0.36,0.23,,30.8,35.5,30.9,13.4,11.5,-5.6,regulatory risk in Japanese labor market | cyclical risk in recruitment industry,RCRUY,SUSPECT,High forward P/E ratio of 35.5x may indicate overvaluation,2026-06-08,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,77.1,HKD,45.0,C,45.0,ROE 17.5% | FCF negativo | Crecimiento ingresos +21% | Dividendo 1.5% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,80.86,4.9,23,-0.8,0.61,1.47,,17.5,15.2,15.7,10.7,21.3,-15.6,cyclical | governance,,SUSPECT,Negative FCF yield is anomalous for a technology company with high revenue growth,2026-06-08,0,
