ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-09-04
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-09-04
ASAZY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
ATLKY,CAUTION,-17,Thesis drift MEDIUM: FCF yield cayó 23.3pp (26.0%→2.6%) | Señal salida MEDIUM: Score cayó 23pts (57 → 34) | Caro vs peers en Industrials (FCF rank 20/24),2026-09-04
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.1% vs media sector 6.5%),2026-09-04
AXP,CAUTION,5,Señal salida MEDIUM: Score cayó 23pts (86 → 63) | Smart money: 1 HF + 0 insiders (conv 34) | Mejor FCF en Financial Services (7.2% vs media sector 4.5%),2026-09-04
BR,WATCH,9,"Opciones TIER2 (q=60): VALUE strong (88pts), FCF 5.8% | Piotroski fuerte (8.0/9)",2026-09-04
BRK-B,CAUTION,-3,Señal salida MEDIUM: Score cayó 21pts (55 → 34) | Mejor FCF en Financial Services (6.6% vs media sector 4.5%),2026-09-04
BRO,BEST,5,Mejor FCF en Financial Services (6.8% vs media sector 4.5%),2026-09-04
CBOE,WATCH,0,Caro vs peers en Financial Services (FCF rank 20/21) | Piotroski fuerte (8.0/9),2026-09-04
CHD,WATCH,3,Piotroski fuerte (7.0/9),2026-09-04
CLPBY,CAUTION,-11,Thesis drift MEDIUM: FCF yield cayó 24.5pp (28.9%→4.4%) | Señal salida MEDIUM: Score cayó 20pts (60 → 39) | Piotroski fuerte (7.0/9),2026-09-04
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-09-04
COST,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
CSU.TO,BEST,5,Mejor FCF en Technology (6.0% vs media sector 4.8%),2026-09-04
CTAS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
DBOEY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
ETN,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
EXPN.L,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
FICO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
HEI,REVISION_UP,8,Caro vs peers en Industrials (FCF rank 24/24) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑5.7% (7.86→8.31); Revenue estimate ↑5.6%,2026-09-04
ICE,CAUTION,-11,"Thesis drift MEDIUM: Upside analistas cayó 16pp (30%→13%) | Señal salida MEDIUM: Score cayó 51pts (87 → 36) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-09-04
INTU,CAUTION,8,"Thesis drift MEDIUM: Margen op. cayó 29.4pp (47.0%→17.6%) | Señal salida MEDIUM: Score cayó 32pts (77 → 45) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Opciones TIER2 (q=45): VALUE weak (45pts), FCF 6.8% | Piotroski fuerte (9.0/9) | Mejor FCF en Technology (6.8% vs media sector 4.8%) | EPS revision STRONG_UP: EPS consensus ↑7.9% (30.37→32.78)",2026-09-04
ISRG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
ITRK.L,BEST,5,Mejor FCF en Industrials (5.1% vs media sector 3.4%),2026-09-04
JKHY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-04
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 8/8) | Smart money: 1 HF + 0 insiders (conv 32) | Piotroski fuerte (7.0/9),2026-09-04
MA,CAUTION,-3,Thesis drift MEDIUM: Score cayó 20pts en 46d (81→61) | Piotroski fuerte (9.0/9),2026-09-04
MCO,CONFIRM,11,Smart money: 1 HF + 0 insiders (conv 38) | Piotroski fuerte (8.0/9),2026-09-04
MRSH,CAUTION,0,"Thesis drift MEDIUM: Score cayó 17pts en 46d (48→31) | Opciones TIER2 (q=45): VALUE weak (31pts), FCF 5.3%",2026-09-04
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 18/21) | Piotroski fuerte (8.0/9),2026-09-04
MSFT,EXIT,-16,Thesis drift MEDIUM: Score cayó 44pts en 46d (91→46) | Señal salida HIGH: Score cayó 47pts (94 → 46) | Caro vs peers en Technology (FCF rank 14/14) | Smart money: 1 HF + 0 insiders (conv 29),2026-09-04
MSI,WATCH,-3,Caro vs peers en Technology (FCF rank 13/14),2026-09-04
NDAQ,WATCH,3,Piotroski fuerte (9.0/9),2026-09-04
NDSN,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Industrials (3.5% vs media sector 3.4%),2026-09-04
ORLY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
OTIS,BEST,5,Mejor FCF en Industrials (5.3% vs media sector 3.4%),2026-09-04
PEP,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
PGR,BEST,5,Mejor FCF en Financial Services (11.6% vs media sector 4.5%),2026-09-04
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 7/7) | Piotroski fuerte (9.0/9),2026-09-04
SAP,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 36pts en 46d (83→47) | Señal salida MEDIUM: Score cayó 31pts (78 → 47) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-09-04
SPGI,WATCH,3,Piotroski fuerte (7.0/9),2026-09-04
SXYAY,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Basic Materials (3.4% vs media sector 2.8%),2026-09-04
SYK,CAUTION,-14,Thesis drift MEDIUM: Score cayó 12pts en 46d (54→42) | Señal salida MEDIUM: Score cayó 16pts (58 → 42),2026-09-04
TJX,WATCH,3,Piotroski fuerte (7.0/9),2026-09-04
TT,WATCH,3,Piotroski fuerte (9.0/9),2026-09-04
TW,WATCH,3,Piotroski fuerte (8.0/9),2026-09-04
TYL,WATCH,9,Short squeeze MEDIUM: 10.6% short · Short moderado (10.6% del float); Piotroski 8/9 — calidad mejorando | Piotroski fuerte (8.0/9),2026-09-04
V,EXIT,-18,Señal salida HIGH: Score cayó 38pts (87 → 49) | Caro vs peers en Financial Services (FCF rank 17/21),2026-09-04
VEEV,CAUTION,1,Thesis drift MEDIUM: Upside analistas cayó 20pp (24%→3%) | Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑4.6% (10.02→10.47); Revenue estimate ↑4.1%,2026-09-04
VLTO,BEST,5,Mejor FCF en Industrials (3.4% vs media sector 3.4%),2026-09-04
VRSN,CONFIRM,11,Smart money: 1 HF + 1 insiders (conv 41) | Piotroski fuerte (8.0/9),2026-09-04
WM,WATCH,3,Piotroski fuerte (8.0/9),2026-09-04
WMT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-04
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 9/9) | Piotroski fuerte (7.0/9),2026-09-04
ZTS,BEST,5,Mejor FCF en Healthcare (6.4% vs media sector 4.0%),2026-09-04
