ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
INTC,Intel,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,44.11,10796941.0,1.2,19,19,2026-02-23,2026-02-27,3,38,4914187.0,5882754.0,🟡,"[{'type': 'CALL', 'strike': 44.0, 'volume': 7331, 'oi': 0, 'vol_oi_ratio': 7331, 'last_price': 1.48, 'premium': 1084988.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 45.0, 'volume': 8531, 'oi': 0, 'vol_oi_ratio': 8531, 'last_price': 1.03, 'premium': 878693.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 43.0, 'volume': 2437, 'oi': 0, 'vol_oi_ratio': 2437, 'last_price': 2.09, 'premium': 509333.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 44.0, 'volume': 16828.0, 'oi': 0.0, 'vol_oi_ratio': 16828.0, 'last_price': 1.37, 'premium': 2305436.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 45.0, 'volume': 6694.0, 'oi': 0.0, 'vol_oi_ratio': 6694.0, 'last_price': 1.89, 'premium': 1265166.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 43.0, 'volume': 8176.0, 'oi': 0.0, 'vol_oi_ratio': 8176.0, 'last_price': 0.95, 'premium': 776720.0, 'itm': False, 'implied_volatility': 0.062509375}]"
CRM,"Salesforce,",NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,185.16,4083281.0,0.66,14,10,2026-02-23,2026-02-27,3,24,2461389.0,1621892.0,🟡,"[{'type': 'CALL', 'strike': 200.0, 'volume': 947.0, 'oi': 0, 'vol_oi_ratio': 947.0, 'last_price': 3.45, 'premium': 326715.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 165.0, 'volume': 142.0, 'oi': 0, 'vol_oi_ratio': 142.0, 'last_price': 22.17, 'premium': 314814.00000000006, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 190.0, 'volume': 431.0, 'oi': 0, 'vol_oi_ratio': 431.0, 'last_price': 6.8, 'premium': 293080.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 185.0, 'volume': 486.0, 'oi': 0, 'vol_oi_ratio': 486.0, 'last_price': 8.85, 'premium': 430109.99999999994, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 180.0, 'volume': 476.0, 'oi': 0, 'vol_oi_ratio': 476.0, 'last_price': 6.76, 'premium': 321776.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 182.5, 'volume': 237.0, 'oi': 0, 'vol_oi_ratio': 237.0, 'last_price': 7.74, 'premium': 183438.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
BA,The Boeing,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,232.03,3996370.0,1.23,8,9,2026-02-23,2026-02-27,3,17,1789163.0,2207207.0,🟡,"[{'type': 'CALL', 'strike': 232.5, 'volume': 1219.0, 'oi': 0, 'vol_oi_ratio': 1219.0, 'last_price': 3.94, 'premium': 480285.99999999994, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'CALL', 'strike': 237.5, 'volume': 1969.0, 'oi': 0, 'vol_oi_ratio': 1969.0, 'last_price': 1.77, 'premium': 348513.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 235.0, 'volume': 1223.0, 'oi': 0, 'vol_oi_ratio': 1223.0, 'last_price': 2.62, 'premium': 320426.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 232.5, 'volume': 1843.0, 'oi': 0, 'vol_oi_ratio': 1843.0, 'last_price': 4.16, 'premium': 766688.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 235.0, 'volume': 1137.0, 'oi': 0, 'vol_oi_ratio': 1137.0, 'last_price': 5.44, 'premium': 618528.0000000001, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 230.0, 'volume': 1049.0, 'oi': 0, 'vol_oi_ratio': 1049.0, 'last_price': 2.88, 'premium': 302112.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]"
MSTR,Strategy,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,131.05,55857953.0,0.46,35,46,2026-02-23,2026-02-27,3,81,38195162.0,17662791.0,🟢,"[{'type': 'CALL', 'strike': 137.0, 'volume': 20825.0, 'oi': 0, 'vol_oi_ratio': 20825.0, 'last_price': 2.87, 'premium': 5976775.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 135.0, 'volume': 16515.0, 'oi': 0, 'vol_oi_ratio': 16515.0, 'last_price': 3.6, 'premium': 5945400.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 130.0, 'volume': 6093.0, 'oi': 0, 'vol_oi_ratio': 6093.0, 'last_price': 6.02, 'premium': 3667986.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 130.0, 'volume': 4888.0, 'oi': 0, 'vol_oi_ratio': 4888.0, 'last_price': 4.95, 'premium': 2419560.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'PUT', 'strike': 120.0, 'volume': 9268.0, 'oi': 0, 'vol_oi_ratio': 9268.0, 'last_price': 1.98, 'premium': 1835064.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'PUT', 'strike': 170.0, 'volume': 268.0, 'oi': 0, 'vol_oi_ratio': 268.0, 'last_price': 38.06, 'premium': 1020008.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ASTS,"AST SpaceMobile,",NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,80.2,4871801.0,1.69,17,19,2026-02-23,2026-02-27,3,36,1813814.0,3057987.0,🟡,"[{'type': 'CALL', 'strike': 80.0, 'volume': 545.0, 'oi': 0, 'vol_oi_ratio': 545.0, 'last_price': 4.75, 'premium': 258875.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 90.0, 'volume': 1800.0, 'oi': 0, 'vol_oi_ratio': 1800.0, 'last_price': 1.41, 'premium': 253800.0, 'itm': False, 'implied_volatility': 0.2500075}, {'type': 'CALL', 'strike': 85.0, 'volume': 764.0, 'oi': 0, 'vol_oi_ratio': 764.0, 'last_price': 2.71, 'premium': 207044.0, 'itm': False, 'implied_volatility': 0.12500875}]","[{'type': 'PUT', 'strike': 180.0, 'volume': 170.0, 'oi': 0, 'vol_oi_ratio': 170.0, 'last_price': 65.11, 'premium': 1106870.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 80.0, 'volume': 1020.0, 'oi': 0, 'vol_oi_ratio': 1020.0, 'last_price': 4.46, 'premium': 454920.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 75.0, 'volume': 1232.0, 'oi': 0, 'vol_oi_ratio': 1232.0, 'last_price': 2.43, 'premium': 299376.0, 'itm': False, 'implied_volatility': 0.12500875}]"
OXY,Occidental Petroleum,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,51.84,856736.0,0.29,7,4,2026-02-23,2026-02-27,3,11,666542.0,190194.0,🟢,"[{'type': 'CALL', 'strike': 52.0, 'volume': 2563.0, 'oi': 0, 'vol_oi_ratio': 2563.0, 'last_price': 0.94, 'premium': 240921.99999999997, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'CALL', 'strike': 50.0, 'volume': 713.0, 'oi': 0, 'vol_oi_ratio': 713.0, 'last_price': 2.19, 'premium': 156147.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 51.0, 'volume': 531.0, 'oi': 0, 'vol_oi_ratio': 531.0, 'last_price': 1.6, 'premium': 84960.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 50.0, 'volume': 1645.0, 'oi': 0, 'vol_oi_ratio': 1645.0, 'last_price': 0.4, 'premium': 65800.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 53.0, 'volume': 240.0, 'oi': 0, 'vol_oi_ratio': 240.0, 'last_price': 1.92, 'premium': 46079.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 52.0, 'volume': 394.0, 'oi': 0, 'vol_oi_ratio': 394.0, 'last_price': 1.13, 'premium': 44522.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PRU,"Prudential Financial,",BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,103.44,2392405.0,0.01,3,1,2026-02-23,2026-03-20,24,4,2372685.0,19720.0,🟢,"[{'type': 'CALL', 'strike': 90.0, 'volume': 1530.0, 'oi': 0, 'vol_oi_ratio': 1530.0, 'last_price': 14.0, 'premium': 2142000.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 87.5, 'volume': 130.0, 'oi': 0, 'vol_oi_ratio': 130.0, 'last_price': 16.7, 'premium': 217100.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 110.0, 'volume': 209.0, 'oi': 0, 'vol_oi_ratio': 209.0, 'last_price': 0.65, 'premium': 13585.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 100.0, 'volume': 116.0, 'oi': 0, 'vol_oi_ratio': 116.0, 'last_price': 1.7, 'premium': 19720.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
ENPH,"Enphase Energy,",BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,46.56,330851.0,0.14,7,3,2026-02-23,2026-02-27,3,10,289721.0,41130.0,🟢,"[{'type': 'CALL', 'strike': 46.0, 'volume': 332.0, 'oi': 0, 'vol_oi_ratio': 332.0, 'last_price': 1.78, 'premium': 59096.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 47.0, 'volume': 420.0, 'oi': 0, 'vol_oi_ratio': 420.0, 'last_price': 1.35, 'premium': 56700.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 46.5, 'volume': 348.0, 'oi': 0, 'vol_oi_ratio': 348.0, 'last_price': 1.62, 'premium': 56376.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 45.5, 'volume': 114.0, 'oi': 0, 'vol_oi_ratio': 114.0, 'last_price': 1.27, 'premium': 14478.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 44.0, 'volume': 174.0, 'oi': 0, 'vol_oi_ratio': 174.0, 'last_price': 0.77, 'premium': 13397.999999999998, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'PUT', 'strike': 45.0, 'volume': 141.0, 'oi': 0, 'vol_oi_ratio': 141.0, 'last_price': 0.94, 'premium': 13254.0, 'itm': False, 'implied_volatility': 0.062509375}]"
EXE,EXE,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,108.06,579582.0,0.19,4,2,2026-02-23,2026-03-20,24,6,487314.0,92268.0,🟢,"[{'type': 'CALL', 'strike': 105.0, 'volume': 362.0, 'oi': 0, 'vol_oi_ratio': 362.0, 'last_price': 6.15, 'premium': 222630.00000000003, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 90.0, 'volume': 135.0, 'oi': 0, 'vol_oi_ratio': 135.0, 'last_price': 10.92, 'premium': 147420.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 110.0, 'volume': 195.0, 'oi': 0, 'vol_oi_ratio': 195.0, 'last_price': 3.4, 'premium': 66300.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 105.0, 'volume': 224.0, 'oi': 0, 'vol_oi_ratio': 224.0, 'last_price': 2.97, 'premium': 66528.00000000001, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 100.0, 'volume': 195.0, 'oi': 0, 'vol_oi_ratio': 195.0, 'last_price': 1.32, 'premium': 25740.000000000004, 'itm': False, 'implied_volatility': 0.062509375}]"
HYMC,Hycroft Mining Holding,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,41.07,871808.0,0.13,7,1,2026-02-23,2026-03-20,24,8,769608.0,102200.0,🟢,"[{'type': 'CALL', 'strike': 45.0, 'volume': 552, 'oi': 0, 'vol_oi_ratio': 552, 'last_price': 5.0, 'premium': 276000.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 50.0, 'volume': 339, 'oi': 0, 'vol_oi_ratio': 339, 'last_price': 3.6, 'premium': 122040.00000000001, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 43.0, 'volume': 173, 'oi': 0, 'vol_oi_ratio': 173, 'last_price': 5.9, 'premium': 102070.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 27.0, 'volume': 1022.0, 'oi': 0, 'vol_oi_ratio': 1022.0, 'last_price': 1.0, 'premium': 102200.0, 'itm': False, 'implied_volatility': 0.2500075}]"
