ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
ALIT,"Alight,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,0.75,$1.89 - $1.96,2.36,1.83,0.0,2026-02-23,18.1,-68.1,1.93,2.36,-60.9,2.71,,,,,,
CRM,"Salesforce,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,185.16,$230.6 - $240.02,264.61,223.54,0.0,2026-02-23,26.5,-30.5,235.31,264.61,-21.3,0.8,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,2.91,$5.27 - $5.49,6.75,5.11,0.0,2026-02-23,26.1,-56.9,5.38,6.75,-45.9,0.35,,,,,,
WYY,WidePoint,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,4.89,$5.2 - $5.42,7.16,5.04,0.0,2026-02-23,17.6,-33.7,5.31,7.16,-7.9,0.8,,,,,,
SVCO,"Silvaco Group,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,3.55,$3.93 - $4.09,4.83,3.81,0.0,2026-02-23,23.4,-28.4,4.01,4.83,-11.5,0.63,,,,,,
MYSZ,"My Size,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,0.53,$0.74 - $0.77,1.18,0.72,0.0,2026-02-23,12.7,-51.0,0.76,1.18,-29.6,0.72,,,,,,
RPD,"Rapid7,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,6.57,$15.3 - $15.93,18.76,14.83,0.0,2026-02-23,11.9,-60.7,15.62,18.76,-57.9,1.13,,,,,,
BLND,"Blend Labs,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,1.7,$2.93 - $3.05,3.34,2.84,0.0,2026-02-23,16.7,-49.1,2.99,3.34,-43.1,0.61,,,,,,
SPT,"Sprout Social,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,7.09,$11.27 - $11.73,11.37,10.92,0.0,2026-02-23,24.2,-39.2,11.5,11.37,-38.3,1.14,,,,,,
SCKT,"Socket Mobile,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,1.01,$0.98 - $1.02,1.19,0.95,3.08,2026-02-23,28.6,-24.1,1.0,1.19,1.0,1.12,,,,,,
IT,"Gartner,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,153.73,$221.19 - $230.22,256.38,214.42,0.0,2026-02-23,20.5,-39.6,225.71,256.38,-31.9,0.66,,,,,,
AISP,"Airship AI,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,2.47,$2.81 - $2.92,5.09,2.72,0.0,2026-02-23,25.4,-42.8,2.87,5.09,-13.8,0.54,,,,,,
AUID,authID,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,1.38,$1.73 - $1.81,2.79,1.68,0.0,2026-02-23,29.6,-25.4,1.77,2.79,-22.0,0.15,,,,,,
ACVA,ACV Auctions,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,6.66,$7.57 - $7.87,8.98,7.33,0.0,2026-02-23,29.1,-25.8,7.72,8.98,-13.7,0.85,,,,,,
FWDI,"Forward Industries,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,4.52,$6.41 - $6.67,23.89,6.21,0.0,2026-02-23,23.6,-49.2,6.54,23.89,-30.9,0.53,,,,,,
NWTG,"Newton Golf,",Bull Flag Pullback,⭐⭐ MUY BUENA,75,1.67,$1.64 - $1.7,1.86,1.53,1.34,2026-02-23,,,,,,,35.8,-10.2,1.58,1.58,Bearish,True
DASH,"DoorDash,",Oversold Bounce,⭐⭐ MUY BUENA,70,176.29,$183.98 - $191.48,258.31,178.34,0.0,2026-02-23,30.8,-24.9,187.73,258.31,-6.1,1.21,,,,,,
TENB,"Tenable,",Oversold Bounce,⭐⭐ MUY BUENA,70,19.91,$25.14 - $26.16,26.81,24.37,0.0,2026-02-23,38.5,-25.7,25.65,26.81,-22.4,1.39,,,,,,
THM,International Tower Hill Mines,Bull Flag Pullback,⭐ BUENA,60,2.69,$2.64 - $2.74,3.08,2.22,0.83,2026-02-23,,,,,,,84.4,-12.7,2.29,2.29,Bearish,False
CE,Celanese,Bull Flag Pullback,⭐ BUENA,60,54.11,$53.03 - $55.19,60.56,45.68,0.77,2026-02-23,,,,,,,56.3,-10.7,47.1,47.1,Bearish,False
CVCO,"Cavco Industries,",Bull Flag Pullback,⭐ BUENA,60,595.8,$583.88 - $607.72,697.76,585.64,10.04,2026-02-23,,,,,,,49.8,-14.6,603.75,603.75,Bearish,False
AMR,"Alpha Metallurgical Resources,",Oversold Bounce,MODERADA,55,175.6,$150.12 - $156.25,181.77,145.53,0.21,2026-02-23,22.5,-29.7,153.19,181.77,14.6,0.9,,,,,,
SPRU,Spruce Power Holding,Oversold Bounce,MODERADA,55,4.17,$2.56 - $2.66,5.75,2.48,0.93,2026-02-23,20.8,-35.4,2.61,5.75,59.8,0.44,,,,,,
YYAI,AiRWA,Oversold Bounce,MODERADA,55,0.95,$0.83 - $0.86,1.65,0.8,4.98,2026-02-23,21.9,-42.7,0.85,1.65,11.7,0.31,,,,,,
CNTM,"ConnectM Technology Solutions,",Oversold Bounce,MODERADA,55,0.3,$0.2 - $0.21,0.34,0.2,0.39,2026-02-23,26.0,-40.0,0.21,0.34,44.9,0.85,,,,,,
VIRC,Virco Mfg.,Oversold Bounce,MODERADA,55,6.18,$6.25 - $6.5,7.41,6.05,9.8,2026-02-23,21.3,-16.6,6.37,7.41,-3.0,0.86,,,,,,
KKR,KKR &,Oversold Bounce,MODERADA,50,101.18,$114.78 - $119.47,139.04,111.27,0.0,2026-02-23,32.9,-29.0,117.13,139.04,-13.6,0.79,,,,,,
ROP,"Roper Technologies,",Oversold Bounce,MODERADA,50,335.79,$456.65 - $475.29,454.27,442.67,0.0,2026-02-23,36.0,-25.6,465.97,454.27,-27.9,1.02,,,,,,
PODD,Insulet,Oversold Bounce,MODERADA,50,241.89,$302.79 - $315.14,329.22,293.52,0.0,2026-02-23,40.2,-28.3,308.97,329.22,-21.7,1.16,,,,,,
SNES,"SenesTech,",Oversold Bounce,MODERADA,50,2.37,$2.38 - $2.48,4.06,2.31,27.48,2026-02-23,69.8,-20.2,2.43,4.06,-2.5,0.77,,,,,,
NRDY,Nerdy,Oversold Bounce,MODERADA,50,0.96,$0.96 - $1.0,1.39,0.93,14.83,2026-02-23,47.6,-32.4,0.98,1.39,-2.0,0.99,,,,,,
NAVN,"Navan,",Oversold Bounce,MODERADA,50,10.11,$12.64 - $13.16,18.06,12.25,0.0,2026-02-23,38.9,-44.0,12.9,18.06,-21.6,0.71,,,,,,
SAIC,Science Applications International,Oversold Bounce,MODERADA,50,89.91,$88.81 - $92.44,102.11,86.09,3.2,2026-02-23,33.9,-21.1,90.62,102.11,-0.8,0.98,,,,,,
MSTR,Strategy,Oversold Bounce,MODERADA,50,131.05,$158.0 - $164.45,269.06,153.16,0.0,2026-02-23,41.9,-30.7,161.22,269.06,-18.7,0.69,,,,,,
VRNS,"Varonis Systems,",Oversold Bounce,MODERADA,50,23.69,$30.5 - $31.74,47.79,29.56,0.0,2026-02-23,30.1,-33.7,31.12,47.79,-23.9,0.59,,,,,,
INTZ,Intrusion,Oversold Bounce,MODERADA,50,0.84,$1.25 - $1.31,1.95,1.22,0.0,2026-02-23,31.5,-45.5,1.28,1.95,-34.4,0.79,,,,,,
FLYW,Flywire,Oversold Bounce,MODERADA,50,11.23,$12.79 - $13.31,13.86,12.4,0.0,2026-02-23,30.5,-24.2,13.05,13.86,-13.9,0.71,,,,,,
LYFT,"Lyft,",Oversold Bounce,MODERADA,50,13.95,$18.95 - $19.72,22.97,18.37,0.0,2026-02-23,30.6,-39.3,19.34,22.97,-27.9,0.77,,,,,,
GLOO,"Gloo,",Oversold Bounce,MODERADA,50,5.61,$5.35 - $5.57,6.63,5.19,2.41,2026-02-23,45.7,-39.5,5.46,6.63,2.7,0.94,,,,,,
FIS,"Fidelity National Information Services,",Oversold Bounce,MODERADA,50,49.13,$60.76 - $63.24,67.39,58.9,0.0,2026-02-23,30.8,-27.3,62.0,67.39,-20.8,0.57,,,,,,
LAKE,"Lakeland Industries,",Oversold Bounce,MODERADA,50,9.56,$10.59 - $11.02,16.31,10.26,0.0,2026-02-23,53.5,-39.4,10.81,16.31,-11.5,0.65,,,,,,
VENU,Venu Holding,Oversold Bounce,MODERADA,50,5.2,$8.52 - $8.86,12.16,8.26,0.0,2026-02-23,46.2,-52.2,8.69,12.16,-40.2,0.26,,,,,,
EMPD,Empery Digital,Oversold Bounce,MODERADA,50,3.84,$4.07 - $4.24,7.94,3.95,0.0,2026-02-23,33.9,-28.9,4.15,7.94,-7.6,0.68,,,,,,
