ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0700.HK,Tencent Holdings Limited,425.0,HKD,82.0,A,82.0,ROE 20.5% | Potencial +67% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,709.37,66.9,42,3.4,8.36,1.22,,20.5,11.1,15.3,30.6,9.1,-37.8,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual for a growth company like Tencent",2026-05-28,0,
2020.HK,ANTA Sports Products Limited,74.5,HKD,82.0,A,82.0,ROE 22.5% | Potencial +41% analistas | FCF yield 6.7% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,105.33,41.4,31,6.7,5.17,2.86,,22.5,11.7,13.4,16.9,12.4,-29.9,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-05-28,0,
9999.HK,"NetEase, Inc.",192.7,HKD,81.0,A,81.0,ROE 22.1% | Potencial +29% | FCF yield 5.5% | Margen 30% | Dividendo 2.3% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,248.91,29.2,22,5.5,3.65,2.31,,22.1,11.9,15.8,29.8,6.1,-22.3,Regulatory Risk | Geopolitical Risk | Cyclical Risk,NTES,SUSPECT,"Forward P/E is lower than CAPE, potentially indicating undervaluation or expected earnings decline",2026-05-28,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,396.2,HKD,77.0,A,77.0,ROE 35.0% | Potencial +31% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,30.9,17,,3.86,3.24,,35.0,25.4,26.6,62.6,19.0,-15.0,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-05-28,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",16.48,BRL,74.0,A,74.0,ROE 26.7% | Potencial +22% | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.7% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,21.6,14,,2.7,3.68,,26.7,12.7,17.9,47.0,20.3,-18.9,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE may indicate potential overvaluation or accounting irregularities,2026-05-28,0,
RENT3.SA,Localiza Rent a Car S.A.,42.82,BRL,71.0,A,71.0,P/E 8.6x | Potencial +38% analistas | FCF yield 22.1% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.93,37.6,15,22.1,4.7,4.88,,8.5,8.6,20.7,5.1,21.2,-19.7,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and low forward P/E raise concerns about data quality or potential underlying issues,2026-05-28,0,
005930.KS,"Samsung Electronics Co., Ltd.",299500.0,KRW,71.0,A,71.0,ROE 18.9% | P/E 5.6x (vs 11x mercado) | Potencial +21% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,361046.47,20.5,37,3.4,2.57,,,18.9,5.6,,21.5,69.2,-7.3,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 5.6x seems unusually low for a technology company like Samsung Electronics,2026-05-28,0,
TOTS3.SA,TOTVS S.A.,31.08,BRL,70.0,A,70.0,ROE 16.9% | Potencial +67% analistas | Crecimiento ingresos +22% | Dividendo 2.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,52.0,67.3,12,2.1,8.41,2.09,,16.9,13.6,21.1,15.2,22.4,-35.8,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overvaluation or incorrect reporting",2026-05-28,0,
7974.T,"Nintendo Co., Ltd.",6972.0,JPY,66.0,A,66.0,Potencial +54% analistas | Crecimiento ingresos +95% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10748.77,54.2,26,3.5,6.77,3.07,,14.9,20.5,19.1,18.3,95.1,-52.9,Cyclical Risk | Regulatory Risk in Gaming Industry,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-05-28,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,40.32,BRL,65.0,A,65.0,ROE 21.8% | P/E 7.8x | Potencial +21% | Margen 33% | Dividendo 1.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.77,21.0,13,,2.62,1.36,,21.8,7.8,9.8,33.3,-2.1,-18.8,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Geopolitical Risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-05-28,0,
