ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la diferencia significativa entre el precio actual y el precio de compra calculado, lo que sugiere que el título está sobrevalorado.",70,-5,2026-05-28T09:34:27+00:00
FAST,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una sobrevaloración actual.",80,-8,2026-05-28T09:34:27+00:00
MSI,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la gran diferencia entre el precio actual y el precio de compra calculado, lo que sugiere un posible sobrevaloramiento.",70,-5,2026-05-28T09:34:27+00:00
CB,UNRELIABLE,INSUFFICIENT,"No hay suficiente información sobre el flujo de caja libre (FCF) histórico y proyectado para evaluar la calidad del dato y tomar una decisión informada. La falta de datos clave como el FCF histórico y forward, así como el ROIC, impide una evaluación adecuada.",0,0,2026-05-28T09:34:27+00:00
CHD,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Aunque el histórico no está disponible, las proyecciones futuras sugieren un crecimiento estable. Sin embargo, la falta de consenso y la ausencia de datos históricos limitan la confiabilidad del modelo.",60,-5,2026-05-28T09:34:27+00:00
ROP,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia del FCF y el histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el ROIC bajo y la relación EV/FCF target aplicado, lo que sugiere que el precio actual puede estar sobrevalorado.",80,-8,2026-05-28T09:34:27+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la ausencia de red flags significativos. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo para alcanzar el retorno anual objetivo.",80,-8,2026-05-28T09:34:27+00:00
7741.T,MIXED,INSUFFICIENT,"El dato subyacente presenta una cierta coherencia en el flujo de caja libre histórico, pero la proyección hacia adelante y la falta de claridad en la tesis implícita generan incertidumbre. La ausencia de red flags detectadas es positiva, pero la volatilidad en el FCF y la dependencia de proyecciones hacia adelante sin un consenso claro afectan la fiabilidad del dato.",60,0,2026-05-28T09:34:27+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el upside negativo y la margen de seguridad también negativa, lo que sugiere que el precio actual puede estar por encima del valor justo.",80,-8,2026-05-28T09:34:27+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"No hay suficiente información disponible para evaluar la calidad del dato y la tesis, ya que faltan datos históricos y proyecciones de FCF. La falta de información hace que no se pueda tomar una decisión informada.",0,0,2026-05-28T09:34:27+00:00
CNI,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en el último año y la dilución de acciones, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la baja relación entre el precio actual y el valor calculado por el modelo, lo que sugiere que la acción está sobrevalorada.",70,-5,2026-05-28T09:34:27+00:00
SYK,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis HOLD parece razonable considerando el upside limitado y la margen de seguridad negativa, pero es importante esperar un mejor precio o más información para tomar una decisión informada.",60,0,2026-05-28T09:34:27+00:00
ERIE,MIXED,INSUFFICIENT,"El dato de FCF es coherente y tiene un histórico de más de 3 años, pero la falta de proyección forward y la cobertura de analistas baja generan dudas. La tesis NO_DATA no puede ser evaluada adecuadamente debido a la falta de información.",60,0,2026-05-28T09:34:27+00:00
MSFT,MIXED,BUY,"El dato de FCF es coherente en general, pero la caída en el último año y las proyecciones de crecimiento significativo en los próximos años generan alguna duda. Sin embargo, la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad, aunque es importante monitorear la evolución del FCF y las proyecciones para confirmar la tendencia.",80,3,2026-05-28T09:34:27+00:00
AUTO.L,MIXED,AVOID,"El dato subyacente es mixto debido a la caída del FCF en el último año y la proyección de crecimiento futuro, lo que genera incertidumbre. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloramiento.",70,-5,2026-05-28T09:34:27+00:00
RELX,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la ausencia de red flags significativos. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el margen de seguridad negativo y el upside vs precio actual también negativo, lo que sugiere que el precio actual puede estar por encima de su valor justo.",80,-8,2026-05-28T09:34:27+00:00
AJG,MIXED,AVOID,"El dato subyacente presenta algunos indicadores de fiabilidad, como un histórico de FCF de más de 3 años, pero también muestra volatilidad en el FCF y un apalancamiento moderado, lo que genera dudas sobre su coherencia. La tesis de sobrevaloración se ve respaldada por el margen de seguridad negativo y el ROIC por debajo del coste de capital estimado.",70,-5,2026-05-28T09:34:27+00:00
LRLCY,MIXED,BUY,"El dato de flujo de caja libre (FCF) es coherente, pero la falta de histórico y la proyección sin consenso para los próximos años genera cierta incertidumbre. Sin embargo, la tesis de compra se ve respaldada por el upside sólido y la margen de seguridad del 83.0%, lo que sugiere un potencial de crecimiento atractivo.",70,3,2026-05-28T09:34:27+00:00
CP,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Sin embargo, la empresa presenta un perfil de crecimiento sólido y una margen de seguridad significativa. La tesis BUY se basa en el potencial de crecimiento y la valoración razonable.",70,3,2026-05-28T09:34:27+00:00
ZTS,MIXED,WATCH,"El dato de FCF forward no tiene consenso y el histórico no está disponible, lo que introduce incertidumbre en la evaluación. Sin embargo, la proyección de crecimiento de FCF y el ROIC no disponible no permiten una evaluación completa. La tesis WATCH parece adecuada dado el margen de seguridad y el upside moderado.",60,0,2026-05-28T09:34:27+00:00
NOW,RELIABLE,WATCH,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis HOLD podría ser cuestionable considerando el upside negativo y la margen de seguridad también negativa, lo que sugiere que el precio actual podría estar ligeramente sobrevalorado.",80,2,2026-05-28T09:34:27+00:00
INTU,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia del FCF y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloración del 35.2%.",80,-8,2026-05-28T09:34:27+00:00
SPGI,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis de sobrevaloración parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-05-28T09:34:27+00:00
LSEG.L,MIXED,AVOID,"El dato subyacente presenta algunos indicadores de fiabilidad, como un histórico de FCF de más de 3 años, pero también muestra volatilidad en el FCF forward y una dilución de acciones anual del 6.9%, lo que genera dudas. La tesis OVERVALUED parece correcta debido a la baja rentabilidad del capital invertido (ROIC 6.3% < coste capital estimado 8%) y la sobrevaloración según el modelo de Owner Earnings.",80,-5,2026-05-28T09:34:27+00:00
CME,MIXED,AVOID,"El dato de FCF histórico y forward parece coherente, pero la volatilidad en el FCF de 2022 y la falta de contexto sobre este cambio pueden generar dudas. La tesis OVERVALUED parece correcta debido al upside negativo y la margen de seguridad negativa, lo que sugiere que el precio actual puede estar sobrevalorado.",70,-5,2026-05-28T09:34:27+00:00
FICO,MIXED,AVOID,"El dato subyacente tiene algunos aspectos dudosos, como el ROE negativo y el apalancamiento moderado, lo que cuestiona la fiabilidad del modelo. Además, la tesis OVERVALUED parece correcta debido a la sobrevaloración y los red flags detectados.",70,-5,2026-05-28T09:34:27+00:00
ITW,MIXED,AVOID,"El dato subyacente tiene algunas inconsistencias, como la caída del FCF en los últimos años, lo que genera dudas sobre su fiabilidad. La tesis OVERVALUED parece correcta debido a la alta valoración actual y la falta de un crecimiento sólido en el FCF forward.",70,-5,2026-05-28T09:34:27+00:00
DHR,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en tres años consecutivos y un ROIC inferior al coste capital estimado. La tesis OVERVALUED parece correcta debido a la sobrevaloración y los red flags detectados.",70,-5,2026-05-28T09:34:27+00:00
ETN,MIXED,WATCH,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Sin embargo, la empresa tiene un historial estable y el modelo de valoración no presenta red flags graves. La tesis HOLD podría ser razonable, pero es recomendable esperar un mejor precio debido a la falta de margen de seguridad.",60,0,2026-05-28T09:34:27+00:00
CSU.TO,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la ausencia de red flags significativos. Sin embargo, la tesis de sobrevaloración parece correcta considerando el upside negativo y la margen de seguridad también negativa, lo que sugiere que el precio actual puede estar por encima de su valor justo.",80,-8,2026-05-28T09:34:27+00:00
CLPBY,RELIABLE,BUY,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. La tesis de compra se ve respaldada por un upside sólido y una margen de seguridad significativa, lo que sugiere que el precio actual es atractivo.",80,8,2026-05-28T09:34:27+00:00
V,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una posible sobrevaloración.",80,-8,2026-05-28T09:34:27+00:00
BRO,MIXED,WATCH,"El dato de flujo de caja libre (FCF) es proyectado sin consenso, lo que introduce incertidumbre. Sin embargo, la empresa tiene un historial de crecimiento y el modelo de valoración sugiere que el precio actual está cerca del valor justo. La falta de datos históricos de FCF y la ausencia de un consenso claro en las proyecciones futuras afectan la confiabilidad del dato.",60,0,2026-05-28T09:34:27+00:00
PGR,RELIABLE,BUY,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. La tesis de compra se ve respaldada por el upside sólido y la margen de seguridad del 51.3%, lo que sugiere que el precio actual es atractivo en relación con el valor intrínseco calculado.",85,8,2026-05-28T09:34:27+00:00
EXPN.L,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que indica un upside negativo y una margen de seguridad insuficiente.",80,-8,2026-05-28T09:34:27+00:00
PEP,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una margen de seguridad negativa.",80,-8,2026-05-28T09:34:27+00:00
IT,MIXED,AVOID,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloración significativa.",70,-5,2026-05-28T09:34:27+00:00
AI.PA,MIXED,WATCH,"El dato de FCF es volátil y presenta valores negativos en el pasado, lo que genera dudas sobre su fiabilidad. Aunque el modelo sugiere un upside sólido, la persistencia de FCF negativos y el ROIC bajo generan preocupaciones sobre la salud financiera de la empresa. Es necesario esperar a que la empresa demuestre una tendencia más estable en su flujo de caja antes de tomar una decisión de inversión.",60,0,2026-05-28T09:34:27+00:00
HEI,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis OVERVALUED parece plausible dada la gran brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-05-28T09:34:27+00:00
CDNS,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloramiento con una margen de seguridad negativa.",80,-8,2026-05-28T09:34:27+00:00
ESLOY,MIXED,AVOID,El dato subyacente es mixto debido a la volatilidad en el FCF histórico y la falta de consenso en las proyecciones forward. La tesis OVERVALUED parece correcta considerando el bajo ROIC y la alta valoración actual.,70,-5,2026-05-28T09:34:27+00:00
WST,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el precio de compra calculado para un retorno anual del 15%, lo que sugiere que el precio actual es superior al valor justo.",80,-8,2026-05-28T09:34:27+00:00
LIN,MIXED,AVOID,"El dato subyacente es mixto debido a la conversión FCF/EBITDA baja en algunos años, lo que genera dudas sobre la fiabilidad del flujo de caja libre. La tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una baja margen de seguridad.",70,-5,2026-05-28T09:34:27+00:00
