ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El modelo se basa únicamente en proyecciones de FCF sin historial ni consenso, lo que reduce la fiabilidad de los inputs. Además, el precio objetivo calculado está por debajo del precio actual, indicando sobrevaloración según los supuestos.",78,-5,2026-09-16T05:20:14+00:00
FAST,UNRELIABLE,INSUFFICIENT,"No se dispone de FCF histórico ni de consenso para los valores proyectados; la falta de datos de ROIC y de al menos tres años de historial impide validar la fiabilidad del modelo. Sin información sólida, la tesis BUY no puede confirmarse.",85,0,2026-09-16T05:20:14+00:00
MSI,RELIABLE,AVOID,"Los flujos de caja libre son consistentes y los cálculos de acciones y múltiplos coinciden con la capitalización reportada, sin señales de alerta. El modelo muestra un precio objetivo de 263 USD frente al precio actual de 466 USD, indicando una sobrevaloración significativa.",92,-8,2026-09-16T05:20:14+00:00
CB,UNRELIABLE,INSUFFICIENT,"No se dispone de datos de FCF histórico ni proyecciones, ni de métricas clave como ROIC o yield, lo que impide validar el modelo Owner Earnings. Sin información fiable, la tesis implícita no puede evaluarse.",85,0,2026-09-16T05:20:14+00:00
CHD,RELIABLE,AVOID,"Los flujos de caja libre son consistentes y el historial es suficiente; sin embargo, el modelo muestra un precio objetivo de compra muy por debajo del precio actual y un margen de seguridad negativo, indicando que la acción está sobrevalorada.",92,-8,2026-09-16T05:20:14+00:00
ROP,RELIABLE,AVOID,"Los flujos de caja libre presentan una trayectoria consistente y los supuestos son razonables; el cálculo muestra un valor intrínseco de ~150 frente al precio actual de 388, indicando una sobrevaloración significativa.",92,-8,2026-09-16T05:20:14+00:00
CBOE,UNRELIABLE,INSUFFICIENT,"No se dispone de FCF histórico ni de consenso para los flujos futuros, lo que impide validar la coherencia de los supuestos y la razonabilidad del modelo. Sin datos sólidos, la conclusión de sobrevaloración es especulativa.",85,0,2026-09-16T05:20:14+00:00
7741.T,UNRELIABLE,INSUFFICIENT,"Los valores de EV/FCF son negativos y no concuerdan con el FCF positivo, además la capitalización y el precio por acción parecen inconsistentes con los flujos mostrados, lo que sugiere datos erróneos o mal alineados. Sin datos fiables no se puede validar la tesis implícita.",85,0,2026-09-16T05:20:14+00:00
ISRG,MIXED,AVOID,"Los flujos de caja libre proyectados carecen de consenso y no hay historial de al menos tres años, lo que reduce la fiabilidad del modelo. Además, el cálculo muestra un upside negativo y margen de seguridad desfavorable, lo que no respalda la tesis de HOLD.",78,-5,2026-09-16T05:20:14+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"No se dispone de datos de FCF ni de métricas clave para aplicar el modelo Owner Earnings; además el ticker corresponde a un ETF apalancado, no a una empresa con flujo de caja estable.",85,0,2026-09-16T05:20:14+00:00
CNI,MIXED,INSUFFICIENT,"Faltan datos históricos de FCF y ROIC, y los flujos futuros no cuentan con consenso, lo que reduce la confiabilidad del modelo. Sin información suficiente no se puede validar la tesis de compra.",65,0,2026-09-16T05:20:14+00:00
SYK,MIXED,WATCH,"Los flujos de caja libre proyectados carecen de consenso y no hay historial de al menos tres años, lo que reduce la fiabilidad del modelo. Además, el upside es negativo y el margen de seguridad es bajo, indicando que el precio está cercano al valor justo pero sin un atractivo claro.",78,0,2026-09-16T05:20:14+00:00
ERIE,MIXED,INSUFFICIENT,"El FCF histórico es positivo y consistente, pero falta consenso de FCF forward y la cobertura de analistas es muy baja, lo que limita la confiabilidad del modelo. Sin proyecciones claras y con datos limitados, no se puede validar la tesis implícita.",78,0,2026-09-16T05:20:14+00:00
MSFT,RELIABLE,WATCH,"Los datos de FCF son consistentes y el historial es suficiente, pero la caída sostenida del flujo de caja y los múltiplos extremadamente altos (EV/FCF >100) generan incertidumbre sobre la valoración implícita. Por ello, la tesis BUY es demasiado agresiva y se recomienda observar antes de invertir.",78,2,2026-09-16T05:20:14+00:00
AUTO.L,RELIABLE,AVOID,"Los flujos de caja libre son consistentes y el historial cubre más de tres años; sin embargo, el precio objetivo calculado está muy por debajo del precio actual, indicando una sobrevaloración significativa y un margen de seguridad negativo.",92,-8,2026-09-16T05:20:14+00:00
RELX,RELIABLE,AVOID,"Los flujos de caja libre son consistentes y el historial es amplio; sin embargo, el modelo indica un precio objetivo de 2.86 frente al actual 33.80, lo que implica una caída del 91 % y un margen de seguridad negativo, confirmando la sobrevaloración.",92,-8,2026-09-16T05:20:14+00:00
AJG,RELIABLE,AVOID,"Los flujos de caja libre son consistentes y el historial es suficiente, pero el modelo muestra un precio objetivo muy por debajo del precio actual y un margen de seguridad negativo, indicando sobrevaloración.",92,-8,2026-09-16T05:20:14+00:00
LRLCY,UNRELIABLE,INSUFFICIENT,"No se dispone de FCF histórico ni de consenso para los valores proyectados; la valoración se basa en supuestos no verificados y carece de datos clave como ROIC y CapEx real. Sin información fiable, la conclusión BUY no está sustentada.",85,0,2026-09-16T05:20:14+00:00
CP,RELIABLE,AVOID,"Los flujos de caja libre son consistentes y el historial es suficiente, pero el modelo muestra un precio objetivo muy bajo frente al precio actual, con un margen de seguridad negativo y varios indicadores de deterioro (ROIC bajo, caída de FCF y dilución). La tesis de sobrevaloración está justificada.",92,-8,2026-09-16T05:20:14+00:00
ZTS,MIXED,WATCH,"El modelo se basa en proyecciones de FCF sin datos históricos y sin consenso, lo que introduce incertidumbre, pero los supuestos son razonables y no hay banderas rojas evidentes. La tesis WATCH es prudente dado el margen limitado y la falta de evidencia sólida.",70,0,2026-09-16T05:20:14+00:00
NOW,RELIABLE,AVOID,"El modelo muestra un precio objetivo de compra por debajo del precio actual y un upside negativo del 15%, además de un margen de seguridad negativo, lo que indica sobrevaloración. La tesis HOLD no está respaldada por los indicadores de valoración.",92,-8,2026-09-16T05:20:14+00:00
INTU,UNRELIABLE,INSUFFICIENT,"No se dispone de FCF histórico ni de consenso para los valores proyectados, lo que impide validar la consistencia del modelo. Sin datos fiables, la conclusión de sobrevaloración es especulativa.",85,0,2026-09-16T05:20:14+00:00
SPGI,MIXED,INSUFFICIENT,"El modelo se basa únicamente en proyecciones de FCF sin datos históricos ni consenso, lo que reduce la fiabilidad de los supuestos. Sin información suficiente sobre ROIC, historial de flujos y validación de múltiplos, no se puede confirmar la tesis de sobrevaloración.",65,0,2026-09-16T05:20:14+00:00
LSEG.L,MIXED,AVOID,"Los flujos de caja libre presentan alta volatilidad y una caída inesperada en 2030, además de dilución accionarial significativa; aunque hay suficiente historial, la calidad de los pronósticos forward es dudosa. La valoración muestra un upside negativo extremo, lo que respalda la conclusión de sobrevaloración.",75,-5,2026-09-16T05:20:14+00:00
