ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
MSGM,Motorsport Games Inc.,73.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,75.0,100.0,50.0,60.0,73.1,False,up,,,0,57.1,False,0,{'profit_margin_pct': 61.3},"{'revenue_growth_yoy': np.float64(57.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(42.1), 'rs_6m': np.float64(30.3), 'rs_line_percentile': 73.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 155.4, 'debt_to_equity': 0.0, 'current_ratio': 2.25, 'operating_margin_pct': 48.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.76,19094976,Communication Services,Electronic Gaming & Multimedia,1.9,0.7,False,5.409,-30.5,6.0,False,,,,,none,,4.24,12.8,4.2,11.7,2.66,0.1,,,,,False,,64.7,,55.0,2026-05-07,False,False,4.0,NEUTRAL,-19.61,-2750.2,,2026-03-13T07:52:20.702723
PKBK,"Parke Bancorp, Inc.",72.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,90.0,86.3,65.0,50.0,95.0,90.6,False,up,,,0,25.4,True,2,{'profit_margin_pct': 48.8},"{'revenue_growth_yoy': np.float64(25.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(13.4), 'rs_6m': np.float64(20.6), 'rs_line_percentile': 90.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 12.1, 'operating_margin_pct': 68.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.25,322836128,Financial Services,Banks - Regional,1.0,1.0,False,29.5,-7.6,8.0,True,,,,,none,,,,94.8,247.9,,,2.64,22.8,0.72,3.41,True,-2.7,,26.4,34.0,2026-04-16,False,False,4.0,NEUTRAL,,,0.16,2026-03-13T07:48:20.347788
FPI,Farmland Partners Inc.,72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,100.0,71.4,65.0,50.0,60.0,63.4,False,up,,,0,102.1,True,2,{'profit_margin_pct': 60.2},"{'revenue_growth_yoy': np.float64(102.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(26.0), 'rs_6m': np.float64(11.3), 'rs_line_percentile': 63.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 8.6}",11.97,530114208,Real Estate,REIT - Specialty,7.2,3.1,False,13.225,-9.5,5.0,False,13.0,14.0,12.5,3.0,none,8.6,,,6.1,-49.0,-8.79,-1.07,3.01,39.3,0.36,1.95,True,-7.14,4.3,-29.9,54.0,2026-05-06,False,False,6.0,NEUTRAL,5.59,54.7,,2026-03-13T07:52:49.888344
BBT,Beacon Financial Corporation,71.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,100.0,76.7,60.0,55.0,80.0,77.8,False,up,,,0,142.6,True,2,{'profit_margin_pct': 17.6},"{'revenue_growth_yoy': np.float64(142.6), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(11.4), 'rs_6m': np.float64(11.0), 'rs_line_percentile': 77.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 4.9, 'operating_margin_pct': 58.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 20.2}",28.76,2413219072,Financial Services,Banks - Regional,5.1,4.0,False,32.0,-10.1,6.0,False,34.57,42.0,31.0,7.0,none,20.2,,,30.9,7.4,,,4.48,124.9,1.29,4.53,False,,,250.4,41.0,2026-04-23,False,False,4.0,NEUTRAL,,,0.01,2026-03-13T07:50:04.224500
FTAI,FTAI Aviation Ltd.,70.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,90.0,75.0,65.0,70.0,60.0,68.1,False,up,,,0,31.9,True,1,{'profit_margin_pct': 20.0},"{'revenue_growth_yoy': np.float64(31.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(33.1), 'rs_6m': np.float64(38.1), 'rs_line_percentile': 68.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 241.2, 'debt_to_equity': 10.46, 'current_ratio': 5.28, 'operating_margin_pct': 28.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 40.9}",237.15,24325253120,Industrials,Rental & Leasing Services,4.7,2.1,False,323.51,-26.7,5.0,False,334.2,375.0,266.0,10.0,strong_buy,40.9,,,137.08,-42.2,-3.18,-7.53,0.57,27.2,1.35,3.38,True,-0.51,3.4,29.8,48.0,2026-04-30,False,False,6.0,NEUTRAL,3.1,25.2,0.72,2026-03-13T07:49:08.006595
BUKS,Butler National Corp.,70.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,60.0,91.0,95.0,50.0,100.0,100.0,True,up,,,0,9.8,True,1,{'profit_margin_pct': 21.4},"{'revenue_growth_yoy': np.float64(9.8), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(62.2), 'rs_6m': np.float64(133.1), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 28.4, 'debt_to_equity': 0.46, 'current_ratio': 1.89, 'operating_margin_pct': 34.3}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.76,242332960,Industrials,Aerospace & Defense,,,False,3.79,-0.8,8.0,True,,,,,none,,7.36,95.7,7.5,99.5,4.6,0.17,,,,,True,-2.35,11.4,50.0,,,False,False,7.0,NEUTRAL,7.9,21.8,0.15,2026-03-13T07:46:21.365426
RBKB,"Rhinebeck Bancorp, Inc.",70.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,90.0,87.4,60.0,50.0,100.0,100.0,True,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(38.4), 'rs_6m': np.float64(19.6), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",16.01,178442368,Financial Services,Banks - Regional,1.8,4.3,False,16.5,-3.0,8.0,True,,,,,none,,,,9.2,-42.5,,,,,,,True,-0.07,,,,,False,False,4.0,NEUTRAL,,,,2026-03-13T07:51:38.822691
BDSX,"Biodesix, Inc.",69.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,89.0,50.0,70.0,95.0,93.4,False,up,,,0,60.1,True,1,{'profit_margin_pct': -39.8},"{'revenue_growth_yoy': np.float64(60.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(138.1), 'rs_6m': np.float64(130.0), 'rs_line_percentile': 93.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -383.1, 'current_ratio': 1.86, 'operating_margin_pct': -6.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 56.7}",19.15,188787552,Healthcare,Diagnostics & Research,3.6,1.4,False,20.21,-5.2,8.0,True,30.0,40.0,20.0,4.0,strong_buy,56.7,,,,,-6.26,-1.2,,,,,False,,-3.6,,61.0,2026-05-13,False,False,4.0,NEUTRAL,-11.25,-64.2,,2026-03-13T07:44:42.486139
PRPO,"Precipio, Inc.",69.7,⭐⭐ GOOD,🟡 Good,50.0,90.0,91.0,60.0,50.0,100.0,100.0,True,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(21.9), 'rs_6m': np.float64(40.4), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",28.775,50414000,Healthcare,Diagnostics & Research,0.2,0.2,False,29.5299,-2.6,8.0,True,,,,,none,,18.46,-35.8,,,1.52,0.44,,,,,False,,-13.6,,,,False,False,6.0,NEUTRAL,-8.16,-258.5,,2026-03-13T07:43:44.417205
NVT,nVent Electric plc,69.6,⭐⭐ GOOD,🟡 Good,55.0,80.0,73.1,80.0,65.0,80.0,83.1,False,up,,,0,31.8,False,0,{'profit_margin_pct': 18.2},"{'revenue_growth_yoy': np.float64(31.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(2.1), 'rs_6m': np.float64(11.3), 'rs_line_percentile': 83.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 18.1}",107.87,17445758976,Industrials,Electrical Equipment & Parts,3.4,1.9,False,122.92,-12.2,7.0,True,127.39,148.0,68.04,13.0,strong_buy,18.1,150.58,39.6,78.0,-27.7,3.29,3.55,0.78,30.8,0.84,1.49,True,-1.45,8.3,1112.4,49.0,2026-05-01,False,False,6.0,NEUTRAL,3.3,52.1,0.02,2026-03-13T07:47:35.061867
