ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la falta de upside y margen de seguridad negativa.",60,-5,2026-06-17T09:33:07+00:00
FAST,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Sin embargo, la proyección de crecimiento y el margen de seguridad sugieren una oportunidad de inversión atractiva. La falta de red flags y el histórico de la empresa respaldan la tesis de compra.",80,3,2026-06-17T09:33:07+00:00
MSI,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia del flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloración con un margen de seguridad negativo.",80,-8,2026-06-17T09:33:07+00:00
CB,MIXED,BUY,"El dato de FCF es coherente en general, pero la caída en el último año y la falta de consenso en el forward generan dudas. Sin embargo, la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad, aunque es importante monitorear la evolución del FCF.",70,3,2026-06-17T09:33:07+00:00
CHD,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la gran diferencia entre el precio actual y el precio de compra calculado, lo que sugiere que la acción está sobrevalorada.",70,-5,2026-06-17T09:33:07+00:00
ROP,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el margen de seguridad negativo y el ROIC inferior al coste de capital estimado, lo que sugiere que la acción podría estar sobrevalorada.",80,-8,2026-06-17T09:33:07+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia del flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que indica un upside negativo y una margen de seguridad insuficiente.",80,-8,2026-06-17T09:33:07+00:00
7741.T,MIXED,WATCH,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. Sin embargo, la proyección de crecimiento de FCF es coherente y el ROIC no está disponible para evaluar la rentabilidad. La tesis HOLD puede ser correcta, pero es mejor esperar un mejor precio debido a la falta de certeza en los datos.",60,0,2026-06-17T09:33:07+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloración con un upside negativo y una margen de seguridad también negativa.",80,-8,2026-06-17T09:33:07+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"No hay suficiente información disponible para evaluar la calidad del dato y la tesis implícita, ya que faltan datos históricos y proyecciones de FCF. La falta de información hace que no se pueda tomar una decisión informada.",0,0,2026-06-17T09:33:07+00:00
CNI,MIXED,BUY,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, pero la tendencia de crecimiento y el margen de seguridad sugieren una buena oportunidad de inversión. La tesis BUY se apoya en el upside sólido y la relación EV/FCF razonable. La ausencia de red flags detectadas también respalda esta decisión.",70,3,2026-06-17T09:33:07+00:00
SYK,RELIABLE,WATCH,"El dato subyacente parece fiable debido a la consistencia del FCF y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis HOLD puede no ser del todo correcta considerando el upside negativo y la margen de seguridad también negativa, lo que sugiere que el precio actual puede estar ligeramente sobrevalorado.",80,2,2026-06-17T09:33:07+00:00
ERIE,UNRELIABLE,INSUFFICIENT,"No hay datos históricos de FCF disponibles, lo que hace imposible evaluar la coherencia y tendencia de los flujos de efectivo. Además, no hay proyecciones de FCF forward, lo que limita la capacidad de evaluar la tesis de valoración.",0,0,2026-06-17T09:33:07+00:00
MSFT,MIXED,BUY,"El dato de FCF es coherente en general, pero la caída en el último año y la proyección de crecimiento significativo en los próximos años generan alguna duda. Sin embargo, la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad, aunque es importante monitorear la evolución del FCF y las proyecciones.",70,3,2026-06-17T09:33:07+00:00
AUTO.L,MIXED,AVOID,"El dato de FCF es coherente en general, pero la caída en el último año y la proyección de crecimiento futuro generan dudas. La tesis OVERVALUED parece correcta debido a la alta valoración actual y la falta de margen de seguridad.",70,-5,2026-06-17T09:33:07+00:00
RELX,MIXED,BUY,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, pero la tendencia de crecimiento y el margen de seguridad sugieren una tesis BUY. La empresa tiene un perfil de crecimiento estable y el modelo de valoración sugiere un precio de compra razonable. Sin embargo, es importante tener en cuenta las limitaciones del modelo y la falta de información histórica.",70,3,2026-06-17T09:33:07+00:00
AJG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y la ausencia de ROIC último año dificultan la evaluación. La tesis OVERVALUED parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-06-17T09:33:07+00:00
LRLCY,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre, pero la proyección de crecimiento y el margen de seguridad sugieren una oportunidad atractiva. La falta de histórico de FCF y el ROIC no disponible limitan la confiabilidad del dato. Sin embargo, la tesis BUY se apoya en el upside sólido y la ausencia de red flags detectadas.",70,3,2026-06-17T09:33:07+00:00
CP,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en el último año y un ROIC inferior al coste capital estimado. Además, la dilución de acciones y la conversión FCF/EBITDA baja en algunos años generan dudas. La tesis OVERVALUED parece correcta debido a la combinación de estos factores y el precio actual en relación con el valor calculado.",70,-5,2026-06-17T09:33:07+00:00
