ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0700.HK,Tencent Holdings Limited,445.4,HKD,82.0,A,82.0,ROE 20.5% | Potencial +59% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,708.78,59.1,42,3.2,7.39,1.18,,20.5,11.6,16.0,30.6,9.1,-34.8,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,Low forward P/E ratio relative to historical averages and sector peers raises concerns,2026-06-17,0,
2020.HK,ANTA Sports Products Limited,72.1,HKD,82.0,A,82.0,ROE 22.5% | Potencial +46% analistas | FCF yield 6.9% | Dividendo 3.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,105.01,45.6,30,6.9,5.71,2.95,,22.5,11.2,13.0,16.9,12.4,-32.2,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-06-17,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.04,BRL,81.0,A,81.0,ROE 26.7% | Potencial +34% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 4.0% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.11,33.7,14,,4.21,4.03,,26.7,11.5,16.3,47.0,20.3,-26.0,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE may indicate potential overvaluation or accounting discrepancies,2026-06-17,0,
9999.HK,"NetEase, Inc.",195.5,HKD,81.0,A,81.0,ROE 22.1% | Potencial +28% | FCF yield 5.5% | Margen 30% | Dividendo 2.3% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.38,27.6,21,5.5,3.44,2.31,,22.1,11.9,16.0,29.8,6.1,-21.2,regulatory risks due to Chinese tech sector oversight | geopolitical risks due to US-China tensions,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-06-17,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,383.4,HKD,77.0,A,77.0,ROE 35.0% | Potencial +35% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,35.2,17,,4.4,3.38,,35.0,24.5,25.8,62.6,19.0,-17.7,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk in financial services sector | Exposure to Chinese real estate market,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-06-17,0,
RENT3.SA,Localiza Rent a Car S.A.,40.96,BRL,71.0,A,71.0,P/E 8.3x | Potencial +44% analistas | FCF yield 23.1% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,59.07,44.2,15,23.1,5.53,5.1,,8.5,8.3,19.8,5.1,21.2,-23.2,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and significant analyst upside may indicate overoptimism or data quality issues,2026-06-17,0,
005930.KS,"Samsung Electronics Co., Ltd.",346500.0,KRW,71.0,A,71.0,ROE 18.9% | P/E 6.0x (vs 11x mercado) | Potencial +23% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,426451.88,23.1,37,3.0,2.88,,,18.9,6.0,,21.5,69.2,-6.4,Regulatory risks in the technology sector | Geopolitical risks due to global market exposure,SSNLF,SUSPECT,Trailing P/E is reported as non-existent which is unusual for a well-established company like Samsung Electronics,2026-06-17,0,
TOTS3.SA,TOTVS S.A.,28.62,BRL,70.0,A,70.0,ROE 16.9% | Potencial +76% analistas | Crecimiento ingresos +22% | Dividendo 2.9% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,50.23,75.5,13,2.3,9.44,2.9,,16.9,13.5,19.5,15.2,22.4,-40.9,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 75.5% seems unrealistic given the fundamentals,2026-06-17,0,
1299.HK,AIA Group Limited,75.05,HKD,69.0,A,69.0,Potencial +39% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.33,39.0,18,,4.88,2.57,,14.8,11.1,16.2,23.8,6.0,-18.6,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,Anomalous lack of FCF yield data and potential exposure to Chinese real estate sector,2026-06-17,0,
4568.T,"Daiichi Sankyo Company, Limited",2595.5,JPY,64.0,B,64.0,ROE 15.8% | Potencial +63% analistas | FCF negativo | Dividendo 4.0% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4234.71,63.2,17,-4.8,7.89,3.97,,15.8,18.1,18.5,12.2,13.7,-37.9,Negative FCF Yield | High Analyst Upside Discrepancy,DSNKY,RISKY,Negative FCF yield indicates potential cash flow issues,2026-06-17,0,
