ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",178.2,HKD,84.0,A,84.0,ROE 22.6% | Potencial +41% analistas | FCF yield 5.9% | Margen 30% | Dividendo 2.7% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,252.06,41.4,22,5.9,5.18,2.66,,22.6,11.3,14.8,30.0,3.0,-28.1,Regulatory Risk | Geopolitical Risk | Cyclical Risk,NTES,SUSPECT,Low forward P/E and high analyst upside may indicate overoptimism or undervaluation,2026-05-19,0,
0700.HK,Tencent Holdings Limited,460.0,HKD,82.0,A,82.0,ROE 20.5% | Potencial +54% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,709.17,54.2,42,3.1,6.77,1.18,,20.5,12.0,16.5,30.6,9.1,-32.7,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-05-19,0,
2020.HK,ANTA Sports Products Limited,75.7,HKD,82.0,A,82.0,ROE 22.5% | Potencial +39% analistas | FCF yield 6.6% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,105.09,38.8,31,6.6,4.85,2.85,,22.5,11.9,13.7,16.9,12.4,-28.8,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-05-19,0,
RENT3.SA,Localiza Rent a Car S.A.,42.97,BRL,71.0,A,71.0,P/E 8.7x | Potencial +37% analistas | FCF yield 22.0% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.93,37.1,15,22.0,4.64,4.86,,8.5,8.7,20.8,5.1,21.2,-19.5,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and low Forward P/E raise concerns about data quality or potential overvaluation,2026-05-19,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,410.0,HKD,70.0,A,70.0,ROE 35.0% | Potencial +26% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,26.5,17,,3.31,3.18,,35.0,26.3,27.6,62.6,19.0,-12.0,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-05-19,0,
TOTS3.SA,TOTVS S.A.,31.46,BRL,70.0,A,70.0,ROE 16.9% | Potencial +66% analistas | Crecimiento ingresos +22% | Dividendo 2.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,52.33,66.3,12,2.1,8.29,2.07,,16.9,14.1,21.4,15.2,22.4,-35.0,regulatory risks in Brazil | cyclical industry risks,,SUSPECT,High analyst upside of 66.3% seems inconsistent with the fundamentals of a stable technology company,2026-05-19,0,
005930.KS,"Samsung Electronics Co., Ltd.",275500.0,KRW,68.0,A,68.0,ROE 18.9% | P/E 5.3x (vs 11x mercado) | Potencial +23% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,338297.75,22.8,36,0.9,2.85,,,18.9,5.3,,21.5,69.3,-8.0,Low P/E Ratio | Potential Undervaluation,SSNLF,SUSPECT,Forward P/E of 5.3x seems unusually low for a technology company like Samsung Electronics,2026-05-19,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",16.72,BRL,66.0,A,66.0,ROE 26.7% | Potencial +18% | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.6% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.68,17.7,14,,2.21,3.62,,26.7,12.9,18.2,47.0,20.3,-17.8,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Governance Risk,,SUSPECT,High profit margin and ROE may indicate potential accounting or operational anomalies,2026-05-19,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,39.62,BRL,65.0,A,65.0,ROE 21.8% | P/E 7.6x | Potencial +23% | Margen 33% | Dividendo 1.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.77,23.1,13,,2.89,1.39,,21.8,7.6,9.6,33.3,-2.1,-20.2,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Geopolitical Risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-05-19,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,62.65,HKD,64.0,B,64.0,ROE 17.5% | Potencial +29% | FCF negativo | Crecimiento ingresos +21% | Dividendo 1.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,80.71,28.8,23,-1.0,3.6,1.9,,17.5,12.4,12.8,10.7,21.3,-31.5,Cyclical Risk | Governance Risk,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-05-19,0,
