ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,14,"Opciones TIER2 (q=45): VALUE weak (49pts), FCF 5.3% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.3% vs media sector 3.9%)",2026-05-20
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-05-20
AON,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 44pts en 36d (73→29) | Señal salida MEDIUM: Score cayó 37pts (66 → 29) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.8% vs media sector 4.3%)",2026-05-20
ASAZY,CAUTION,0,Value trap MEDIUM: Sin cobertura de analistas — tesis sin verificar externamente | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.3% vs media sector 5.8%),2026-05-20
ATLKY,AVOID,-7,Thesis drift HIGH (36d): Score cayó 32pts en 36d (60→28) | Mejor FCF en Industrials (23.6% vs media sector 5.8%),2026-05-20
AUTO.L,CAUTION,-5,Señal salida MEDIUM: Score cayó 22pts (65 → 43) | Piotroski fuerte (8.0/9),2026-05-20
AXP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-20
AZO,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-20
BR,CAUTION,0,"Thesis drift MEDIUM: Score cayó 36pts en 36d (78→42) | Señal salida MEDIUM: Score cayó 31pts (73 → 42) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Opciones TIER2 (q=45): VALUE weak (42pts), FCF 6.8% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.8% vs media sector 3.9%)",2026-05-20
BRK-B,BEST,5,Mejor FCF en Financial Services (5.8% vs media sector 4.3%),2026-05-20
BRO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-20
CDNS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-20
CHD,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-20
CL,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-20
CLPBY,CAUTION,-6,Thesis drift MEDIUM: Score cayó 16pts en 36d (61→45) | EPS revision STRONG_DOWN: EPS consensus ↓18.1% (0.51→0.41); Revenue estimate ↑1.7% | Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (49.7% vs media sector 11.2%),2026-05-20
CME,WATCH,-3,Caro vs peers en Financial Services (FCF rank 10/10),2026-05-20
CNI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 30pts en 36d (63→33) | Piotroski fuerte (7.0/9),2026-05-20
COST,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-20
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-20
CSU.TO,WATCH,4,EPS revision UP: EPS consensus ↑2.7% (147.35→151.37); Revenue estimate ↑5.9%,2026-05-20
CTAS,CAUTION,-6,Thesis drift MEDIUM: Score cayó 18pts en 36d (65→47) | Caro vs peers en Industrials (FCF rank 26/28) | Piotroski fuerte (8.0/9),2026-05-20
ECL,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓9.8% (11.90→10.73); Analistas: -4 (21→17),2026-05-20
EQIX,WATCH,4,EPS revision UP: EPS consensus ↑3.3% (42.51→43.90); Analistas: +3 (0→3),2026-05-20
ETN,WATCH,4,EPS revision UP: EPS consensus ↑2.2% (13.13→13.43); Revenue estimate ↑6.1%,2026-05-20
EXPN.L,CAUTION,-9,Thesis drift MEDIUM: Score cayó 13pts en 36d (70→57) | Señal salida MEDIUM: Score cayó 16pts (72 → 57) | Mejor FCF en Industrials (5.4% vs media sector 5.8%),2026-05-20
FAST,WATCH,0,Caro vs peers en Industrials (FCF rank 27/28) | Piotroski fuerte (8.0/9),2026-05-20
