ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,EXIT,-7,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota | EPS revision STRONG_UP: EPS consensus ↑26.2% (5.57→7.03); Revenue estimate ↑1.7%,2026-07-20
ADP,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓11.8% (13.55→11.95),2026-07-20
AI.PA,WATCH,3,Piotroski fuerte (7.0/9),2026-07-20
AJG,CAUTION,-9,Thesis drift MEDIUM: Score cayó 15pts en 48d (40→26) | Caro vs peers en Financial Services (FCF rank 18/19),2026-07-20
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-20
ASAZY,BEST,12,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (45.3% vs media sector 4.5%) | EPS revision UP: EPS consensus ↑2.8% (1.04→1.07); Revenue estimate ↑2.9%,2026-07-20
ATLKY,EXIT,-7,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota | EPS revision STRONG_UP: EPS consensus ↑5.8% (0.67→0.71); Revenue estimate ↑6.4%,2026-07-20
AUTO.L,AVOID,-7,Thesis drift HIGH (48d): Score cayó 16pts en 48d (69→54) | Mejor FCF en Communication Services (6.0% vs media sector 5.0%),2026-07-20
AWK,CAUTION,-5,Value trap MEDIUM: FCF negativo (-7.2%) — quema caja pese a valuación barata | Piotroski fuerte (8.0/9),2026-07-20
AXP,CAUTION,2,Thesis drift MEDIUM: Score cayó 12pts en 48d (40→28) | Smart money: 1 HF + 0 insiders (conv 23),2026-07-20
BRK-B,BEST,5,Mejor FCF en Financial Services (5.8% vs media sector 4.4%),2026-07-20
BRO,CAUTION,-1,Thesis drift MEDIUM: Score cayó 13pts en 48d (42→29) | Mejor FCF en Financial Services (6.5% vs media sector 4.4%),2026-07-20
CB,BEST,5,Mejor FCF en Financial Services (9.5% vs media sector 4.4%),2026-07-20
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-20
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 11/12) | Piotroski fuerte (7.0/9),2026-07-20
CME,CAUTION,-8,Señal salida MEDIUM: Score cayó 24pts (53 → 29),2026-07-20
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-07-20
COST,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 10/11) | Piotroski fuerte (7.0/9),2026-07-20
CTAS,CAUTION,-21,Quality decay MEDIUM: Piotroski cayó 5pts (8 → 3/9) | Thesis drift MEDIUM: Upside analistas cayó 22pp (24%→2%) | Señal salida MEDIUM: Score cayó 29pts (56 → 27) | Caro vs peers en Industrials (FCF rank 24/26) | EPS revision UP: EPS consensus ↑3.0% (6.76→6.96); Revenue estimate ↑3.2%,2026-07-20
DBOEY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-07-20
ERIE,CAUTION,-8,Value trap MEDIUM: Piotroski débil (4/9),2026-07-20
ETN,WATCH,4,Caro vs peers en Industrials (FCF rank 22/26) | Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑4.5% (13.44→14.05),2026-07-20
EXPN.L,BEST,8,Piotroski fuerte (9.0/9) | Mejor FCF en Industrials (3.8% vs media sector 4.5%),2026-07-20
FAST,CAUTION,2,Thesis drift MEDIUM: Score cayó 13pts en 48d (43→30) | Caro vs peers en Industrials (FCF rank 23/26) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑6.0% (1.23→1.31); Revenue estimate ↑4.2%,2026-07-20
FICO,WATCH,6,Caro vs peers en Technology (FCF rank 10/12) | Short squeeze MEDIUM: 11.2% short · Short moderado (11.2% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9),2026-07-20
HEI,WATCH,4,Caro vs peers en Industrials (FCF rank 25/26) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑2.4% (7.67→7.85); Analistas: +21 (0→21),2026-07-20
HESAY,WATCH,3,Piotroski fuerte (8.0/9),2026-07-20
ICE,CAUTION,-3,Thesis drift MEDIUM: Score cayó 22pts en 48d (62→41) | Piotroski fuerte (8.0/9),2026-07-20
IDXX,WATCH,0,Caro vs peers en Healthcare (FCF rank 9/10) | Piotroski fuerte (8.0/9),2026-07-20
IT,BEST,11,Short squeeze MEDIUM: 24.7% short · Short elevado (24.7% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Technology (11.1% vs media sector 4.3%),2026-07-20
ITRK.L,CAUTION,-1,Thesis drift MEDIUM: Score cayó 12pts en 48d (43→32) | Mejor FCF en Industrials (4.1% vs media sector 4.5%),2026-07-20
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-07-20
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 11/11) | Smart money: 1 HF + 0 insiders (conv 28) | Piotroski fuerte (7.0/9),2026-07-20
LSEG.L,WATCH,3,Piotroski fuerte (7.0/9),2026-07-20
MA,WATCH,9,"Opciones TIER2 (q=50): VALUE strong (81pts), DIRECTIONAL (100% puts) | Piotroski fuerte (9.0/9)",2026-07-20
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 17/19) | Smart money: 1 HF + 0 insiders (conv 27) | Piotroski fuerte (8.0/9),2026-07-20
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 16/19) | Piotroski fuerte (8.0/9),2026-07-20
MSI,CAUTION,-6,Thesis drift MEDIUM: Score cayó 14pts en 48d (40→26),2026-07-20
