ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,73.35,HKD,82.0,A,82.0,ROE 22.5% | Potencial +43% analistas | FCF yield 6.8% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.83,42.9,30,6.8,5.36,2.93,,22.5,11.5,13.3,16.9,12.4,-31.0,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-17,0,
0700.HK,Tencent Holdings Limited,463.4,HKD,82.0,A,82.0,ROE 20.5% | Potencial +49% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,690.38,49.0,42,3.1,6.12,1.1,,20.5,12.3,16.6,30.6,9.1,-32.2,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the sector average and historical values, potentially indicating undervaluation or overlooked risks",2026-07-17,0,
9999.HK,"NetEase, Inc.",203.4,HKD,81.0,A,81.0,ROE 22.1% | Potencial +23% | FCF yield 5.2% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,250.16,23.0,20,5.2,2.87,2.21,,22.1,12.3,16.7,29.8,6.1,-18.0,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-07-17,0,
005930.KS,"Samsung Electronics Co., Ltd.",255000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 3.9x (vs 11x mercado) | Potencial +93% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,492536.72,93.2,36,4.0,11.64,,,18.9,3.9,,21.5,69.2,-31.9,Low P/E Ratio | Potential Regulatory Risks in Tech Sector,SSNLF,SUSPECT,Forward P/E of 3.9x seems unusually low for a technology company like Samsung Electronics,2026-07-17,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,391.6,HKD,77.0,A,77.0,ROE 35.0% | Potencial +31% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,514.06,31.3,17,,3.91,3.29,,35.0,24.9,26.3,62.6,19.0,-16.0,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-07-17,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,54.25,HKD,76.0,A,76.0,ROE 17.5% | P/E 10.7x | Potencial +56% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,84.46,55.7,23,-1.2,6.96,2.14,,17.5,10.7,11.1,10.7,21.3,-40.6,Negative FCF Yield | Potential Cash Flow Risk,,SUSPECT,Negative FCF yield is anomalous for a technology company with high revenue growth,2026-07-17,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.39,BRL,74.0,A,74.0,ROE 26.7% | Potencial +30% | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.6% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.96,29.7,14,,3.72,5.64,,26.7,11.8,16.7,47.0,20.3,-24.3,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE may indicate potential overvaluation or accounting discrepancies,2026-07-17,0,
RENT3.SA,Localiza Rent a Car S.A.,38.86,BRL,71.0,A,71.0,P/E 8.3x | Potencial +49% analistas | FCF yield 24.1% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.8,48.7,15,24.1,6.09,5.3,,8.5,8.3,18.8,5.1,21.2,-27.2,Cyclical Risk | Geopolitical Risk,,SUSPECT,High FCF Yield of 24.1% seems anomalous for a rent-a-car company,2026-07-17,0,
TOTS3.SA,TOTVS S.A.,29.9,BRL,70.0,A,70.0,ROE 16.9% | Potencial +61% analistas | Crecimiento ingresos +22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.08,60.8,13,2.2,7.6,2.77,,16.9,14.1,20.3,15.2,22.4,-38.2,Geopolitical Risk due to Brazil market | Regulatory Risk in Technology Sector,,SUSPECT,High analyst upside of 60.8% seems inconsistent with the fundamentals of a stable technology company,2026-07-17,0,
1299.HK,AIA Group Limited,75.15,HKD,69.0,A,69.0,Potencial +39% analistas | Margen 24% | Dividendo 2.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.11,38.5,17,,4.82,2.54,,14.8,11.1,16.2,23.8,6.0,-18.4,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-07-17,0,
