ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,CAUTION,-14,Thesis drift MEDIUM: Score cayó 17pts en 47d (51→34) | Señal salida MEDIUM: Score cayó 18pts (52 → 34),2026-08-17
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-17
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 4/4) | Piotroski fuerte (7.0/9),2026-08-17
ASAZY,CAUTION,2,Thesis drift MEDIUM: FCF yield cayó 39.5pp (44.2%→4.7%) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.7% vs media sector 3.1%),2026-08-17
ATLKY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
AUTO.L,BEST,5,Mejor FCF en Communication Services (5.8% vs media sector 5.3%),2026-08-17
AXP,CAUTION,5,Señal salida MEDIUM: Score cayó 24pts (57 → 33) | Smart money: 1 HF + 0 insiders (conv 25) | Mejor FCF en Financial Services (6.9% vs media sector 5.5%),2026-08-17
BR,BEST,14,"Opciones TIER2 (q=70): VALUE strong (85pts), FCF 6.1% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.1% vs media sector 5.2%)",2026-08-17
BRK-B,BEST,5,Mejor FCF en Financial Services (6.7% vs media sector 5.5%),2026-08-17
CBOE,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
CME,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-08-17
COST,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-17
CTAS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
EXPN.L,WATCH,0,Caro vs peers en Industrials (FCF rank 10/11) | Piotroski fuerte (9.0/9),2026-08-17
ICE,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
JNJ,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑21.9% (11.23→13.69),2026-08-17
KO,CAUTION,2,Thesis drift MEDIUM: Score cayó 26pts en 47d (69→43) | Caro vs peers en Consumer Defensive (FCF rank 6/6) | Smart money: 1 HF + 0 insiders (conv 28) | Piotroski fuerte (7.0/9),2026-08-17
MA,AVOID,-12,Thesis drift HIGH (47d): Score cayó 23pts en 47d (78→55) | Caro vs peers en Financial Services (FCF rank 10/12) | Piotroski fuerte (9.0/9),2026-08-17
MCO,CONFIRM,14,"Caro vs peers en Financial Services (FCF rank 11/12) | Smart money: 1 HF + 0 insiders (conv 42) | Opciones TIER2 (q=50): VALUE strong (90pts), DIRECTIONAL (100% calls) | Piotroski fuerte (8.0/9)",2026-08-17
MSCI,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-17
MSFT,CONFIRM,5,Caro vs peers en Technology (FCF rank 11/11) | Smart money: 1 HF + 0 insiders (conv 33),2026-08-17
NDAQ,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
OTIS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
PGR,BEST,5,Mejor FCF en Financial Services (12.4% vs media sector 5.5%),2026-08-17
SAP,WATCH,3,Piotroski fuerte (8.0/9),2026-08-17
SPGI,CAUTION,-11,Thesis drift MEDIUM: Score cayó 21pts en 47d (61→40) | Señal salida MEDIUM: Score cayó 21pts (61 → 40) | Piotroski fuerte (7.0/9),2026-08-17
SYK,CAUTION,-3,Señal salida MEDIUM: Score cayó 24pts (58 → 35) | Mejor FCF en Healthcare (3.2% vs media sector 3.2%),2026-08-17
TT,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
TW,WATCH,3,Piotroski fuerte (8.0/9),2026-08-17
V,CAUTION,-9,Thesis drift MEDIUM: Score cayó 22pts en 47d (65→44) | Caro vs peers en Financial Services (FCF rank 12/12),2026-08-17
VLTO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-17
WMT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-17
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 5/5) | Piotroski fuerte (7.0/9),2026-08-17
