ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
MSFT,Microsoft Corporation,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,507.29,9906452.0,0.71,13,8,2026-09-01,2026-09-02,0,21,5783653.0,4122799.0,🟡,"[{'type': 'CALL', 'strike': 510.0, 'volume': 4070.0, 'oi': 0, 'vol_oi_ratio': 4070.0, 'last_price': 2.83, 'premium': 1151810.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 437.5, 'volume': 192.0, 'oi': 0, 'vol_oi_ratio': 192.0, 'last_price': 51.56, 'premium': 989952.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 480.0, 'volume': 207.0, 'oi': 0, 'vol_oi_ratio': 207.0, 'last_price': 30.71, 'premium': 635697.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 507.5, 'volume': 3161.0, 'oi': 0, 'vol_oi_ratio': 3161.0, 'last_price': 4.1, 'premium': 1296009.9999999998, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 510.0, 'volume': 2141.0, 'oi': 0, 'vol_oi_ratio': 2141.0, 'last_price': 5.21, 'premium': 1115461.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 505.0, 'volume': 2011.0, 'oi': 0, 'vol_oi_ratio': 2011.0, 'last_price': 2.8, 'premium': 563079.9999999999, 'itm': False, 'implied_volatility': 0.015634843750000002}]"
V,Visa Inc.,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,379.37,1001023.0,0.04,6,1,2026-09-01,2026-09-04,2,7,960433.0,40590.0,🟢,"[{'type': 'CALL', 'strike': 325.0, 'volume': 134.0, 'oi': 0, 'vol_oi_ratio': 134.0, 'last_price': 38.09, 'premium': 510406.00000000006, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 365.0, 'volume': 156.0, 'oi': 0, 'vol_oi_ratio': 156.0, 'last_price': 16.35, 'premium': 255060.00000000003, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 380.0, 'volume': 232.0, 'oi': 0, 'vol_oi_ratio': 232.0, 'last_price': 3.27, 'premium': 75864.0, 'itm': False, 'implied_volatility': 0.0039162109375}]","[{'type': 'PUT', 'strike': 380.0, 'volume': 123.0, 'oi': 0.0, 'vol_oi_ratio': 123.0, 'last_price': 3.3, 'premium': 40590.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
WMT,Walmart Inc.,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,104.87,1750893.0,0.18,4,4,2026-09-01,2026-09-04,2,8,1490075.0,260818.0,🟢,"[{'type': 'CALL', 'strike': 104.0, 'volume': 5747.0, 'oi': 0, 'vol_oi_ratio': 5747.0, 'last_price': 1.52, 'premium': 873544.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 106.0, 'volume': 9934.0, 'oi': 0, 'vol_oi_ratio': 9934.0, 'last_price': 0.57, 'premium': 566237.9999999999, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 108.0, 'volume': 2029.0, 'oi': 0, 'vol_oi_ratio': 2029.0, 'last_price': 0.17, 'premium': 34493.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 105.0, 'volume': 1767.0, 'oi': 0, 'vol_oi_ratio': 1767.0, 'last_price': 1.06, 'premium': 187302.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 106.0, 'volume': 244.0, 'oi': 0, 'vol_oi_ratio': 244.0, 'last_price': 1.68, 'premium': 40991.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 102.0, 'volume': 1235.0, 'oi': 0, 'vol_oi_ratio': 1235.0, 'last_price': 0.16, 'premium': 19760.0, 'itm': False, 'implied_volatility': 0.062509375}]"
KO,The Coca-Cola Company,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,88.67,715056.0,0.0,6,0,2026-09-01,2026-09-04,2,6,715056.0,0.0,🟢,"[{'type': 'CALL', 'strike': 71.0, 'volume': 136.0, 'oi': 45, 'vol_oi_ratio': 3.022222222222222, 'last_price': 18.13, 'premium': 246567.99999999997, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 70.0, 'volume': 128.0, 'oi': 0, 'vol_oi_ratio': 128.0, 'last_price': 19.11, 'premium': 244608.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 89.0, 'volume': 1710.0, 'oi': 0, 'vol_oi_ratio': 1710.0, 'last_price': 0.62, 'premium': 106020.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]",[]
INTU,Intuit Inc.,NEUTRAL,80,🔥🔥🔥 WHALE ACTIVITY,359.3,549581.0,1.57,3,3,2026-09-01,2026-09-04,2,6,213576.0,336005.0,🟡,"[{'type': 'CALL', 'strike': 355.0, 'volume': 113.0, 'oi': 0, 'vol_oi_ratio': 113.0, 'last_price': 9.56, 'premium': 108028.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 365.0, 'volume': 115.0, 'oi': 0, 'vol_oi_ratio': 115.0, 'last_price': 5.0, 'premium': 57500.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 375.0, 'volume': 208.0, 'oi': 0, 'vol_oi_ratio': 208.0, 'last_price': 2.31, 'premium': 48048.0, 'itm': False, 'implied_volatility': 0.12500875}]","[{'type': 'PUT', 'strike': 365.0, 'volume': 205.0, 'oi': 0.0, 'vol_oi_ratio': 205.0, 'last_price': 11.45, 'premium': 234725.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 347.5, 'volume': 284.0, 'oi': 0.0, 'vol_oi_ratio': 284.0, 'last_price': 2.45, 'premium': 69580.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 350.0, 'volume': 100.0, 'oi': 0.0, 'vol_oi_ratio': 100.0, 'last_price': 3.17, 'premium': 31700.0, 'itm': False, 'implied_volatility': 0.062509375}]"
PG,The Procter & Gamble Company,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,145.12,579292.0,0.18,6,2,2026-09-01,2026-09-04,2,8,491925.0,87367.0,🟢,"[{'type': 'CALL', 'strike': 145.0, 'volume': 1137.0, 'oi': 0, 'vol_oi_ratio': 1137.0, 'last_price': 1.4, 'premium': 159180.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 150.0, 'volume': 8965.0, 'oi': 1907, 'vol_oi_ratio': 4.7011012060828525, 'last_price': 0.13, 'premium': 116545.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 146.0, 'volume': 800.0, 'oi': 0, 'vol_oi_ratio': 800.0, 'last_price': 1.0, 'premium': 80000.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 145.0, 'volume': 503, 'oi': 0, 'vol_oi_ratio': 503, 'last_price': 1.04, 'premium': 52312.0, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 143.0, 'volume': 779, 'oi': 0, 'vol_oi_ratio': 779, 'last_price': 0.45, 'premium': 35055.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
COST,Costco Wholesale Corporation,BULLISH,70,🔥🔥 STRONG FLOW,943.89,449740.0,0.48,5,3,2026-09-01,2026-09-04,2,8,303892.0,145848.0,🟢,"[{'type': 'CALL', 'strike': 950.0, 'volume': 265.0, 'oi': 0, 'vol_oi_ratio': 265.0, 'last_price': 6.36, 'premium': 168540.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 962.5, 'volume': 183.0, 'oi': 0, 'vol_oi_ratio': 183.0, 'last_price': 2.7, 'premium': 49410.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 975.0, 'volume': 338.0, 'oi': 0, 'vol_oi_ratio': 338.0, 'last_price': 1.1, 'premium': 37180.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 930.0, 'volume': 260.0, 'oi': 0, 'vol_oi_ratio': 260.0, 'last_price': 3.21, 'premium': 83460.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 925.0, 'volume': 144.0, 'oi': 0, 'vol_oi_ratio': 144.0, 'last_price': 2.25, 'premium': 32400.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 915.0, 'volume': 294.0, 'oi': 0, 'vol_oi_ratio': 294.0, 'last_price': 1.02, 'premium': 29988.0, 'itm': False, 'implied_volatility': 0.062509375}]"
MRSH,"Marsh & McLennan Companies, Inc.",BEARISH,60,🔥 NOTABLE FLOW,189.8,369882.0,999.0,0,3,2026-09-01,2026-09-18,16,3,0.0,369882.0,🔴,[],"[{'type': 'PUT', 'strike': 190.0, 'volume': 541.0, 'oi': 0, 'vol_oi_ratio': 541.0, 'last_price': 3.56, 'premium': 192596.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 185.0, 'volume': 518.0, 'oi': 0, 'vol_oi_ratio': 518.0, 'last_price': 1.77, 'premium': 91686.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 200.0, 'volume': 107.0, 'oi': 0, 'vol_oi_ratio': 107.0, 'last_price': 8.0, 'premium': 85600.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ZTS,Zoetis Inc.,BEARISH,60,🔥 NOTABLE FLOW,77.1,388152.0,999.0,0,2,2026-09-01,2026-09-18,16,2,0.0,388152.0,🔴,[],"[{'type': 'PUT', 'strike': 110.0, 'volume': 105.0, 'oi': 0, 'vol_oi_ratio': 105.0, 'last_price': 34.54, 'premium': 362670.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 75.0, 'volume': 186.0, 'oi': 0, 'vol_oi_ratio': 186.0, 'last_price': 1.37, 'premium': 25482.000000000004, 'itm': False, 'implied_volatility': 0.0312596875}]"
TMO,Thermo Fisher Scientific Inc.,BEARISH,60,🔥 NOTABLE FLOW,617.1,375330.0,999.0,0,3,2026-09-01,2026-09-04,2,3,0.0,375330.0,🔴,[],"[{'type': 'PUT', 'strike': 622.5, 'volume': 204.0, 'oi': 0, 'vol_oi_ratio': 204.0, 'last_price': 12.0, 'premium': 244800.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 615.0, 'volume': 152.0, 'oi': 0, 'vol_oi_ratio': 152.0, 'last_price': 7.2, 'premium': 109440.00000000001, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 602.5, 'volume': 114.0, 'oi': 0, 'vol_oi_ratio': 114.0, 'last_price': 1.85, 'premium': 21090.0, 'itm': False, 'implied_volatility': 0.062509375}]"
