ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,14,"Opciones TIER2 (q=45): VALUE weak (59pts), FCF 5.4% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.4% vs media sector 4.2%)",2026-05-22
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-05-22
AON,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 43pts en 38d (73→30) | Señal salida MEDIUM: Score cayó 36pts (66 → 30) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.9% vs media sector 4.3%)",2026-05-22
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.2% vs media sector 5.1%),2026-05-22
AUTO.L,CAUTION,-6,Thesis drift MEDIUM: Score cayó 12pts en 38d (55→43) | Señal salida MEDIUM: Score cayó 22pts (65 → 43) | Piotroski fuerte (8.0/9) | Mejor FCF en Communication Services (6.6% vs media sector 6.9%),2026-05-22
AXP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-22
AZO,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-22
BR,CAUTION,0,"Thesis drift MEDIUM: Score cayó 50pts en 38d (78→28) | Señal salida MEDIUM: Score cayó 45pts (73 → 28) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Opciones TIER2 (q=45): VALUE weak (28pts), FCF 6.9% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.9% vs media sector 4.2%)",2026-05-22
BRK-B,BEST,5,Mejor FCF en Financial Services (5.9% vs media sector 4.3%),2026-05-22
BRO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-22
CDNS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-22
CHD,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-22
CL,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-22
CLPBY,EXIT,-23,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota | EPS revision STRONG_DOWN: EPS consensus ↓18.1% (0.51→0.41); Revenue estimate ↑1.7%,2026-05-22
CME,CAUTION,-9,Thesis drift MEDIUM: Score cayó 11pts en 38d (43→32) | Caro vs peers en Financial Services (FCF rank 11/11),2026-05-22
COST,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-22
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-22
CSU.TO,WATCH,4,EPS revision UP: EPS consensus ↑2.7% (147.35→151.37); Revenue estimate ↑5.9%,2026-05-22
CTAS,CAUTION,-12,Thesis drift MEDIUM: Score cayó 27pts en 38d (65→39) | Señal salida MEDIUM: Score cayó 19pts (57 → 39) | Caro vs peers en Industrials (FCF rank 20/24) | Piotroski fuerte (8.0/9),2026-05-22
