ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
EXPN.L,EXPERIAN PLC ORD USD0.10,51.8,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': np.float64(-15.8), 'rs_6m': np.float64(-29.9)}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 24.9}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 46.3}",2675.0,23905226752,Industrials,Consulting Services,,,False,4101.0,-34.8,1,False,3912.32,4697.03,2348.36,18.0,strong_buy,46.3,3332.0,24.6,2795.0,4.5,3.78,1.01,1.99,39.8,0.52,1.37,,,,23.1,166,2026-11-18,False,False,5,NEUTRAL,6.04,493.1,0.67,35.7,,,,2026-06-05T08:30:33.992109,FTSE100,58.7,3.0,5.0,0.0,5.0,5.79,3.0,15.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
DB1.DE,DEUTSCHE BOERSE AG            N,70.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,56.0,80.0,65.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': np.float64(11.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-8.5), 'rs_6m': np.float64(1.0)}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.7}",248.4,45235113984,Financial Services,Financial Data & Stock Exchanges,,,False,285.8,-13.1,3,False,287.5,320.0,240.0,12.0,buy,15.7,,,136.76,-44.9,,,1.71,35.7,4.2,1.87,,,,12.2,47,2026-07-22,False,False,5,NEUTRAL,6.18,66.8,1.53,25.2,,,,2026-06-05T08:29:42.958923,DAX40,63.3,0.0,5.0,0.0,3.0,1.96,0.0,15.0,CONFIRMED_UPTREND,0,
G24.DE,Scout24 SE                    N,67.8,⭐⭐ GOOD,🟡 Good,95.0,60.0,30.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': np.float64(37.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': np.float64(14.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-8.9), 'rs_6m': np.float64(-22.1)}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 33.8}",77.4,5473378304,Communication Services,Internet Content & Information,,,False,122.8,-37.0,1,False,103.56,135.0,86.0,16.0,strong_buy,33.8,,,108.3,39.9,,,2.01,36.6,1.5,1.51,,,44.1,40.6,62,2026-08-06,False,False,6,NEUTRAL,5.08,635.9,0.4,45.7,,,,2026-06-05T08:30:41.893580,DAX40,52.1,0.0,5.0,0.0,5.0,4.22,3.0,8.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
NOVO-B.CO,Novo Nordisk B A/S,80.1,🏆 ELITE,🟢 Elite,100.0,90.0,60.5,70.0,50.0,,,,,83.2,True,2,26.0,True,2,"{'eps_growth_yoy': np.float64(83.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.2}","{'revenue_growth_yoy': np.float64(26.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(10.5), 'rs_6m': np.float64(-13.5)}","{'roe_pct': 71.4, 'debt_to_equity': 0.72, 'current_ratio': 0.79, 'operating_margin_pct': 61.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 9.8}",283.85,1257434382336,Healthcare,Drug Manufacturers - General,,,False,533.4,-46.8,1,False,311.78,454.0,200.0,23.0,hold,9.8,,,822.6,189.8,-0.96,-3.59,5.6,42.7,15.9,1.81,True,-0.19,39.5,26.8,61,2026-08-05,False,False,5,NEUTRAL,9.72,64.7,0.2,34.2,,,,2026-06-05T08:29:52.936793,OMXCPH,58.0,-5.0,8.0,3.0,5.0,1.23,0.0,0.0,CONFIRMED_UPTREND,0,
WKL.AS,WOLTERS KLUWER,51.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 21.4},{},"{'rs_3m': np.float64(-15.5), 'rs_6m': np.float64(-37.1)}","{'roe_pct': 111.7, 'debt_to_equity': 6.23, 'current_ratio': 0.65, 'operating_margin_pct': 24.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 59.9}",65.06,14569808896,Industrials,Specialty Business Services,,,False,157.25,-58.6,1,False,104.03,160.0,71.0,15.0,buy,59.9,186.62,186.8,169.2,160.1,6.76,4.4,3.92,43.1,2.52,1.76,,,,36.9,61,2026-08-05,False,False,7,NEUTRAL,9.51,668.9,0.28,51.7,,,,2026-06-05T08:29:33.248242,AEX25,57.4,6.0,8.0,0.0,5.0,7.49,3.0,0.0,CONFIRMED_UPTREND,0,
SAP.DE,SAP SE                        I,64.8,⭐⭐ GOOD,🟡 Good,90.0,50.0,30.0,85.0,65.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': np.float64(13.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': np.float64(5.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-15.0), 'rs_6m': np.float64(-30.0)}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 29.2}",166.24,194095022080,Technology,Software - Application,,,False,273.55,-39.2,1,False,214.81,290.0,154.99,26.0,strong_buy,29.2,133.62,-19.6,62.3,-62.5,4.2,6.98,1.52,37.7,2.5,1.45,True,-2.11,21.9,9.3,48,2026-07-23,False,False,8,STRONG,5.68,146.7,2.09,54.5,,,,2026-06-05T08:30:44.427899,DAX40,54.9,3.0,5.0,3.0,3.0,3.65,3.0,0.0,CONFIRMED_UPTREND,0,
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': np.float64(-11.3), 'rs_6m': np.float64(-27.1)}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 26.8}",448.6,3342663424,Communication Services,Internet Content & Information,,,False,827.0,-45.8,1,False,568.87,765.0,420.0,15.0,hold,26.8,667.0,48.7,470.0,4.8,5.75,0.26,2.42,36.2,0.11,1.49,,,,6.7,56,2026-07-31,False,False,6,NEUTRAL,8.78,637.5,0.79,36.2,,,,2026-06-05T08:31:17.328908,FTSE100,54.8,6.0,5.0,0.0,3.0,3.35,3.0,0.0,CONFIRMED_UPTREND,0,
AMS.MC,"AMADEUS IT GROUP, S.A.",57.5,⭐ AVERAGE,🟡 Average,65.0,60.0,30.0,70.0,65.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': np.float64(-4.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': np.float64(3.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-13.1), 'rs_6m': np.float64(-22.2)}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 23.9}",54.54,23526719488,Technology,Information Technology Services,,,False,75.38,-27.6,1,False,67.55,80.0,52.0,22.0,buy,23.9,40.35,-26.0,30.5,-44.1,4.6,2.51,2.85,46.6,1.54,1.73,True,-7.01,21.7,5.1,56,2026-07-31,False,False,7,NEUTRAL,7.06,473.7,2.78,30.4,,,,2026-06-05T08:30:16.310257,IBEX35,53.0,3.0,5.0,3.0,3.0,2.99,1.0,0.0,CONFIRMED_UPTREND,0,
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,55.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,90.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': np.float64(-14.3), 'rs_6m': np.float64(-36.4)}","{'roe_pct': 60.2, 'debt_to_equity': 0.51, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 25.2}",466.4,3756671744,Communication Services,Internet Content & Information,,,False,844.4,-44.8,0,False,584.06,830.0,410.0,16.0,hold,25.2,497.0,6.6,340.0,-27.1,6.62,0.31,2.52,32.0,0.12,0.99,,,,2.0,153,2026-11-05,False,False,8,STRONG,9.5,668.8,2.08,46.5,,,,2026-06-05T08:30:37.077493,FTSE100,55.2,6.0,5.0,0.0,1.0,3.15,3.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
PGHN.SW,PARTNERS GROUP N,53.2,⭐ AVERAGE,🟡 Average,60.0,50.0,15.0,85.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': np.float64(-21.2), 'rs_6m': np.float64(-31.2)}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 59.5}",724.6,18682460160,Financial Services,Asset Management,,,False,1158.0,-37.4,0,False,1155.83,1300.0,930.0,12.0,buy,59.5,1070.36,47.7,532.84,-26.5,7.19,52.13,6.46,86.7,46.0,3.39,,,,7.7,88,2026-09-01,False,False,7,NEUTRAL,7.68,75.9,1.13,60.5,,,,2026-06-05T08:29:59.562085,SMI20,48.3,6.0,0.0,0.0,3.0,7.44,3.0,0.0,CONFIRMED_UPTREND,0,
