ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
2020.HK,ANTA Sports Products Limited,73.15,HKD,82.0,A,82.0,ROE 22.5% | Potencial +43% analistas | FCF yield 6.8% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,104.52,42.9,30,6.8,5.36,2.9,,22.5,11.4,13.2,16.9,12.4,-31.2,Geopolitical risk due to Hong Kong market | Cyclical risk in consumer industry,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-07,0,
0700.HK,Tencent Holdings Limited,461.8,HKD,82.0,A,82.0,ROE 20.5% | Potencial +51% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,699.29,51.4,41,3.1,6.43,1.17,,20.5,12.1,16.6,30.6,9.1,-32.4,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the sector average and historical values, potentially indicating undervaluation or overlooked risks",2026-07-07,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.58,BRL,81.0,A,81.0,ROE 26.7% | Potencial +37% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 6.0% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.96,36.9,14,,4.62,5.99,,26.7,11.2,16.0,47.0,20.3,-28.3,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-07,0,
9999.HK,"NetEase, Inc.",205.6,HKD,81.0,A,81.0,ROE 22.1% | Potencial +21% | FCF yield 5.2% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.35,21.3,20,5.2,2.66,2.17,,22.1,12.5,16.8,29.8,6.1,-17.1,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-07-07,0,
005930.KS,"Samsung Electronics Co., Ltd.",296000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 4.7x (vs 11x mercado) | Potencial +59% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,470289.7,58.9,37,3.5,7.36,,,18.9,4.7,,21.5,69.2,-21.0,Low P/E Ratio | Potential Regulatory Risks in Tech Sector,SSNLF,SUSPECT,Forward P/E of 4.7x seems anomalously low for a technology company like Samsung Electronics,2026-07-07,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,375.8,HKD,77.0,A,77.0,ROE 35.0% | Potencial +38% analistas | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,38.0,17,,4.75,3.46,,35.0,24.0,25.3,62.6,19.0,-19.4,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-07,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,55.4,HKD,76.0,A,76.0,ROE 17.5% | P/E 10.9x | Potencial +52% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,83.96,51.6,23,-1.2,6.44,2.17,,17.5,10.9,11.3,10.7,21.3,-39.4,cyclical | governance,,RISKY,Negative FCF Yield indicates potential cash flow issues,2026-07-07,0,
1299.HK,AIA Group Limited,72.25,HKD,74.0,A,74.0,P/E 10.7x | Potencial +45% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.42,44.5,18,,5.57,2.61,,14.8,10.7,15.6,23.8,6.0,-21.6,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-07-07,0,
RENT3.SA,Localiza Rent a Car S.A.,40.32,BRL,71.0,A,71.0,P/E 8.4x | Potencial +45% analistas | FCF yield 23.5% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.33,44.7,15,23.5,5.58,5.16,,8.5,8.4,20.1,5.1,21.2,-24.4,cyclical | geopolitical,,SUSPECT,Anomalous FCF yield of 23.5% for a rent-a-car company seems unusually high,2026-07-07,0,
TOTS3.SA,TOTVS S.A.,28.51,BRL,70.0,A,70.0,ROE 16.9% | Potencial +69% analistas | Crecimiento ingresos +22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.31,69.4,13,2.3,8.68,2.77,,16.9,13.5,19.4,15.2,22.4,-41.1,Geopolitical Risk | Regulatory Risk,,SUSPECT,Anomalous FCF yield and high analyst upside require further investigation,2026-07-07,0,
4568.T,"Daiichi Sankyo Company, Limited",2719.0,JPY,64.0,B,64.0,ROE 15.8% | Potencial +55% analistas | FCF negativo | Dividendo 3.6% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4205.29,54.7,17,-5.3,6.83,3.63,,15.8,18.9,19.4,12.2,13.7,-34.9,Negative FCF Yield | Regulatory Risk in Healthcare Sector,DSNKY,SUSPECT,Negative FCF yield is anomalous for a healthcare company with positive profit margin and revenue growth,2026-07-07,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",52.2,HKD,64.0,B,64.0,P/E 4.8x (vs 11x mercado) | Potencial +59% analistas | Dividendo 5.8% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,82.75,58.5,16,,7.32,5.77,,11.3,4.8,6.2,13.9,-3.3,-30.1,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure | Cyclical Risk,PNGAY,RISKY,"Anomalous metrics and known structural risks, including potential exposure to Chinese real estate sector",2026-07-07,0,
9988.HK,Alibaba Group Holding Limited,95.6,HKD,63.0,B,63.0,P/E 10.4x | Potencial +91% analistas | FCF negativo | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,182.62,91.0,25,-2.4,11.38,1.07,,9.2,10.4,15.1,10.1,2.9,-48.7,Regulatory Risk | Geopolitical Risk | Cyclical Risk,BABA,SUSPECT,Negative FCF yield and low revenue growth raise concerns,2026-07-07,0,
7974.T,"Nintendo Co., Ltd.",7148.0,JPY,61.0,B,61.0,Potencial +43% analistas | Crecimiento ingresos +95% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10237.88,43.2,25,3.4,5.4,3.11,,14.9,21.0,19.6,18.3,95.1,-51.7,Cyclical Risk | Regulatory Risk,NTDOY,SUSPECT,High revenue growth YoY of 95.1% seems anomalous and warrants further investigation,2026-07-07,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,35.0,BRL,60.0,B,60.0,ROE 19.2% | Potencial +39% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,48.48,38.5,14,3.5,4.81,2.05,,19.2,12.6,17.1,8.1,10.6,-27.7,Deuda elevada (D/E >2x) | Deuda elevada | Potential regulatory risks in healthcare sector,RDORY,SUSPECT,High debt-to-equity ratio and relatively low profit margin raise concerns,2026-07-07,0,
035420.KS,NAVER Corporation,197200.0,KRW,59.0,B,59.0,Potencial +55% analistas | Crecimiento ingresos +16% | Dividendo 1.3%,0,0,Communication Services,Korea,🇰🇷,21.2,305296.28,54.8,27,4.9,6.85,1.34,,5.7,13.3,,14.5,16.3,-35.1,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,Low ROE and high analyst upside may indicate overestimation of future growth,2026-07-07,0,
9432.T,"NTT, Inc.",148.0,JPY,57.0,B,57.0,P/E 10.2x (vs 16x mercado) | Potencial +15% | FCF yield 85.4% | Dividendo 3.7% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,170.31,15.1,13,85.4,1.88,3.67,,10.0,10.2,11.7,7.2,9.1,-11.5,Unusually High FCF Yield | Potential Accounting Irregularities,,SUSPECT,FCF yield of 85.4% appears anomalously high for a communication services company,2026-07-07,0,
012330.KS,"Hyundai Mobis Co.,Ltd",495000.0,KRW,56.0,B,56.0,P/E 9.3x | Potencial +39% analistas | Dividendo 1.3%,0,0,Consumer Cyclical,Korea,🇰🇷,21.2,685866.7,38.6,30,3.4,4.82,1.26,,7.2,9.3,,5.7,5.5,-39.8,cyclical risk | governance risk,,SUSPECT,Low ROE and profit margin for a consumer cyclical company,2026-07-07,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,42.56,BRL,54.0,B,54.0,ROE 21.8% | P/E 8.2x | Potencial +13% | Margen 33% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.08,13.0,13,,1.62,2.09,,21.8,8.2,10.4,33.3,-2.1,-14.3,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Geopolitical Risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-07-07,0,
105560.KS,KB Financial Group Inc.,173200.0,KRW,50.0,B,50.0,P/E 8.9x | Potencial +14% | Crecimiento ingresos +15% | Margen 37% | Dividendo 2.7%,1,0,Financial Services,Korea,🇰🇷,21.2,196700.0,13.6,20,,1.7,2.69,,10.0,8.9,,36.6,15.2,-5.2,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk,,SUSPECT,Anomalous Forward P/E of 8.9x seems low for a financial services company with a high profit margin and revenue growth,2026-07-07,0,
7203.T,Toyota Motor Corporation,2946.0,JPY,50.0,B,50.0,P/E 9.1x (vs 16x mercado) | Potencial +24% | FCF negativo | Dividendo 3.4% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Consumer Cyclical,Japan,🇯🇵,29.4,3657.58,24.2,19,-3.5,3.02,3.42,,10.2,9.1,10.0,7.6,1.9,-26.4,cyclical risk | geopolitical risk,TM,SUSPECT,Negative FCF yield is anomalous for a well-established company like Toyota,2026-07-07,0,
WEGE3.SA,WEG S.A.,46.26,BRL,48.0,C,48.0,ROE 32.5% | Potencial +14% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,52.74,14.0,16,2.8,1.75,4.67,,32.5,25.0,31.0,15.6,-6.1,-15.2,Ingresos en declive YoY | Cyclical Risk | Geopolitical Risk | Governance Risk,WEGZY,RISKY,Negative revenue growth and high trailing P/E raise concerns,2026-07-07,0,
6758.T,Sony Group Corporation,3502.0,JPY,48.0,C,48.0,Potencial +34% analistas | FCF negativo | Dividendo 1.0% | Mercado Japan CAPE 29 (26% descuento histórico),2,1,Technology,Japan,🇯🇵,29.4,4686.82,33.8,22,-6.6,4.23,1.02,,12.3,19.1,20.4,-2.6,8.3,-26.7,Negative Profit Margin | Negative FCF Yield,SONY,RISKY,Negative profit margin and FCF yield indicate potential financial distress,2026-07-07,0,
6098.T,"Recruit Holdings Co., Ltd.",12300.0,JPY,46.0,C,46.0,ROE 30.8% | Mercado Japan CAPE 29 (26% descuento histórico),2,0,Communication Services,Japan,🇯🇵,29.4,12637.5,2.7,16,2.5,0.34,0.2,,30.8,40.6,35.4,13.4,11.5,-0.8,Overvaluation Risk | Potential Regulatory Risks in Japanese Market,RCRUY,SUSPECT,High P/E ratios and low dividend yield raise concerns about overvaluation,2026-07-07,0,
7733.T,Olympus Corporation,1790.0,JPY,44.0,C,44.0,P/E 14.2x | Dividendo 1.7% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Healthcare,Japan,🇯🇵,29.4,1913.08,6.9,13,0.1,0.86,1.7,,8.7,14.2,29.2,6.7,8.5,-17.4,Regulatory Risk | Cyclical Risk,,SUSPECT,Low FCF yield and high trailing P/E raise concerns about the stock's valuation and potential for overestimation of future cash flows,2026-07-07,0,
8035.T,Tokyo Electron Limited,69470.0,JPY,43.0,C,43.0,ROE 29.3% | Margen 24% | Dividendo 1.0% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,68081.82,-2.0,22,0.7,-0.25,1.0,,29.3,54.3,55.5,23.5,8.6,-14.5,Overvaluation Risk | Cyclical Industry Risk,,SUSPECT,High P/E ratios and low FCF yield raise concerns about overvaluation,2026-07-07,0,
009150.KS,"Samsung Electro-Mechanics Co., Ltd.",1648000.0,KRW,42.0,C,42.0,Potencial +42% analistas | FCF negativo | Crecimiento ingresos +17%,1,1,Technology,Korea,🇰🇷,21.2,2340444.5,42.0,27,-0.1,5.25,13.0,,8.8,44.4,,7.0,17.2,-31.8,cyclical risk | valuation risk,,SUSPECT,Negative FCF yield and high forward P/E raise concerns about the stock's valuation and financial health,2026-07-07,0,
1211.HK,BYD Company Limited,83.5,HKD,42.0,C,42.0,Potencial +49% analistas | FCF negativo | Mercado HongKong CAPE 11 (33% descuento histórico),2,1,Consumer Cyclical,HongKong,🇭🇰,10.7,124.51,49.1,28,-15.4,6.14,0.43,,11.1,13.6,37.1,3.5,-11.8,-38.7,Ingresos en declive YoY | Negative Revenue Growth | Unsustainable FCF Yield,BYDDF,RISKY,Negative FCF yield and declining revenue raise concerns about the company's financial health,2026-07-07,0,
ABEV3.SA,Ambev S.A.,15.88,BRL,41.0,C,41.0,ROE 17.3% | FCF yield 7.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Consumer Defensive,Brazil,🇧🇷,9.0,16.17,1.8,18,7.4,0.23,1.1,,17.3,14.2,16.4,17.7,-0.1,-6.8,cyclical | geopolitical,ABEV,SUSPECT,Low revenue growth and relatively low analyst upside raise concerns,2026-07-07,0,
