ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
MA,0.0,,,,33.3,Mastercard Incorporated,57.8,Financial Services,Credit Services,75.0,50.0,44.0,50.0,65.0,533.1,471038525440.0,35.0,26.7,False,flat,4.9,False,0.0,3.3,False,0.0,0.8,1.8,False,601.77,-11.4,3.0,False,"{'roe_pct': 232.1, 'debt_to_equity': 2.82, 'current_ratio': 0.98, 'operating_margin_pct': 60.8}","{'eps_growth_yoy': 4.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 45.9}",643.59,735.0,550.0,37.0,strong_buy,20.7,564.24,5.8,365.91,-31.4,3.43,18.41,0.65,18.2,0.54,True,-2.81,27.7,21.2,23.0,2026-07-30,False,False,9.0,STRONG,4.01,622.8,1.1,BULLISH,0.09,70.0,2.0,1.0,12.3,0.0,10.0,17.3,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 56% up volume)",MEGA_FLOAT,875.8,23.0,27.3,35.0,False,flat,26.7,0.0,False,0.0,False,0.0,0.0,10.0,29.0,69.0,Medio,39.2,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,94.785,0.0,0.0,3.0,0.0,3.0,5.0,-0.2,-0.52,0.0,0.0,0.0,2.59,2.0,10.0,27.0,0,,8,RELIABLE/BUY (+8),WATCH,3.0,46,0.333,MEDIA,14.78,5.8,33.5,MEDIA,⭐⭐⭐ EXCELLENT,🔥 Legendary,,,,,,,,False,1,1.22,False,-11.01,14.76,-15.58,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
V,0.0,,,,45.8,Visa Inc.,71.1,Financial Services,Credit Services,85.0,70.0,46.7,85.0,60.0,357.25,679397949440.0,35.0,37.4,False,up,14.2,False,0.0,10.4,True,1.0,1.3,2.7,False,364.22,-1.9,3.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': 14.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",398.7,450.0,330.0,37.0,strong_buy,11.6,532.49,49.1,344.4,-3.6,3.07,12.56,0.74,22.0,0.7,True,-3.14,43.6,35.5,21.0,2026-07-28,False,True,6.0,NEUTRAL,3.88,381.9,0.68,BULLISH,0.12,100.0,10.0,7.0,26.1,0.0,13.7,21.3,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,1688.2,23.0,35.1,35.0,False,up,37.4,2.0,False,0.0,True,1.0,2.0,10.0,29.0,69.0,Medio,39.2,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,False,2/3,81.72999999999999,0.0,0.0,3.0,0.0,3.0,5.0,-0.03,0.02,0.0,0.0,0.0,1.45,2.0,2.0,33.0,0,,3,MIXED/BUY (+3),WATCH,-3.0,46,0.4583,ALTA,22.11,11.6,-11.2,,⭐⭐ STRONG,🟢 Elite,,,,,,,,False,2,1.29,False,-2.13,21.81,-7.02,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ASAZY,0.0,,,,33.2,Assa Abloy AB,57.0,Industrials,Security & Protection Services,90.0,30.0,36.0,65.0,55.0,17.67,39254835200.0,15.0,6.6,False,down,44.4,False,0.0,-5.8,False,0.0,,,False,21.98,-19.6,2.0,False,"{'roe_pct': 15.0, 'debt_to_equity': 0.61, 'current_ratio': 1.0}","{'eps_growth_yoy': 44.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 10.5}",21.88,21.88,21.88,1.0,none,23.8,347.64,1867.4,21.9,23.9,43.99,8.2,1.86,41.6,1.7,False,,,22.2,10.0,2026-07-17,False,True,8.0,STRONG,,118.2,0.44,,,,,,0.0,0.0,10.0,17.1,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,1999.6,23.0,27.1,15.0,False,down,6.6,0.0,False,0.0,False,0.0,0.0,,29.0,,Sin datos suficientes,6.6,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,83.46,5.0,0.0,8.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.98,2.0,10.0,,0,,8,RELIABLE/BUY (+8),BEST,8.0,46,0.3323,MEDIA,0.0,23.9,-921.9,,⭐⭐ STRONG,🟢 Elite,,,,,,,,False,1,0.853,False,-18.89,15.84,-18.04,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
TEVA,0.0,,,,44.7,Teva Pharmaceutical Industries ,61.4,Healthcare,Drug Manufacturers - Specialty & Generic,85.0,30.0,68.3,55.0,65.0,35.29,41092628480.0,80.0,79.1,False,up,30.9,False,0.0,-4.7,False,0.0,2.9,5.6,False,37.35,-5.5,8.0,True,"{'roe_pct': 21.6, 'debt_to_equity': 2.06, 'current_ratio': 1.01, 'operating_margin_pct': 19.2}","{'eps_growth_yoy': 30.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 9.0}",40.9,50.0,33.0,10.0,strong_buy,15.9,95.11,169.5,40.2,13.9,6.35,2.24,,,2.95,False,,2.5,72.2,22.0,2026-07-29,False,False,8.0,STRONG,3.94,43.5,0.16,,,,,,47.8,0.0,13.4,18.4,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,1083.1,5.0,31.8,80.0,False,up,79.1,5.0,False,0.0,False,0.0,0.0,8.0,29.0,75.9,Top 25%,40.8,3.0,0.0,3.0,10.0,0.0,0.0,0.0,0.0,False,2/3,78.295,5.0,0.0,6.0,0.0,0.0,5.0,0.0,-0.9,0.0,0.0,0.0,1.99,2.0,10.0,82.0,1,Appaloosa (Tepper),8,RELIABLE/BUY (+8),,0.0,46,0.4467,MEDIA,30.14,15.9,-75.8,,⭐⭐ STRONG,🟢 Excellent,HOLD,65.0,Close to ATH (-5.5% from high) - wait for pullback | Strong upside (+15.9%) - analyst support,-5.5,NEUTRAL,STRONG_BUY,False,True,3,1.027,False,-5.52,135.42,3.47,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
CTAS,0.0,,,,55.7,Cintas Corporation,66.7,Industrials,Specialty Business Services,90.0,50.0,36.0,90.0,65.0,178.24,71320403968.0,15.0,12.4,False,down,12.1,True,1.0,6.5,False,0.0,4.0,5.4,False,226.75,-21.4,2.0,False,"{'roe_pct': 41.3, 'debt_to_equity': 0.61, 'current_ratio': 1.98, 'operating_margin_pct': 23.2}","{'eps_growth_yoy': 12.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 17.6}",208.69,245.0,160.0,16.0,buy,17.1,73.4,-58.8,47.3,-73.5,2.11,3.77,0.99,36.7,0.9,True,-1.67,24.3,6.8,8.0,2026-07-15,False,True,8.0,STRONG,3.19,64.5,3.36,BULLISH,0.0,50.0,2.0,0.0,15.700000000000005,0.0,16.7,20.0,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.3x ratio, 55% up volume)",MEGA_FLOAT,342.1,23.0,36.7,15.0,False,down,12.4,0.0,True,1.0,False,0.0,2.0,21.0,29.0,31.0,Bajo 50%,20.6,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,2/3,56.065,5.0,0.0,0.0,0.0,3.0,3.0,0.0,-1.75,1.0,1.0,0.0,2.14,2.0,10.0,90.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,46,0.5566,ALTA,0.0,-58.8,83.2,ALTA,⭐ GOOD,🟡 Good,,,,,,,,False,1,1.094,False,-20.65,10.9,-13.66,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
WM,0.0,,,,35.5,"Waste Management, Inc.",46.5,Industrials,Waste Management,50.0,40.0,44.0,45.0,60.0,228.98,91952816128.0,35.0,28.4,False,down,-0.4,False,0.0,-3.2,True,1.0,1.6,2.9,False,248.13,-7.7,5.0,False,"{'roe_pct': 29.9, 'debt_to_equity': 2.28, 'current_ratio': 0.93, 'operating_margin_pct': 17.5}","{'eps_growth_yoy': -0.4, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 11.0}",256.04,285.0,210.0,25.0,buy,11.8,119.86,-47.7,91.9,-59.9,2.32,5.32,1.54,49.5,1.49,True,-0.37,4.9,13.3,21.0,2026-07-28,False,True,8.0,STRONG,3.78,21.3,1.86,BULLISH,0.31,60.0,1.0,1.0,29.6,0.0,10.7,13.9,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,True,66,Passes Minervini Template (4/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,400.4,8.0,24.6,35.0,False,down,28.4,0.0,False,0.0,True,1.0,2.0,18.0,29.0,41.4,Bajo 50%,23.2,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,3/3,64.375,5.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.48,2.0,10.0,103.0,0,,2,RELIABLE/WATCH (+2),WATCH,0.0,42,0.3548,MEDIA,18.15,-47.7,65.6,ALTA,⭐ GOOD,🟡 Good,,,,,,,,False,2,1.072,False,-6.95,19.41,-4.84,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
FDS,0.0,,,,6.5,FactSet Research Systems Inc.,54.8,Financial Services,Financial Data & Stock Exchanges,65.0,60.0,24.0,70.0,50.0,252.2,8969629696.0,15.0,15.3,False,up,-17.5,True,1.0,4.4,True,1.0,17.2,5.8,True,453.41,-44.4,3.0,False,"{'roe_pct': 27.0, 'debt_to_equity': 0.77, 'current_ratio': 0.68, 'operating_margin_pct': 30.5}","{'eps_growth_yoy': -17.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 23.2}",253.69,340.0,210.0,16.0,hold,0.6,256.99,1.9,151.8,-39.8,6.93,17.47,1.86,29.4,1.0,True,-6.83,14.1,-3.8,72.0,2026-09-17,False,False,6.0,NEUTRAL,7.59,187.1,,,,,,,10.0,0.0,1.9,16.4,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEDIUM_FLOAT,35.4,22.0,18.4,15.0,False,up,15.3,2.0,True,1.0,True,1.0,5.0,17.0,29.0,44.8,Bajo 50%,23.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1/3,52.745000000000005,0.0,0.0,6.0,3.0,3.0,0.0,2.24,0.57,2.0,1.0,1.5,0.08,-3.0,2.0,5.0,0,,-8,RELIABLE/AVOID (-8),REVISION_UP,19.0,18,0.0648,BAJA,5.48,0.6,19.6,,⭐ GOOD,🟡 Good,,,,,,,,False,1,1.218,False,-43.43,37.7,-21.14,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
JKHY,68.63157894736842,Excellent,Stage Unknown,16.110779628971166,50.7,"Jack Henry & Associates, Inc.",58.2,Technology,Information Technology Services,65.0,60.0,15.0,95.0,65.0,146.38,10400413696.0,15.0,23.2,False,down,-3.7,True,1.0,3.4,True,1.0,8.3,2.8,True,193.39,-24.3,3.0,False,"{'roe_pct': 24.9, 'debt_to_equity': 0.06, 'current_ratio': 1.74, 'operating_margin_pct': 24.4}","{'eps_growth_yoy': -3.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.6}",185.46,208.0,161.0,13.0,buy,26.7,114.65,-21.7,89.38,-38.9,3.59,5.26,1.62,32.8,1.22,True,-2.73,123.3,12.5,42.0,2026-08-18,False,False,9.0,STRONG,5.67,162.7,1.65,,,,,,45.1,27.5,15.2,17.5,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 58% up volume)",HIGH_FLOAT,70.6,20.0,60.1,15.0,False,down,23.2,0.0,True,1.0,True,1.0,5.0,27.0,29.0,10.3,Bottom 25%,8.4,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2/3,52.115,8.0,0.0,3.0,3.0,3.0,3.0,0.0,-1.98,0.0,2.0,0.0,3.34,0.0,10.0,15.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,46,0.5066,ALTA,40.13578947368421,-21.7,57.0,ALTA,⭐ GOOD,🟡 Good,BUY,100.0,Good pullback (-24.3% from high) - valid VCP setup | Strong upside (+26.7%) - analyst support,-24.3,NEUTRAL,BUY,False,False,2,1.143,False,-24.03,20.94,-28.18,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ADP,0.0,,,,11.6,"Automatic Data Processing, Inc.",75.5,Technology,Software - Application,100.0,80.0,38.7,85.0,50.0,239.49,95732359168.0,15.0,20.9,False,up,49.3,True,1.0,15.8,True,2.0,4.5,6.1,False,315.98,-24.2,3.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",247.13,305.0,190.0,15.0,hold,3.2,239.06,-0.2,112.46,-53.0,4.96,11.88,2.81,60.5,2.04,True,-1.87,13.5,4.2,22.0,2026-07-29,False,False,8.0,STRONG,5.95,192.0,1.87,BULLISH,0.0,60.0,1.0,0.0,13.1,0.0,3.5,22.6,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,398.8,25.0,26.1,15.0,False,up,20.9,2.0,True,1.0,True,2.0,5.0,22.0,29.0,27.6,Bajo 50%,18.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,False,1/3,51.78,8.0,0.0,3.0,3.0,3.0,1.0,0.14,0.14,0.0,0.0,0.0,0.4,-3.0,10.0,8.0,0,,-8,RELIABLE/AVOID (-8),CAUTION,-3.0,46,0.1156,BAJA,7.55,-0.2,29.8,MEDIA,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.113,False,-22.1,28.25,-14.34,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
KO,0.0,,,,9.8,Coca-Cola Company (The),66.0,Consumer Defensive,Beverages - Non-Alcoholic,85.0,40.0,62.4,80.0,60.0,82.96,356933926912.0,60.0,57.7,False,up,3.0,True,1.0,-0.5,True,1.0,1.2,3.1,False,84.54,-1.9,6.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 1.25, 'current_ratio': 1.36, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': 3.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.8}",85.97,92.0,71.38,24.0,buy,3.6,19.84,-76.1,57.88,-30.2,0.88,0.73,2.52,64.8,2.89,True,-0.24,11.1,18.2,21.0,2026-07-28,False,True,7.0,NEUTRAL,4.53,91.1,1.31,BULLISH,0.05,100.0,6.0,4.0,41.7,0.0,2.9,19.8,2026-07-07 07:50:04,2026-07-07,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 55% up volume)",MEGA_FLOAT,3874.0,3.0,22.7,60.0,False,up,57.7,2.0,True,1.0,True,1.0,5.0,11.0,29.0,65.5,Medio,36.1,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,False,3/3,50.890000000000015,0.0,0.0,0.0,3.0,3.0,5.0,0.0,-0.1,0.0,0.0,0.0,0.45,-3.0,5.0,45.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,8.0,46,0.0984,BAJA,29.1,-30.2,56.8,ALTA,🔵 DECENT,🟡 Good,AVOID,35.0,Near ATH (-1.9% from high) - poor entry point,-1.9,NEUTRAL,BUY,False,True,3,1.172,False,-1.89,29.55,11.07,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
