ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,WATCH,3,Piotroski fuerte (8.0/9),2026-07-08
AI.PA,WATCH,3,Piotroski fuerte (7.0/9),2026-07-08
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 14/14),2026-07-08
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-08
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (44.0% vs media sector 5.4%),2026-07-08
ATLKY,BEST,5,Mejor FCF en Industrials (21.6% vs media sector 5.4%),2026-07-08
AUTO.L,CAUTION,-1,Thesis drift MEDIUM: Upside analistas cayó 29pp (45%→16%) | Mejor FCF en Communication Services (6.2% vs media sector 5.0%),2026-07-08
AXP,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 25),2026-07-08
BRK-B,BEST,5,Mejor FCF en Financial Services (5.6% vs media sector 4.3%),2026-07-08
BRO,BEST,5,Mejor FCF en Financial Services (6.6% vs media sector 4.3%),2026-07-08
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 13/14) | Piotroski fuerte (7.0/9),2026-07-08
COST,WATCH,3,Piotroski fuerte (7.0/9),2026-07-08
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 24/27) | Piotroski fuerte (8.0/9),2026-07-08
ESLOY,WATCH,-4,EPS revision DOWN: EPS consensus ↓3.3% (6.59→6.38),2026-07-08
ETN,WATCH,0,Caro vs peers en Industrials (FCF rank 26/27) | Piotroski fuerte (7.0/9),2026-07-08
EXPN.L,WATCH,3,Piotroski fuerte (9.0/9),2026-07-08
FDS,REVISION_UP,19,Short squeeze MEDIUM: 17.2% short · Short elevado (17.2% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Financial Services (6.9% vs media sector 4.3%) | EPS revision STRONG_UP: EPS consensus ↑9.8% (23.14→25.40); Revenue estimate ↑1.8%,2026-07-08
FICO,WATCH,6,Caro vs peers en Technology (FCF rank 12/14) | Short squeeze MEDIUM: 10.5% short · Short moderado (10.5% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9),2026-07-08
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 27/27) | Piotroski fuerte (8.0/9),2026-07-08
HESAY,WATCH,3,Piotroski fuerte (8.0/9),2026-07-08
IDXX,WATCH,0,Caro vs peers en Healthcare (FCF rank 9/10) | Piotroski fuerte (8.0/9),2026-07-08
IT,BEST,11,Short squeeze MEDIUM: 25.8% short · Short muy alto (25.8% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Technology (11.8% vs media sector 11.2%),2026-07-08
ITRK.L,BEST,5,Mejor FCF en Industrials (4.1% vs media sector 5.4%),2026-07-08
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-07-08
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 9/10) | Smart money: 1 HF + 0 insiders (conv 30) | Piotroski fuerte (7.0/9),2026-07-08
LSEG.L,CAUTION,-3,Thesis drift MEDIUM: Score cayó 14pts en 44d (52→38) | Piotroski fuerte (7.0/9),2026-07-08
MA,WATCH,3,Piotroski fuerte (9.0/9),2026-07-08
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 13/14) | Smart money: 1 HF + 0 insiders (conv 29) | Piotroski fuerte (8.0/9),2026-07-08
MKC,BEST,5,Mejor FCF en Consumer Defensive (5.1% vs media sector 3.6%),2026-07-08
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 12/14) | Piotroski fuerte (8.0/9),2026-07-08
NDAQ,WATCH,3,Piotroski fuerte (9.0/9),2026-07-08
NDSN,WATCH,3,Piotroski fuerte (7.0/9),2026-07-08
PAYX,CAUTION,-14,Value trap MEDIUM: Piotroski muy débil (2/9) — calidad financiera en deterioro | Thesis drift MEDIUM: Margen op. cayó 6.1pp (44.4%→38.3%),2026-07-08
