ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
AJG,Arthur J. Gallagher & Co.,80.3,🏆 ELITE,🟢 Elite,100.0,100.0,44.0,70.0,60.0,35.0,29.5,False,up,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': 124.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': 47.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -0.0, 'rs_6m': -12.4, 'rs_line_percentile': 29.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.6}",249.77,64176402432,Financial Services,Insurance Brokers,2.7,4.0,False,318.34,-21.5,4.0,False,266.37,388.0,225.0,19.0,buy,6.6,106.23,-57.5,100.12,-59.9,1.68,4.2,1.11,42.9,2.8,1.01,True,-0.48,4.2,16.2,23.0,2026-07-30,False,False,6.0,NEUTRAL,3.3,77.9,1.04,36.0,,,,2026-07-07T07:42:59.412822
TECK,Teck Resources Ltd,80.0,🏆 ELITE,🟢 Elite,100.0,90.0,65.1,70.0,40.0,60.0,74.4,False,down,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': 297.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': 94.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 2.1, 'rs_6m': 17.8, 'rs_line_percentile': 74.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -20.0}",61.45,30104004608,Basic Materials,Other Industrial Metals & Mining,,2.5,False,71.25,-13.8,7.0,True,49.18,67.92,33.68,3.0,hold,-20.0,,,79.8,29.9,,,0.59,13.3,0.35,0.99,True,-2.1,4.5,51.5,16.0,2026-07-23,False,True,5.0,NEUTRAL,6.7,6.5,0.16,50.5,,,,2026-07-07T07:48:25.235552
HEI,Heico Corporation,79.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,63.9,90.0,60.0,60.0,68.7,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': 19.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 17.7, 'rs_6m': 0.5, 'rs_line_percentile': 68.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 5.7}",365.31,51018932224,Industrials,Aerospace & Defense,1.6,1.1,False,369.4799,-1.1,5.0,False,386.05,471.0,290.0,20.0,buy,5.7,544.34,49.0,168.3,-53.9,1.39,12.84,0.07,4.3,0.25,0.1,False,,9.0,48.2,49.0,2026-08-25,False,False,8.0,STRONG,1.89,52.3,1.1,27.9,0.8,0.03,-27.1,2026-07-07T07:44:17.299743
AON,Aon plc,79.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,44.0,80.0,60.0,35.0,31.8,False,up,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': 21.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -4.6, 'rs_6m': -6.6, 'rs_line_percentile': 31.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.4}",356.91,76227747840,Financial Services,Insurance Brokers,1.7,2.4,False,381.0,-6.3,3.0,False,383.32,436.0,298.0,19.0,buy,7.4,597.35,67.4,494.03,38.4,4.38,15.65,0.92,16.4,3.28,0.76,True,-1.64,7.4,19.0,17.0,2026-07-24,False,True,8.0,STRONG,6.15,141.9,0.62,32.5,0.8,0.02,-31.7,2026-07-07T07:42:15.527797
WST,"West Pharmaceutical Services, I",78.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,85.4,95.0,60.0,95.0,90.3,False,up,5.3,True,1,10.2,True,1,"{'eps_growth_yoy': 5.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}","{'revenue_growth_yoy': 10.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 25.0, 'rs_6m': 19.1, 'rs_line_percentile': 90.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 1.1}",357.64,25266405376,Healthcare,Medical Instruments & Supplies,3.8,3.4,False,367.66,-2.7,8.0,True,361.64,400.0,310.0,14.0,strong_buy,1.1,165.47,-53.7,225.0,-37.1,1.09,3.9,0.24,11.5,0.88,0.25,True,-1.19,336.2,56.1,16.0,2026-07-23,False,True,7.0,NEUTRAL,2.4,19.0,0.67,24.2,0.4,0.02,-23.8,2026-07-07T07:43:22.645566
CDNS,"Cadence Design Systems, Inc.",78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,71.4,85.0,60.0,60.0,54.4,False,up,109.7,False,0,15.6,False,0,"{'eps_growth_yoy': 109.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}","{'revenue_growth_yoy': 15.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 20.2, 'rs_6m': 10.5, 'rs_line_percentile': 54.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 3.5}",375.77,103643373568,Technology,Software - Application,1.8,2.1,False,416.69,-9.8,6.0,False,388.78,450.0,275.0,25.0,strong_buy,3.5,178.28,-52.6,98.67,-73.7,1.45,5.44,,,,,True,-0.96,14.4,23.0,20.0,2026-07-27,False,True,7.0,NEUTRAL,1.56,44.0,1.74,40.4,,,,2026-07-07T07:44:29.605793
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,1.7,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': 123.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -48.9, 'rs_6m': -67.1, 'rs_line_percentile': 1.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 78.8}",272.14,74440359936,Technology,Software - Application,5.2,1.7,False,813.7,-66.6,0.0,False,486.61,921.0,275.0,32.0,buy,78.8,387.99,42.6,175.27,-35.6,7.03,19.13,1.74,28.3,4.8,0.65,True,-5.49,24.8,10.7,44.0,2026-08-20,False,False,9.0,STRONG,6.81,97.0,0.93,41.2,,,,2026-07-07T07:41:44.506084
TW,Tradeweb Markets Inc.,76.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,27.0,85.0,70.0,15.0,11.2,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': 33.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': 20.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -31.4, 'rs_6m': -14.0, 'rs_line_percentile': 11.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 31.5}",102.41,22328045568,Financial Services,Capital Markets,2.7,1.5,False,147.49,-30.6,1.0,False,134.64,197.0,109.0,14.0,buy,31.5,,,121.5,18.6,,,0.54,12.4,0.56,0.4,True,-0.7,636.1,27.4,23.0,2026-07-30,False,False,8.0,STRONG,5.68,57.1,0.57,43.7,,,,2026-07-07T07:42:07.600888
NUE,Nucor Corporation,76.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,72.3,80.0,65.0,60.0,62.1,False,flat,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': 23.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': 12.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 18.1, 'rs_6m': 22.4, 'rs_line_percentile': 62.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.5}",223.92,50995752960,Basic Materials,Steel,2.4,2.8,False,270.9,-17.3,6.0,False,260.76,290.0,138.17,16.0,buy,16.5,,,302.7,35.2,-0.75,-1.69,1.01,22.0,2.24,1.41,True,-1.03,22.4,382.1,20.0,2026-07-27,False,True,6.0,NEUTRAL,4.83,11.9,0.03,38.3,,,,2026-07-07T07:47:34.684427
ADP,"Automatic Data Processing, Inc.",75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,38.7,85.0,50.0,15.0,20.9,False,up,49.3,True,1,15.8,True,2,"{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}","{'revenue_growth_yoy': 15.8, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 3.8, 'rs_6m': -14.3, 'rs_line_percentile': 20.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 3.2}",239.49,95732359168,Technology,Software - Application,4.5,6.1,False,315.98,-24.2,3.0,False,247.13,305.0,190.0,15.0,hold,3.2,239.06,-0.2,112.46,-53.0,4.96,11.88,2.81,60.5,6.8,2.04,True,-1.87,13.5,4.2,22.0,2026-07-29,False,False,8.0,STRONG,5.95,192.0,1.87,30.8,0.4,0.01,-30.4,2026-07-07T07:40:26.814832
