ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
DB1.DE,DEUTSCHE BOERSE AG            N,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,64.0,80.0,60.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': 11.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 8.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -11.6, 'rs_6m': 11.3}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.5}",256.2,46655541248,Financial Services,Financial Data & Stock Exchanges,,,False,276.0,-7.2,6,False,285.67,310.0,240.0,12.0,buy,11.5,,,136.88,-46.6,,,1.68,35.7,4.2,1.87,,,,12.2,15,2026-07-22,False,True,5,NEUTRAL,5.98,66.8,1.57,20.3,,,,2026-07-07T08:06:47.605723,DAX40,63.7,0.0,5.0,0.0,3.0,1.44,0.0,15.0,CONFIRMED_UPTREND,0,
G24.DE,Scout24 SE                    N,67.8,⭐⭐ GOOD,🟡 Good,95.0,60.0,30.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': 37.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': 14.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -2.5, 'rs_6m': -20.4}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 41.1}",73.55,5201123840,Communication Services,Internet Content & Information,,,False,122.8,-40.1,1,False,103.76,135.0,86.0,17.0,strong_buy,41.1,,,108.3,47.2,,,2.05,36.6,1.5,1.51,,,44.1,40.6,30,2026-08-06,False,False,6,NEUTRAL,5.13,635.9,0.38,26.1,,,,2026-07-07T08:07:44.709888,DAX40,52.1,0.0,5.0,0.0,5.0,5.14,3.0,8.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
AMS.MC,"AMADEUS IT GROUP, S.A.",57.5,⭐ AVERAGE,🟡 Average,65.0,60.0,30.0,70.0,65.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': -4.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 3.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -9.2, 'rs_6m': -26.2}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.8}",52.04,22308872192,Technology,Information Technology Services,,,False,73.6,-29.3,1,False,67.0,80.0,50.0,22.0,buy,28.8,40.6,-22.0,30.5,-41.4,4.85,2.52,3.01,46.6,1.54,1.73,True,-7.39,21.7,5.1,24,2026-07-31,False,False,7,NEUTRAL,7.34,473.7,2.63,26.1,,,,2026-07-07T08:07:21.218109,IBEX35,58.0,3.0,8.0,3.0,3.0,3.6,3.0,0.0,CONFIRMED_UPTREND,0,
WKL.AS,WOLTERS KLUWER,48.0,⚠️ WEAK,🔴 Weak,60.0,50.0,15.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 21.4},{},"{'rs_3m': -20.5, 'rs_6m': -43.5}","{'roe_pct': 111.7, 'debt_to_equity': 6.23, 'current_ratio': 0.65, 'operating_margin_pct': 24.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 62.6}",59.06,13187171328,Industrials,Specialty Business Services,,,False,144.25,-59.1,0,False,96.03,160.0,50.0,15.0,buy,62.6,187.18,216.9,169.2,186.5,7.47,4.41,4.37,43.1,2.52,1.81,,,,36.9,29,2026-08-05,False,False,7,NEUTRAL,10.31,668.9,0.26,27.2,,,,2026-07-07T08:06:37.854676,AEX25,56.2,6.0,8.0,0.0,5.0,7.82,3.0,0.0,CONFIRMED_UPTREND,0,
SAP.DE,SAP SE                        I,65.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,30.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': 13.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': 5.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -17.5, 'rs_6m': -41.0}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 50.2}",142.52,166400524288,Technology,Software - Application,,,False,269.35,-47.1,0,False,214.04,290.0,154.99,26.0,strong_buy,50.2,133.62,-6.2,62.4,-56.2,4.89,6.98,1.79,37.7,2.5,1.45,True,-2.46,21.9,9.3,16,2026-07-23,False,True,8,STRONG,6.68,146.7,1.81,41.0,,,,2026-07-07T08:07:47.069909,DAX40,55.1,3.0,5.0,3.0,3.0,6.28,3.0,0.0,CONFIRMED_UPTREND,0,
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': -7.5, 'rs_6m': -20.6}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 23.0}",455.7,3396833024,Communication Services,Internet Content & Information,,,False,827.0,-44.9,1,False,560.62,765.0,404.0,16.0,hold,23.0,667.0,46.4,470.0,3.1,5.66,0.26,2.37,36.2,0.11,1.52,,,,6.7,24,2026-07-31,False,False,6,NEUTRAL,8.53,637.5,0.8,28.8,,,,2026-07-07T08:08:18.761634,FTSE100,52.8,6.0,5.0,0.0,3.0,2.88,1.0,0.0,CONFIRMED_UPTREND,0,
EXPN.L,EXPERIAN PLC ORD USD0.10,51.8,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': -9.4, 'rs_6m': -30.8}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 43.3}",2699.0,23936440320,Industrials,Consulting Services,,,False,4101.0,-34.2,1,False,3868.3,4723.32,2361.5,18.0,strong_buy,43.3,3383.0,25.3,2864.0,6.1,3.81,1.03,1.98,39.8,0.52,1.38,,,,23.1,134,2026-11-18,False,False,9,STRONG,7.47,646.3,0.67,24.0,,,,2026-07-07T08:07:37.896757,FTSE100,54.7,3.0,5.0,0.0,5.0,5.41,3.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,49.0,⚠️ WEAK,🔴 Weak,55.0,50.0,30.0,50.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': -15.7, 'rs_6m': -31.5}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.0}",842.8,7564418048,Technology,Software - Application,,,False,1335.0,-36.9,0,False,1079.16,1334.0,850.0,19.0,buy,28.0,1651.0,95.9,572.0,-32.1,8.36,0.7,2.69,55.0,0.22,2.1,,,,14.3,135,2026-11-19,False,False,6,NEUTRAL,5.82,374.3,1.03,31.5,,,,2026-07-07T08:08:21.215812,FTSE100,50.6,8.0,5.0,0.0,3.0,3.5,3.0,0.0,CONFIRMED_UPTREND,0,
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,55.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,90.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': -7.4, 'rs_6m': -23.0}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 16.1}",501.6,3942367232,Communication Services,Internet Content & Information,,,False,844.4,-40.6,1,False,582.47,830.0,410.0,17.0,none,16.1,499.0,-0.5,340.0,-32.2,6.18,0.31,2.3,32.0,0.12,0.99,,,,2.5,121,2026-11-05,False,False,5,NEUTRAL,9.28,332.4,2.23,19.5,,,,2026-07-07T08:07:40.012481,FTSE100,53.2,6.0,5.0,0.0,1.0,2.01,1.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
PGHN.SW,PARTNERS GROUP N,53.2,⭐ AVERAGE,🟡 Average,60.0,50.0,15.0,85.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': -29.2, 'rs_6m': -40.8}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 35.3}",684.0,17635665920,Financial Services,Asset Management,,,False,1158.0,-40.9,0,False,925.38,1200.0,700.0,13.0,buy,35.3,1070.36,56.5,532.62,-22.1,7.62,52.13,6.78,86.7,46.0,3.48,,,,7.7,56,2026-09-01,False,False,7,NEUTRAL,8.02,75.9,1.2,25.1,,,,2026-07-07T08:07:04.581836,SMI20,48.3,6.0,0.0,0.0,3.0,4.41,3.0,0.0,CONFIRMED_UPTREND,0,
