ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,14,"Opciones TIER2 (q=45): VALUE weak (59pts), FCF 5.4% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.4% vs media sector 4.3%)",2026-05-25
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-05-25
AON,CAUTION,-3,Thesis drift MEDIUM: Score cayó 44pts en 41d (73→29) | Piotroski fuerte (8.0/9),2026-05-25
ASAZY,CAUTION,0,Value trap MEDIUM: Sin cobertura de analistas — tesis sin verificar externamente | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.0% vs media sector 4.9%),2026-05-25
AUTO.L,CAUTION,-6,Quality decay MEDIUM: Salud financiera cayó 10pts (100 → 90/100) | Thesis drift MEDIUM: Score cayó 10pts en 41d (55→44) | Señal salida MEDIUM: Score cayó 21pts (65 → 44) | Piotroski fuerte (8.0/9) | Mejor FCF en Communication Services (6.8% vs media sector 7.0%) | EPS revision STRONG_UP: EPS consensus ↑7.6% (0.39→0.42),2026-05-25
BR,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 50pts en 41d (78→28) | Señal salida MEDIUM: Score cayó 45pts (73 → 28) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.8% vs media sector 4.3%)",2026-05-25
BRK-B,BEST,5,Mejor FCF en Financial Services (5.9% vs media sector 5.3%),2026-05-25
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-25
CNI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 27pts en 41d (63→37) | Piotroski fuerte (7.0/9),2026-05-25
CSU.TO,WATCH,5,"Piotroski SLIGHT_UP (6.0 → 7.0, Δ+1)",2026-05-25
CTAS,CAUTION,-6,Thesis drift MEDIUM: Score cayó 14pts en 41d (65→52) | Caro vs peers en Industrials (FCF rank 21/25) | Piotroski fuerte (8.0/9),2026-05-25
EXPN.L,CAUTION,-2,Thesis drift MEDIUM: Score cayó 11pts en 41d (70→59) | EPS revision UP: EPS consensus ↑4.7% (2.74→2.87); Revenue estimate ↑4.6%,2026-05-25
FAST,WATCH,0,Caro vs peers en Industrials (FCF rank 23/25) | Piotroski fuerte (8.0/9),2026-05-25
G24.DE,EXIT,-15,Señal salida HIGH: Score cayó 29pts (73 → 44),2026-05-25
GVDNY,WATCH,3,Piotroski fuerte (7.0/9),2026-05-25
GWW,WATCH,-3,Caro vs peers en Industrials (FCF rank 22/25),2026-05-25
HESAY,CAUTION,-6,Thesis drift MEDIUM: Score cayó 20pts en 41d (52→32) | Caro vs peers en Consumer Cyclical (FCF rank 7/8) | Piotroski fuerte (8.0/9),2026-05-25
ICE,CAUTION,-3,Thesis drift MEDIUM: Score cayó 24pts en 41d (57→33) | Piotroski fuerte (8.0/9),2026-05-25
INTU,CAUTION,2,"Thesis drift MEDIUM: Score cayó 26pts en 41d (61→35) | Señal salida MEDIUM: Score cayó 32pts (67 → 35) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9) | Mejor FCF en Technology (6.2% vs media sector 4.3%) | EPS revision STRONG_UP: EPS consensus ↑6.1% (26.66→28.28); Revenue estimate ↑3.8%",2026-05-25
ITRK.L,CAUTION,-1,Thesis drift MEDIUM: Score cayó 18pts en 41d (54→36) | Mejor FCF en Industrials (4.3% vs media sector 4.9%),2026-05-25
