ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis OVERVALUED parece tener fundamentos sólidos dado el precio actual y el cálculo del precio de compra para un retorno anual del 15%.",60,-5,2026-05-27T09:21:18+00:00
FAST,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una sobrevaloración actual.",80,-8,2026-05-27T09:21:18+00:00
MSI,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la gran diferencia entre el precio actual y el precio de compra calculado, lo que sugiere que la acción podría estar sobrevalorada.",60,-5,2026-05-27T09:21:18+00:00
CB,UNRELIABLE,INSUFFICIENT,"No se proporcionan datos históricos de FCF, ni proyecciones forward, lo que hace imposible evaluar la calidad del dato y la tesis implícita. La falta de información esencial para el modelo de Owner Earnings hace que no se pueda tomar una decisión informada.",0,0,2026-05-27T09:21:18+00:00
CHD,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Aunque el histórico no está disponible, las proyecciones futuras sugieren un crecimiento constante. Sin embargo, la falta de consenso y la ausencia de datos históricos limitan la confiabilidad del modelo. La tesis OVERVALUED parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-05-27T09:21:18+00:00
ROP,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia del FCF y el histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el ROIC bajo y la relación EV/FCF target aplicado, lo que sugiere que el precio actual puede estar sobrevalorado.",80,-8,2026-05-27T09:21:18+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la ausencia de red flags significativos. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo que sugiere un precio de compra más bajo para alcanzar un retorno anual del 15%. La falta de margen de seguridad y el upside negativo refuerzan esta conclusión.",80,-8,2026-05-27T09:21:18+00:00
7741.T,MIXED,INSUFFICIENT,"El dato histórico de FCF es coherente y hay un consenso en las proyecciones forward, pero la falta de información sobre el precio de compra y el margen de seguridad hace que no se pueda emitir un juicio claro sobre la tesis. Además, la ausencia de red flags no garantiza la fiabilidad del dato.",60,0,2026-05-27T09:21:18+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una margen de seguridad negativa.",80,-8,2026-05-27T09:21:18+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"No hay suficiente información disponible para evaluar la calidad del dato y la tesis, ya que faltan datos históricos y proyecciones de FCF. Esto hace que no se pueda confiar en el modelo para tomar decisiones.",0,0,2026-05-27T09:21:18+00:00
