ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0700.HK,Tencent Holdings Limited,434.4,HKD,82.0,A,82.0,ROE 20.5% | Potencial +63% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,709.31,63.3,42,3.3,7.91,1.21,,20.5,11.4,15.6,30.6,9.1,-36.4,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the sector average and historical values, potentially indicating undervaluation or overlooked risks",2026-05-27,0,
2020.HK,ANTA Sports Products Limited,75.45,HKD,82.0,A,82.0,ROE 22.5% | Potencial +40% analistas | FCF yield 6.6% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,105.32,39.6,31,6.6,4.95,2.87,,22.5,11.8,13.6,16.9,12.4,-29.0,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-05-27,0,
9999.HK,"NetEase, Inc.",195.4,HKD,81.0,A,81.0,ROE 22.1% | Potencial +27% | FCF yield 5.5% | Margen 30% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,248.89,27.4,22,5.5,3.42,2.38,,22.1,12.0,16.0,29.8,6.1,-21.2,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-05-27,0,
RENT3.SA,Localiza Rent a Car S.A.,43.7,BRL,71.0,A,71.0,P/E 8.8x | Potencial +35% analistas | FCF yield 21.6% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,58.93,34.8,15,21.6,4.36,4.78,,8.5,8.8,21.1,5.1,21.2,-18.1,cyclical | geopolitical,,SUSPECT,Anomalous FCF yield of 21.6% seems unusually high for a rent-a-car company,2026-05-27,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,402.2,HKD,70.0,A,70.0,ROE 35.0% | Potencial +29% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,28.9,17,,3.61,3.21,,35.0,25.8,27.0,62.6,19.0,-13.7,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-05-27,0,
TOTS3.SA,TOTVS S.A.,31.48,BRL,70.0,A,70.0,ROE 16.9% | Potencial +65% analistas | Crecimiento ingresos +22% | Dividendo 2.1% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,52.0,65.2,12,2.1,8.15,2.06,,16.9,13.8,21.4,15.2,22.4,-35.0,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-05-27,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,40.06,BRL,65.0,A,65.0,ROE 21.8% | P/E 7.7x | Potencial +22% | Margen 33% | Dividendo 1.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.77,21.7,13,,2.72,1.37,,21.8,7.7,9.7,33.3,-2.1,-19.3,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Geopolitical Risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-05-27,0,
4568.T,"Daiichi Sankyo Company, Limited",2682.0,JPY,64.0,B,64.0,ROE 15.8% | Potencial +62% analistas | FCF negativo | Dividendo 3.7% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4352.35,62.3,17,-4.6,7.79,3.7,,15.8,18.7,19.1,12.2,13.7,-35.8,Negative FCF Yield | High Analyst Upside Discrepancy,DSNKY,RISKY,Negative FCF yield indicates potential cash flow issues,2026-05-27,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",59.9,HKD,64.0,B,64.0,P/E 5.5x (vs 11x mercado) | Potencial +38% analistas | Dividendo 5.0% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,82.92,38.4,16,,4.8,4.99,,11.3,5.5,7.2,13.9,-3.3,-19.8,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Chinese insurance sector | Geopolitical risks in Hong Kong market | Real estate market exposure,PNGAY,RISKY,Negative revenue growth and potential exposure to Chinese real estate sector pose significant risks,2026-05-27,0,
005930.KS,"Samsung Electronics Co., Ltd.",307000.0,KRW,63.0,B,63.0,ROE 18.9% | P/E 5.8x (vs 11x mercado) | Potencial +18% | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,361046.47,17.6,37,3.4,2.2,,,18.9,5.8,,21.5,69.2,-5.0,Low P/E Ratio | Potential Undervaluation,SSNLF,SUSPECT,Forward P/E of 5.8x seems unusually low for a technology company like Samsung Electronics,2026-05-27,0,
1299.HK,AIA Group Limited,84.55,HKD,62.0,B,62.0,Potencial +24% | Margen 24% | Dividendo 2.3% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.5,23.6,18,,2.95,2.29,,14.8,12.6,18.3,23.8,6.0,-8.2,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Missing FCF yield and potential exposure to Chinese real estate sector are concerns,2026-05-27,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",16.94,BRL,61.0,B,61.0,ROE 26.7% | Potencial +18% | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.6% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,18.3,14,,2.28,3.58,,26.7,13.1,18.4,47.0,20.3,-16.7,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk,,SUSPECT,High profit margin and ROE may indicate potential overvaluation or accounting discrepancies,2026-05-27,0,
7974.T,"Nintendo Co., Ltd.",7131.0,JPY,61.0,B,61.0,Potencial +51% analistas | Crecimiento ingresos +95% | Dividendo 3.1% | Mercado Japan CAPE 29 (26% descuento histórico),1,0,Communication Services,Japan,🇯🇵,29.4,10748.77,50.7,26,3.4,6.34,3.1,,14.9,21.0,19.6,18.3,95.1,-51.8,Cyclical Risk | Geopolitical Risk,NTDOY,SUSPECT,High revenue growth YoY and analyst upside may indicate overoptimism or potential volatility,2026-05-27,0,
RDOR3.SA,Rede D'Or São Luiz S.A.,35.0,BRL,60.0,B,60.0,ROE 19.2% | Potencial +41% analistas | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Healthcare,Brazil,🇧🇷,9.0,49.44,41.3,13,3.5,5.16,1.82,,19.2,12.4,16.7,8.1,10.6,-27.7,Deuda elevada (D/E >2x) | Deuda elevada | Regulatory risks in healthcare sector,RDORY,SUSPECT,High debt-to-equity ratio and relatively low profit margin raise concerns,2026-05-27,0,
