ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.4% vs media sector 4.2%),2026-05-28
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-05-28
AON,CAUTION,2,Thesis drift MEDIUM: Score cayó 29pts en 44d (73→44) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.9% vs media sector 4.7%),2026-05-28
ASAZY,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.5% vs media sector 6.4%),2026-05-28
ATLKY,AVOID,-7,Thesis drift HIGH (44d): Score cayó 14pts en 44d (60→46) | Mejor FCF en Industrials (22.7% vs media sector 6.4%),2026-05-28
AUTO.L,CAUTION,8,Señal salida MEDIUM: Score cayó 18pts (65 → 47) | Piotroski fuerte (8.0/9) | Mejor FCF en Communication Services (7.0% vs media sector 7.0%) | EPS revision STRONG_UP: EPS consensus ↑7.6% (0.39→0.42),2026-05-28
BR,CAUTION,0,"Thesis drift MEDIUM: Score cayó 48pts en 44d (78→31) | Señal salida MEDIUM: Score cayó 43pts (73 → 31) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Opciones TIER2 (q=45): VALUE weak (31pts), FCF 7.0% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (7.0% vs media sector 4.2%)",2026-05-28
BRK-B,BEST,5,Mejor FCF en Financial Services (5.9% vs media sector 4.7%),2026-05-28
BRO,BEST,5,Mejor FCF en Financial Services (7.9% vs media sector 4.7%),2026-05-28
CDNS,CAUTION,-6,Thesis drift MEDIUM: Score cayó 37pts en 44d (61→24) | Caro vs peers en Technology (FCF rank 16/18) | Piotroski fuerte (7.0/9),2026-05-28
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-28
CSU.TO,WATCH,3,Piotroski fuerte (7.0/9),2026-05-28
CTAS,CAUTION,-6,Thesis drift MEDIUM: Score cayó 35pts en 44d (65→31) | Caro vs peers en Industrials (FCF rank 21/22) | Piotroski fuerte (8.0/9),2026-05-28
ERIE,CAUTION,-8,Value trap MEDIUM: Piotroski débil (4/9),2026-05-28
EXPN.L,CAUTION,-2,Thesis drift MEDIUM: Score cayó 11pts en 44d (70→59) | EPS revision UP: EPS consensus ↑4.7% (2.74→2.87); Revenue estimate ↑4.6%,2026-05-28
G24.DE,EXIT,-15,Señal salida HIGH: Score cayó 29pts (73 → 44),2026-05-28
GVDNY,CAUTION,-3,Thesis drift MEDIUM: Score cayó 12pts en 44d (48→36) | Piotroski fuerte (7.0/9),2026-05-28
HESAY,CAUTION,-6,Thesis drift MEDIUM: Score cayó 14pts en 44d (52→38) | Caro vs peers en Consumer Cyclical (FCF rank 7/8) | Piotroski fuerte (8.0/9),2026-05-28
ICE,WATCH,3,Piotroski fuerte (8.0/9),2026-05-28
INTU,CAUTION,2,"Thesis drift MEDIUM: Score cayó 28pts en 44d (61→33) | Señal salida MEDIUM: Score cayó 34pts (67 → 33) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9) | Mejor FCF en Technology (6.3% vs media sector 4.2%) | EPS revision STRONG_UP: EPS consensus ↑6.1% (26.66→28.28); Revenue estimate ↑3.8%",2026-05-28
ITRK.L,CAUTION,-6,Thesis drift MEDIUM: Score cayó 22pts en 44d (54→32),2026-05-28
JKHY,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 47pts en 44d (74→27) | Señal salida MEDIUM: Score cayó 46pts (73 → 27) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9)",2026-05-28
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 6/6) | Smart money: 1 HF + 0 insiders (conv 31) | Piotroski fuerte (7.0/9),2026-05-28
LSEG.L,CAUTION,-3,Thesis drift MEDIUM: Score cayó 10pts en 44d (48→38) | Piotroski fuerte (7.0/9),2026-05-28
MA,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 10/12) | Smart money: 1 HF + 0 insiders (conv 38) | Piotroski fuerte (9.0/9),2026-05-28
MSFT,WATCH,-3,Caro vs peers en Technology (FCF rank 17/18),2026-05-28
